livre.chapitre.verset,Bafia
COL.1.24,"Ǹɗì rì kìnyàà ɓi cààmɛ̀n ki, ɓi mɛ̀tɔɓ mɛ nwowog ɓisu win, fɔɔnnɛ com ki kɛɛ̀ kaakaàrɛ̀n ɓi mɛ̀tɔɓ mɛ Kiris, mɛ̀ɛ nɗàaratɛ̀n kɔ kì woògh ɓi nyoo yɛ̀m ɓisuu nyoo yìì ìnɛ ì rì kìseŋi kii. "
COL.1.25,"Mɛ̀ ǹtighà ǹkìì-kìsay anɛ ɓi kìseŋi ki Kiris, lɛ ǹtɛ̀g wu Bɛ̀ll à tɛ̀gsìghà mɛ̀ lɛ nghagsi mìni jɛ̀ɛ̀ ì Bɛ̀ll lɛ kɔɔ̀kɔɔ̀, "
COL.1.26,"yɛ̀ɛ ri kìɓan ki Bɛ̀ll à ɓègà a rìnyam fìɗyàɓ fikɔ̀ɔ̀, lɛ gbàà yi ɓum yìcèm yɛ̀ kɛɛ̀ yi, wɔ̀lɛ kɛɛ̀ki à mɛ rèsi ɓum ɓii ɓi cààmɛ̀n ki, "
COL.1.27,"ɓisuulɛ Bɛ̀ll àa nkɔ̀ni lɛ a resi ɓɔ fèg wìì anɛ a rìnyam, ànɛ à kìi lɛ, à fɔm à ki rɔɔtɛn yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀; fèg ànɛn à rì ɓisuu ɓilɔ̀ŋ ɓìcèm ɓi ɓi yii ɓi Bɛ̀ll, nnyɛɛ lɔɔ lɛ: Kiris à rì ɓi mìni, à ki fa mini dyàɓɛn inɛ lɛ ɓì ɓiì ɓaà rì gàɓ ɓi rìkem ɗi Bɛ̀ll. "
COL.1.28,"Kiris ànɛ̀n nnɛ ɓìsii ghaaghagsì ɓum ɓɛ̀cèm, tì rɔ̀ɔ̀rɔ̀gsɛ̀n ɓɔ, tì ki rèsag ɓɔ rì ɗyomzɛ̀n ɗìcèm, lɛ ti ki lɛ mum bimiɗ a kpaŋ ɓi mis mɛ Bɛ̀ll, di à ti ǹsììrɛn lɛ kɔɔ̀kɔɔ̀ ɓi Kiris. "
COL.1.29,"Kìsay kiǹ kɛɛ̀ki nkìkì, ǹɗùùɗùù rì nghɛɓsɛn wu ìtèɗ wii wu wɛɛ̀ kìki kisay ɓi mɛ̀ rì ìtèɗ."
COL.2.1,"Lɛ mɛ̀ɛ nkɔ̀nkɔn lɛ di ɓyàa yii coo wɛ̀y wu mɛ̀ɛ nɗùùɗuu ɓisu win, rì ɓisuu ɓumɓɛ a Lawodise, rì ɓum ɓɛ̀cèm ɓɛ ɓɛ yii ɓi mɛ ɓi-su. "
COL.2.2,"Nɗùùɗuu fɔlɔɔ ɓisuulɛ mɛ̀rem maa mɛɛ ɓa mɛ̀ronɛn ɗi ìtèɗ, rì tì lɛ ɓɛɛ ɓa ɓɛ̀ràrɛn ɓi nkɔ̀nɛ̀n, ɓɛ ki ɓa ti ɓɛronɛn ɗi kɔɔ̀kɔɔ̀ à ɗyomzɛ̀n, fɔɔnnɛ ɓɛ ri ɓiì yii fèg à Bɛ̀ll ànɛ à rì a rìnyam, yɛɛ lɔɔ lɛ Kiris. "
COL.2.3,Ɓi Kiris ànɛ̀n nnɛ ìkum wu ɗyomzɛ̀n wùcèm rì wu riyi ɗi ɓiɓan wu ri wù nyamɛn.
COL.2.4,Ǹkpaa kìɓan kiǹ ɓisuulɛ mum kɛ̀ɛ ɓɔ̀ŋ mini rì ɓìsyeesyee ɓi ɓitòkì. 
COL.2.5,"Lɛ nsoò màa rì mìni fìràɓ ɓi rìɓa ɗi ɓi mɛ̀mùù, ǹɗem wɛ̀m wu ri lɔŋ foo ri mìni, ǹwowog kirɔɔ yɛ̀ɛ nseesee syeesyee à rìwòŋzàg ɗi ɓiɓan ɓi nyìinyìm wìn, rì yɛ̀ɛ rìgherɛ̀n ɗin ɗi ɓi Kiris, ɗi ri lɛ kpeg-kpeg."
COL.2.6,"Fɔlɔɔ nnɛ yɛ̀ɛ ɓì tekà Yeesus Kiris lɛ Kan wìn, ghɛɓina min cɛɓ ki ɓumɓɛ ɓɛ ri ɓɛ̀ ràrɛn ɗi nyi. "
COL.2.7,"Ɓaana ɓɛ̀ɓaghɛn gàŋ ɓi nyi, ɓì toŋ cɛɓ kin ɓi nyi, ɓì sììrɛ̀n ɓi rìgherɛ̀n lɔŋ yɛ̀ɛ ɓɛ resìghà mìni, ɓì ki fafa Bɛ̀ll ɓìtògsɛ̀n lɛɛ̀gwey."
COL.2.8,"Ɓì konàg lɛ ŋwaàdɛŋ kɛ̀ɛ wɔɔsi mini ɓi fìram fi ɗyomzɛ̀n rì ǹ-yègsɛ̀n à zɛy, ɓyɛɛ ri ɓìtoŋɛn ɓi ɓìsyɔ̀ɔ̀ ɓi ɓum, rì mɛ̀tèɗ mɛ mɛghay mɛ ɓi ziinɛ, ɓyɛ̀ kɛɛ̀ ɓa ɓitoŋɛn ɓi Kiris. "
COL.2.9,Ɓisuulɛ rìɓa ɗìcèm ɗi Bɛ̀ll à rì ɗi yughà kì kɔ̀rii ɓi nyoo ì Kiris lɛ kɔɔ̀kɔɔ̀. 
COL.2.10,Fɔɔnnɛ ɓì mɛ teɗ ɓyom ɓìcèm kɔɔ̀kɔɔ̀ à rìteɗ ɓi Kiris ànɛ à rì rìfòm ɗi ɓɛ̀làmì ɓɛ̀cèm rì mɛ̀tèɗ mɛ mɛghay mɛ̀cèm. 
COL.2.11,"Ɓi nyi, ɓì kɛ̀rɛ̀ngà rìkuu ɗi kɛ̀rɛ̀n ɗi ɗi yin ɗi ɓum ɓɛɛ kɛri rì ɓyàg ɓyaa, kìɓan kifog, ɓì kɛ̀rɛ̀ngà kɛ̀rɛ̀n à Kiris ànɛ à rì lɛ mum a leg ɓi rìkpàn ɗi nyoo ì kìɓe. "
COL.2.12,"Ɓɛ ɓomgà mìni ǹɗaŋ ri nyi yɛ̀ɛ ɓì ɓàɓtɛ̀ngà, ɓì mɛ ghèmɓɛn girig ɓi nyi, ǹɗaŋ ɗi nyi lɛ rìgherɛ̀n ɗi ɓì gherɛɛ ìtèɗ wu Bɛ̀ll ànɛ à ghèmzìghày nyi a ɓìloŋ. "
COL.2.13,"Mìni ɓɛ ɓì ɓaghà ɓìloŋ abɛ̀y lɛ ɓìɓe ɓin, ɗì rìɓa ɗi ɓì ɓaghà kɛ̀ɛ̀ kìkɛ̀rɛɛ, Bɛ̀ll à mɛ fati mini cɛɓ ǹɗaŋ ɗi Kiris, yɛ̀ɛ à cenɛ̀ngà ɓisi ɓìɓe ɓis ɓìcèm. "
COL.2.14,À pisighà sɔmìnà à m̀ɓeɓɛn ànɛ à ɓaghà ɓisi ɓi nyoo innɛ ɓìɓan ɓi miì ɓi nɔɔ̀nɔ̀ɔ̀tìghà ɓìsi; à pisìghà ɓìsi nyi yɛ̀ɛ à kpangà nyi ɓi kɔrɔs. 
COL.2.15,"À dùŋzìghà ɓɛ̀làmì rì mɛ̀tèɗ mɛ mɛghay, à ghanì ɓɔ ɓi mis mɛ ɓum ɓɛ̀cèm yɛ̀ɛ à yagsàkà ɓɔ ɓi kɔrɔs aɗyòò."
COL.2.16,"Nni fɔɔnnɛ mum kɛ̀ɛ yɔ̀mdi mini ɓi ɓìɗilàg ɓi ɓì rì lɛ ɓì ɗi, rì com ki ɓì rì lɛ ɓì nɔ, nsoò ɓi kìɓan ki ticàɓ tidɛŋ nsoò lɛ ǹtaasi wu ŋwii, nsoò lɛ saɓàt. "
COL.2.17,"Ɓyom ɓìn ɓìcèm ɓi ri lɔŋ cììziŋ ki ɓiɓan ɓi ɓi riì, wɔ̀lɛ kɔɔ̀kɔɔ̀ à kìɓan a rì lɔŋ ɓi Kiris. "
COL.2.18,"Kɛ̀ ɓi càrɛn lɛ mɛ̀lèɓ mɛ ɓi mɛ̀ree mɛ ɓi ghɛghɛŋì ŋwaàdɛŋ a ɓatɛn mìni mɔ yɛ̀ɛ ki kɔni nyi, rì ìghèy lɛ à rì ǹsɛɛ̀dɛn nyimiɗ ɓi zi, rì tì lɛ, a ɓɔɔɓɔgsì ɓum ɓɛ titom; rìkuu ɗi mum ɗìn ɗi ti ɗi ɓiisàg kì kuughraagh ɓiɓan ɓi ɗi ghɛɛ fɛlɛ yɛ̀ɛ ɓìdɛ̀ndɛm̀; ɗi ki ɓalag ɗi ronɛn ɗi ɓìdaŋà ɓi kɛ̀ɛ̀-su, ɓi ɓɔɔ mɛyitì ɓii ɓɛ à rì rì ɓɔ, ɓi rìɓa ɗii ɗi lɛ mum. "
COL.2.19,"Rìkuu ɗi mum ɗìn ɗi yin ɗi ràrɛn ri ǹto wu wu ɓanɓani nyoo bimiɗ, wu ki kì lɛ nyoo ìnɛ̀n yɛ̀ɛ rarag lɛ syeesyee ɓi jàŋ yi ì rì miì ǹwògakɛn ì ki tɔɔtɔɔ kitɔɔ ki Bɛ̀ll a fafa yɔ̀."
COL.2.20,"I ɓì wughà ǹɗaŋ ri Kiris ɓi ɓɛg ànɛ a mɛ̀tèɗ mɛ mɛghay mɛ ɓi ziinɛ, ɓisuucɛ nnɛ ɓɛ kaŋkàŋ tì mìni rì ɓìɓan ɓiǹ yɛ̀ɛ ɓɛɛ̀ kali lɛ ɓì kaka ɓì ghɛghɛ̀ɓ ɓi ɓìsyɔ̀ɔ̀ ɓi ɓi ziinɛ? "
COL.2.21,"Kɔ̀ɔ teɗ, kɔ̀ɔ ɓoɓti, kɔ̀ɔ kòm! "
COL.2.22,Ɓìcèlì ɓiǹ ɓìcèm ɓi koŋkomi ɓyom ɓi ɓi ti ɓi ɗyogì di ɓɛ kii kìsay miì gɛ̀mbog; ɓìɓan ɓiǹ ɓi ri lɔŋ ɓidɔ̀gsɛna rì mɛ̀rèsàg mɛ ɓum ɓɛɛ foŋi. 
COL.2.23,"Ki ri saaɗ lɛ ɓìcèlì ɓiǹ, ɓi rìseèsèèrɛ̀n ɗi ɓi mis, ɓi ri lɛ ɓɛ sɛg lɛ, ɗì rìɓɔgsàg ɗi Bɛ̀ll ɗi miì ɗi ɗi ri kìɓan ki ɓum ɓɛɛ ɓekii, ɗì rìsɛɛ̀dɛ̀n ɗi ɓi zi, rì kìɓan ki lɛ, mum a ki nyoo yìì rìgɛn; kìɓan kifog gɛ ɓìɓan anɛ̀n à ghɛɓsii ɓi bimiɗ à com, à rì lɔŋ ɓisuu kinyàà ki mɛmùù."
COL.3.1,"I ɓì mɛ ghèmɓɛn min nɗaŋ ri Kiris, kaakaana ɓìɓan ɓi aɗyoo, jàŋ inɛ Kiris à rì ǹkɔ̀kɔriyɛn ɓi weèlem à Bɛ̀ll. "
COL.3.2,"Foŋina ǹɗem rì ɓìɓan ɓi aɗyoo, kɛ̀ ɓi fèfeg ɓi ɓi ziinɛ. "
COL.3.3,"Ɓisuulɛ, ɓì rì ɓìloŋ, cɛɓ kin ki ri kì nyamɛn nɗaŋ ɗi Kiris ɓi Bɛ̀ll. "
COL.3.4,"Yɛ̀ɛ Kiris ànɛ à rì cɛɓ kin, à ɓiì rèsɛɛ, fɔlɔɔ nnɛ, mìni girig ɓì ɓiì rèsɛɛ nɗaŋ ri nyi ɓi rìkem ɓi ɗùm."
COL.3.5,"Wolina ɓìɓan ɓi ɓi zi ɓìcèm ɓi ɓì rì rì ɓyɔ ɓi mìniìɓɔmiɗ, ɓyɛɛ ri lɛ, cɛɓ ki tisɔ̀mɔ̀g, cɛɓ ki tifin, ɗì rìfalɛ̀n ɗi ɓi ɓìɓan ɓi ɓeɓtɛn, rì kìsee ki ikum, kɛɛ ri fɛlɛ yɛ̀ɛ rìɓɔgsì ɗi ɓinùn. "
COL.3.6,"Ɓìɓan ɓiǹ ɓyɛɛ ti ɓi kilàg lɛ Bɛ̀ll a wog bim, ri ɓumɓɛ ɓɛ ɓeni nyi kì kìi mɛwog . "
COL.3.7,"Cɛɓ ki ɓì ghɛghɛ̀ɓkà abɛ̀y kɛɛ ri lɔɔ, di ɓì kaka ɓi ɓìɓe ɓiǹ ɓi ɗùm. "
COL.3.8,"Nni à tumɛ̀n ɓigomìnɛ, mìni girig, càrina ɓìɓan ɓiǹ ɓìcèm lɛ rì bim, rì kìnyɛn, rì kìɓeɓtàg ki nɗem, rì tìfena, rì ɓìtòkì ɓi kɛ̀ ǹtoòrìɗ ɓi ɓi ti ɓi kpagìì ɓi myɔm min."
COL.3.9,"Pwàà à ghɛ̀ɛ̀sɛɛ tì ɓi ki ɓaà ɓi nyìinyìm wìn, ɓisuulɛ ɓì mɛ rini lɛ rì fìɗyàɓ fin fi riɓa fi ɓi mɛ̀mùù rì ɓìɓan ɓi miì. "
COL.3.10,"Ɓì teɗ nyɔɔnyɔn à rìɓa, ànɛ à rì rìɓa ɗi ŋwaànɛ à ti ncenɗɛn, à ɓa cààmɛ̀n kìcèm à suùsùgtì nyɔn ɓi kìpisɛn ki roànɛ à kìghà nyi, lɛ di a konag lɔŋ nyi kì yiì kɔɔ̀kɔɔ̀ à rìyi. "
COL.3.11,"Foo ǹlànag wu yiìdi ɓi nyìinyìm ànɛ lɛ, rì muu Gìrɛg, rì muu Ɓɛ̀yudɛ̀n, nsoò lɛ rì ŋwaànɛ à rì ǹkɛ̀rɛn, rì roànɛ à yin nkɛ̀rɛn, ǹkèn a mum, rì muu Sit, nsoò lɛ rì ǹkpàn rì ŋwaànɛ à yin ǹkpàn, lɔŋ Kiris yɛɛ ri com kìcèm ɓi ɓum ɓɛ̀cèm."
COL.3.12,"Nni yɛ̀ɛ Bɛ̀ll à ɓɔ̀ngà mìni, à tɛɛ̀zì mìni, à ki keesi mini, ɓì ghɛ̀ɛ̀sɛɛ lɛ ɓì waatɛ̀n nɗem wu nyìinyìg, rì wu geesɛ̀n, rì wu sɛɛ̀dɛn ɓi zi, rì wu tɛ̀tɛ̀rɛ̀ɛ̀, rì rìnìɗ ɗi nɗem. "
COL.3.13,"Ɓì ghɛ̀ɛ̀sɛɛ kì ceecenɛ̀n mìni rì mìni, i ki kpaŋi lɛ ŋwaàdɛŋ à rì rì kìɓan ki ki kɛŋi nyi rì geni, ɓaana rì rìcenɛ̀n ɓi nyìinyìm wìn; fɛlɛ yɛ̀ɛ Kan à cenɛ̀ngà mìni, mìni girig ɓaana ɗì ricenɛ̀n ɓi nyìinyìm wìn. "
COL.3.14,"Wɔ̀lɛ ɓi ɓìɓan ɓiǹ ɓìcèm, ɓaana rì ǹkɔ̀nɛ̀n. Ǹkɔ̀nɛ̀n à rì com ki ki ti ki raɗkì ɓum syeesyee à rìràɗ. "
COL.3.15,"Fyòoog à Kiris ànɛ Bɛ̀ll à reŋìghà mìniìcèm miì lɛ, ɓi ɓa ɓìkàɓ ɓi ɓi nyoo bog, a lami mɛ̀rem min. Ɓì ghɛ̀ɛ̀sɛɛ kì yiì rìfa ɗi ɓìtògsɛ̀n."
COL.3.16,"Jɛ̀ɛ̀ ì Kiris yɛ̀ɛ kɔri mìni ɓi mɛ̀rem rì ɓìɓan ɓi syeesyee ɓìcèm ɓi ì rì rì ɓyɔ; ki ghɛɛ̀sɛɛ lɛ, ɓi nyìinyìm wìn, ɓɛ̀ro ɓɛdɛŋ ɓɛ reèrèsàg ɓɛ̀ro ɓɛmbog, ɓì reèrèɓɓɛ̀n mìni rì mìni rì ɗyomzɛ̀n lɛɛ̀gwey; ɓì kɛkɛ̀ɛ̀gh Bɛ̀ll tyem ti ɓi ɓɛ̀sam, rì mɛ̀ɓàlì rì ɓìgheesì ɓi Ǹghay à resii, kìina kìɓan kiǹ rì nɗem win wucèm. "
COL.3.17,"Com kìcèm ki ɓì rì lɛ ɓì kpaa, nsoò lɛ ɓì kì, kìina kɔ ɓi ɗii ɗi Kan Yeesus, ɓì fafà Bɛ̀ll à Seŋi wìs ɓìtògsɛ̀n rì ɗii ɗìì."
COL.3.18,"Mìni ɓɛ̀yiɓ ɓaana rì mɛ̀wog ɓi ɓɛg ànɛ a ɓɛ̀yii ɓin, yɛ̀ɛ kɛɛ̀ kɔ̀ɔkɔnɛ̀n ɓi mis mɛ Kan."
COL.3.19,"Mìni ɓɛ̀baŋì, keesiina ɓɛ̀yiɓ ɓin, kɛ̀ ɓi biibimɓɛ̀n rì ɓɔ."
COL.3.20,"Mìni ɓɔn, kìina ɓɛ̀yalì ɓin mɛwog ɓi ɓìɓan ɓìcèm, ɓisuulɛ kìɓan kiǹ ki ri lɛ syeesyee ɓi mis mɛ Kan."
COL.3.21,"Mìni ɓɛ̀seŋi ɓɔn, kɛ̀ ɓi ǹyɛɛnyɛɛ̀dɛ̀n ɓɔn ɓin, di mùm mɛ ri ɓɔ ɓiì sɛ̀nsɛni."
COL.3.22,"Mìni ɓɛ̀kìì-ɓìsay, kìina ɓɛ̀masà ɓin ɓɛ ɓi mɛ̀mùù mɛ̀wog ɓi ɓìɓan ɓìcèm, kɛ̀ ɓi kì lɔŋ ɓɔ mɛ̀wog cààmɛ̀n ki ɓɛɛ̀ seesee mini kɔ rì kɔ, yɛ̀ɛ ɓɛɛ̀ kali lɛ, ɓum ɓɛɛ̀ɓɛ ɓi kɔ̀nkɔn lɛ ɓi puɓsi ǹɗem, kìɓan kifog kìina ɓɔ mɛ̀wog rì nɗem wu sɛɛghi sɛɛghi ɓisuu bɔgsɛ̀n ìnɛ ɓì rì rì yɔ̀ ɓi san ànɛ yɛ̀ɛ Kan. "
COL.3.23,"Nsoò cɛ kɛɛ̀ki ɓyaà kìkì, kìina ɓìɓan ɓìcèm rì nɗem win wucèm lɔŋ yɛ̀ɛ ɓi kìki ɓyɔ ɓisuu Kan, àa ɓisuu ɓum, "
COL.3.24,"ɓì ki yi lɛ, ɓyom ɓi syeesyee ɓi ɓi ri ɓì nyamɛn, ɓì ɓiì teri ɓyɔ yɛ̀ɛ Kan ɓisuu mɛlèɓ min. Kiris ànɛ à rì Kan innɛ ɓi kìki kisay. "
COL.3.25,"Lɛ ŋwaànɛ a kìki ɓiɓan ɓi ɓeɓtɛn à ɓiì terì mɛ̀lèɓ mɛ mɛ ghɛɛ̀sɛɛ rì kìɓeɓtàg kii ki rikì, lɛ Bɛ̀ll à yin ɓiì làlanii ɓum."
COL.4.1,"Mìni ɓɛ̀masà ɓɛ ɓì rì rì ɓɛ̀kìì-ɓìsay, kìina ɓɔ ɓìɓan ɓi saaɗ yɛ̀ɛ ki ghɛɛ̀sɛɛ, ɓì yitì lɛ mìnii ri girig rì masà aɗyòò."
COL.4.2,Sììrɛɛna ɓi bɔ̀ŋzɛ̀n; ɓì ɓa cem miì ɓi rìfafà ɗi Bɛ̀ll ɓìtògsɛ̀n. 
COL.4.3,"Ɓì ɓɔ̀ŋzàg girig Bɛ̀ll ɓisu wis lɛ a nɛm̀ ɓìsi bee inɛ ti lamɓɛn jɛ̀ɛ̀ yìì, di fɔɔnnɛ mɛ̀ɛ nghagsi ɓum dwìɗ inɛ ì seesee Kiris, lɛ kiɓan kiǹ kɛɛ̀ki ǹɗì miì nkàgakɛn bɛn. "
COL.4.4,Ɓì ɓɔ̀ŋzàg girig lɛ nkakali kìɓan kiǹ lɛ tɛntɛ̀ɛ̀n lèg ànɛ ki ghɛɛ̀sɛɛ lɛ nkpaà.
COL.4.5,"Ɓaanà rì ɗyomzɛ̀n ɓi rìghɛghɛ̀ɓ ɗin ɗi rì ɓumɓɛ ɓɛ yin ɓɛ̀kìristɛ̀n, kɛ̀ ɓi yogsi cààmɛ̀n ki ɓì rì rì kɔ. "
COL.4.6,"Ɓìtòkì ɓin ɓi ghɛɛ̀sɛɛ kì ɓalaagh ɓitòkì ɓi geesɛ̀n, ɓi yɛyɛ̀y yɛ̀ɛ kìkòn; fɔɔnnɛ ɓì ɓiì yiì lannɛ ɓì ghɛ̀ɛ̀sɛɛ lɛ ɓì ɓàg mum ǹcèm ànɛ ɓi ɓɔ, di à tɔɔgh mìni kìɓan."
COL.4.7,"Ɓi kìɓan ki ki seesee rìɓa ɗyɛ̀m, Tisig à geni wɛ̀m à nɗem, ànɛ à rì ǹkìì-kìsay a Kan à ǹtyweeyi, ànɛ ti kìki kisay ki Kan ɗì nyi nɗaŋ, à rì mìni ɓiì kalii ɓiɓan ɓìcèm. "
COL.4.8,"Nɗomiì mìni nyi rì azi lɛ, ɓi yi rìɓa ɗis, à ki fɔɔsi mini mɛ̀rem. "
