livre.chapitre.verset,Bafia
PHM.1.11,"Nnyɛɛ ǹɗìlàg wɔ̀ kɛ̀ɛ̀ gɛɓsɛ̀n abɛ̀y; wɔ̀lɛ ɓigomìnɛ, à ti ɓìsi rì gɛɓsɛ̀n lɛ rì mɛ̀ rì wɔ̀. "
PHM.1.12,M̀pɛ̀ɛ̀zii yì wɔ̀ nyi kìromìì; nyii ri fɛlɛ yɛ̀ɛ kìkàɓ kɛm̀ ki nyoo kidɛŋ.
PHM.1.13,"Mɛ̀ m̀mɛɛ̀ ɓa ri zày ìnɛ lɛ nɗɔɓ fɛ rì nyi, lɛ a ghɛɛ̀ghɛ̀ɓsì mɛ̀ ɓi sìg wɔ̀ɔ̀ cààmɛ̀n ki ǹkaka rì bɛn ɓisuu Syeesyee à Ɓɔlɛ. "
PHM.1.14,"Wɔ̀lɛ mɛ̀ ǹkɔ̀ni ɓi lɛ nki fɔlɔɔ di ǹka wog ɓi fèg wɔ̀ɔ̀, lɛ kìrɔɔ ki ù rì lɛ ù kì mɛ̀ kɛ̀ kɛɛ̀ ɓa yɛ̀ɛ ù kìi kɔ ɓi kàŋbɛn, kɛɛ ɓa kìɓan ki wɛ̀ɛmiɗ ù ɓekii rì syeesyee wɔ̀ɔ̀ a ǹɗem. "
PHM.1.15,"Ɓaà yi ɓi Onezim àa nɗì lɛ à ghasɛ̀n ɗì wɔ̀ ɓi maa cààmɛ̀n lɛ di a sugtiì wɔ̀ ɓi ɓyàg rìsugtìì ɗi isuùcèm, "
PHM.1.16,"kɛ̀ɛ ɓa ti ǹkpàn, kìɓan kifog rìɓa ɗii ɗi cee ɗi ǹkpàn a zɛy, à ɓa maaseŋi wìs a ǹɗem; i à ki ti maaseŋi wɛ̀m à ǹɗem, à rì ɓiì ɓaà girig aŋkɔ̀ɔ̀ à cee fɔlɔɔ, lɛ rì ɓi bee inɛ ɓi mɛ̀mùù rì ɓi ìnɛ ɓi rìgeni ɗi ɓi Kan ɓiɗùm. "
PHM.1.17,"I ki ri lɛ, u seesee mɛ lɛ roŋkàŋ, ghàɓa nyi yɛ̀ɛ ù rì lɛ ù ghàɓ mɛ̀. "
PHM.1.18,"I à sɛ̀rìghà kìɓan kidɛŋ rì wɔ̀ nsoò lɛ à rì wɔ̀ rì pon, foŋa ɓi nɗem lɛ ntɛ̀g wu miì wu seesee mɛ̀. "
PHM.1.19,"Mɛ̀ Pol yɛɛ kaniì kìɓan kiǹ rì càg kɛm̀ lɛ, ǹɗì wɔ̀ ɓyɔ ɓiì lèɓi; yɛ̀ɛ kɛ̀ɛ n-yiti wɔ lɛ ù rì mɛ̀ rì pon, pon anɛ̀n yɛɛ ri lɛ cɛɓ kɔɔ kɔmiɗ. "
PHM.1.20,"Ɛ̀ɛ̀ geni wɛ̀m, kìya mɛ̀ kìsay kiǹ ɓi nkɔ̀nɛ̀n à Kan, fɔɔsi mɛ̀ ǹɗem ɓi Kiris ɓiɗùm."
PHM.1.21,"Yɛ̀ɛ ǹɗì rì ǹtyweeyi lɛ ù ɓiì kìi com ki ǹtɔɔgh, fɔɔnnɛ ǹkàniì wɔ̀; ǹki yii lɛ ù ɓiì kìi com ki ǹkpaa, ù ceesàg."
PHM.1.22,Ǹkpaatii wɔ̀ lɛ u pegsɛn mɛ̀ kìden ki naa ɓisuulɛ ǹɗì rì dyàɓɛn lɛ bɔ̀ŋzɛ̀n yin yi ri ɓiì kìi lɛ ɓɛɛ pɛɛ̀ziì mɛ̀ a lɔ̀ŋkin.
PHM.1.23,"Epafiras ànɛ à rì reŋkàŋ wɛ̀m ànɛ tì rì ɓi naà-zày rì nyi, ɓisuu Yeesus Kiris "
PHM.1.24,"à tɔkii yì wɔ̀, Marikus rì Aristarikɛ rì Demas, rì Lukas ɓɛ ɓɛ ri ɓɛ̀reŋkàŋ ɓɛm ɓɛ kisay ɓɛ togsaagh yì girig wɔ̀."
PHM.1.25,Geesɛ̀n ì Kan Yeesus Kiris yɛ̀ɛ ɓa rì mìni.
