livre.chapitre.verset,Bafia
TIT.1.11,"ɓɛ ghɛɛ̀sɛɛ kì sìmi ɓumɓɛ̀n myɔm. Ɓɛɛ̀ ɓùuɓuùsì ɓɛ̀bimiɗ ɓɛ naa yi ɓum, ɓɛ rerèsì yɔ ɓìɓan ɓi ɓi ghɛɛ̀sɛɛ ɓi, lɛ ɓɛɛ fɔnfɔn mɔ̀ɔ̀ni mɛ ntoòrìɗ. "
TIT.1.12,"Kìbog ki ɓi ɓɔ ki ki ri ǹkpaŋzì-ɓìɓan waà, ki kpaaghà lɛ: Mìni ɓumɓɛ a Kirɛt, ɓi ɓalag lɔŋ ɓɛ̀pwààpwaà cààmɛ̀n kìcèm, ɓì nyɛngì yɛ̀ɛ nyàm yi ɓi cog, ɓì ki ɓa ɓɛ̀ɓɔɓwɛɗ ɓɛ ɓɛɛ̀ fèfeg lɔŋ lɛ ɓìɗilàg. "
TIT.1.13,"Jɛ̀ɛ̀ ìnɛ à kpaaghà ìnɛn ì rì miì, kìɓan kiǹ kɛɛ̀ki ù ghɛ̀ɛ̀sɛɛ ɓɔ kì fwààdaagh ù nyɛzì jɛ̀ɛ̀, di fɔɔnnɛ ɓɛɛ ɓa rì syeesyee à rìgherɛ̀n, "
TIT.1.14,"ɓɛ̀ kɛɛ̀ ki ɓa lɛ ɓɛ falɛ̀n ɓi mɛ̀kànkàn mɛ Ɓɛ̀yudɛ̀n, rì ɓi ɓìdɔ̀gsɛna ɓi ɓumɓɛ ɓɛ lɔghii jɛ̀m rì saaɗ. "
TIT.1.15,"Com kìcèm ki ri kì tɛnɛn ɓisuu ɓumɓɛ ɓɛ ri ɓɛ̀tɛnɛn, wɔ̀lɛ com kidɛŋ ki yin ki tɛnɛn ɓisuu ɓumɓɛ ɓɛ ri lɛ tɔɔtɔɓki, ɓɛ̀ kɛɛ̀ ɓa ɓɛgherɛ̀n, ɓisuulɛ ɗyomzɛ̀n rì nɗem waa, ɓi ri lɛ tɔɔtɔɓki. "
TIT.1.16,"Ɓɛ ti ɓɛ kpaaghì lɛ ɓɔɔ yii Bɛ̀ll, kìɓan kifog ɓɛ roòròòzɛ̀n nyi ɓi mɛ̀kìkìì maa, ɓum ɓɛ ɓeèzɛɛ rìɓa ɗyaa ɗiǹ, ɓɛ ri rì ǹtoòtèɗ, ɓɛ̀ kɛɛ̀ ki ɓa ɓumɓɛ ɓɛ ri lɛ ɓɛ ki syeesyee à kìɓan nsoò bog."
TIT.2.1,"Ɓi san wɔ̀ɔ̀, rèresi ɓum ɓìɓan ɓi ɓi ri lɔŋ yɛ̀ɛ syeesyee à dɔgtɛ̀n a kpaakpàà."
TIT.2.2,"Ù kpaa ɓìtùg ɓi ɓum lɛ ɓyɛ̀ kɛɛ̀ nɔnɔ mɛrɔ̀g lɛɛ̀gwey, ɓɛ ghɛɛ̀sɛɛ kìɓaà rì rìmum, rì ɗyomzɛ̀n, ɓɛ ki ɓa ri ìtèɗ ɓi rìgherɛ̀n, rì ɓi nkɔ̀nɛ̀n, rì ɓi rìɓìɓ ɗi nɗem."
TIT.2.3,"Ù kpaa ɓɛ̀sɛ̀ɛ̀mɛn ɓɛ ɓɛ̀yiɓ lɛ ɓɛ ghɛɛ̀sɛɛ girig kì ɓaà rì cɛɓ ki ɓum ɓɛ ri lɛ ɓɛ ghɛn lɛ ki ri cɛɓ ki ɓɛgherɛ̀n, ɓɛ̀ kɛɛ̀ ɓa ri mɛ̀wɔ̀wɔrì, ɓɛ̀ kɛɛ̀ ɓa ɓɛkpàn ɓɛ mɛrɔ̀g, ɓɛ ghɛɛ̀sɛɛ kìfafaa ɓɛsyeesyee ɓɛ deɓ, "
TIT.2.4,"lɛ di ɓɛɛ resag ɓɛ̀yiɓ ɓɛ ɓwɛ̀ɗ yɛ̀ɛ ɓɛɛ keèsi lɛ rì ɓɛ̀yii ɓaa, rì ɓɔn ɓaa, "
TIT.2.5,"ɓɛ ɓa rì ɗyomzɛ̀n, ɓɛ ɓeŋɗɛ̀n ɗì ndèŋì wu ɓidan, ɓɛ ɓa ɓɛ̀yiɓ ɓɛ ɓɛ foŋi ǹɗem rì gìlɛ̀n ìnɛ ɓi naa lɛ syeesyee, ɓɛ rɔɔtàg mɛ̀rem ɓɛ wog ɓɛ̀yii ɓaa, fɔɔnnɛ ɓum ɓaa fen ɓi jɛ̀ɛ̀ ì Bɛ̀ll."
TIT.2.6,Rereɓ girig ɓɛ̀dɛlì lɛ ɓɛɛ ɓa rì ɗyomzɛ̀n ɓi ɓìɓan ɓìcèm. 
TIT.2.7,"Wɛ̀ɛmiɗ ù ɓa kìfèèghrɛnà ɓi rìkì ɗi ɓiɓan ɓi syeesyee, ù rèèrèsàg ɓum dɔgtɛ̀n inɛ ì rì ǹtɛnɛn, ɗì rìmum. "
TIT.2.8,"Ɓìtòkì ɓyɔɔ ɓyɛɛ ɓa lɛ sɛɛghi sɛɛghi, kɛ̀ɛ̀ com ki ɓɛ fen miì, lɛ di ɓɛ̀bènàbena ɓis ɓɛɛ wog ǹtoòrìɗ, ɓɛ rɔɓ kɛ̀ɛ̀ kìɓan ki ɓeɓtɛn ki ɓɛ fen a lɔ̀ŋkis."
TIT.2.9,"Ù kpaa ɓɛ̀kpàn lɛ ɓɛɛ wog ɓɛ̀masà ɓaa ɓi ɓìɓan ɓìcèm, ɓɛ puùpùɓsi ɓɔ mɛ̀rem, ɓɛ̀ kɛɛ̀ tùùzi kiɓan ki ɓɛ̀masà ɓaa ɓɛ kpaa, "
TIT.2.10,"ɓɛ̀ kɛɛ̀ fyaasi com, wɔ̀lɛ ɓɛ ghɛɛ̀sɛɛ kì rèsii ɓyààmɛ̀n ɓìcèm lɛ ɓɛ ri ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ kì tyweeyii lɛ kɔɔ̀kɔɔ̀, fɔlɔɔ nnɛ ɓi ɓìɓan ɓìcèm ɓɛ ɓiì kìi lɛ ɓum ɓɛɛ nyaàsi dɔgtɛ̀n ì Bɛ̀ll ànɛ à rì ǹghɛɓsì wìs."
TIT.2.11,"Ɓisuulɛ geesɛ̀n ì Bɛ̀ll ìnɛ ì rì ǹsim à cɛɓ ɓisuu ɓum ɓɛ̀cèm, ì mɛ rèsɛ̀n, "
TIT.2.12,"geesɛ̀n yìì inɛ̀n yɛ̀ɛ rèresi ɓisi lɛ ti roòzɛn cɛɓ ki kɛ̀ɛ̀ rìgherɛ̀n rì ɓìɓeɓtàg ɓi ɓiɓan ɓi ɓyɛɛ̀ kɔ̀ngi ɓum ɓi ziinɛ, tì ghɛɓ ɓi ziinɛ rì ɗyomzɛ̀n, tì ɓa lɛ saaɗ tì ki falɛn ɓi rìgherɛ̀n, "
TIT.2.13,"cààmɛ̀n ki ti ka ɓoŋɓoŋ coo ŋwos a kìnyàà ànɛ à rì dyàɓɛn yis, tì ki ɓoŋɓoŋ ti rìkem ɗi Bɛ̀ll wìs anɛ à teŋmɛɛ, rì ǹghɛɓsì wìs Yeesus Kiris, "
TIT.2.14,"ànɛ à falɛ̀ngà nyimiɗ ɓisu wis lɛ a pwaŋ̀ yì ɓìsi ɓi kìɓe mɛkuu mɛ̀cèm, à kì lɛ ti ɓa kìlɔ̀ŋ kitɛnɛn ki kɛɛ woòghrɛn ɗì nyi; ki falɛ̀n ɓi rìkìkì ɗi ɓiɓan ɓi syeesyee."
TIT.2.15,"Ɓìɓan ɓi ù ghɛ̀ɛ̀sɛɛ kì kakalii ɓum ɓyɛɛ̀ ɓìn lɔɔ, ù tèètèèsì ɓɔ nyoo, ù ki fwààdag ɓɔ ɗì ìtèɗ wu rilàmì wùcèm wu ù rì rì wɔ. Kɔ̀ɔ gherɛn lɛ mum a sɛɛ̀ti wɔ̀."
TIT.3.1,"Yiti ɓɔ lɛ ɓɛɛ ki ɓɛ̀làmì kìlɔ̀ŋ, rì ɓɛ̀gɔmìnà mɛ̀wog; ɓɛ ghɛɛ̀sɛɛ kì kìi com ki ɓɛ̀roɓɛ̀n ɓɛ tɔɔgh ɓɔ lɛ ɓɛɛ ki, ɓɛ ki fɛmɓɛn ɓi rìkì ɗi kiɓan kicèm ki ki ri lɛ syeesyee. "
TIT.3.2,"Ɓɛ̀ kɛɛ̀ wɛ̀ɗ mum, ɓɛ ghɛɛ̀sɛɛ kì ɓaà ɓum ɓɛ fyòoog, ɓɛ ɓa rì syeesyee à nɗem, ɓɛ ghɛɓ lɔŋ lɛ fyòoog rì ɓum ɓɛ̀cèm. "
TIT.3.3,"Ɓisuulɛ ɓìsi girig tì ɓaghà abɛ̀y kɛ̀ɛ̀ ɗyomzɛ̀n, ɓìsi rì ntoòtèɗ, ɓìsi ɓi rìɗim; tì ɓaghà ɓɛ̀kpàn ɓɛ ɓiɓan mɛkuu mɛ̀kuu, ɓi mɛ̀rem mɛɛ̀ kɔ̀ngì rì ɓi ɓyɛɛ̀ yɛ̀ɛ̀yi mɛmùù, tì ghɛghɛ̀ɓ ɓi rìgɛn rì ɓi m̀mììghrɛ̀n, tì ɓeɓèɓ ɓum, tì ki ɓèeɓeèzɛ̀n ɓìsi rì ɓìsi. "
TIT.3.4,"Kìɓan kifog yɛ̀ɛ kìrɔɔ-nɗem à Bɛ̀ll ànɛ à rì ǹghɛɓsì wìs, rì ǹkɔ̀nɛ̀n ànɛ à rì rì nyi ɓisuu ɓum, ɓi resɛ̀ngà, "
TIT.3.5,"nni à ghɛɓsìghà ɓìsi, àa ɓisuu ɓìɓan ɓi saaɗ, ɓi tì kìkìghà, lɔŋ à ghɛɓsìghà ɓìsi lɛ nɗem wu nyìinyìg wu à rì rì wɔ, rì ɗùùɗùù ɗi ɗi ti ɗi kilàg lɛ mum a ɓiìti kìyalɛɛ, rì rìkì ɗi Kìtɛntɛ̀ɛ̀n ki Nghay kɛɛ̀ kìlag lɛ mum a ghay nyɔɔnyɔn à mum. "
TIT.3.6,"Bɛ̀ll à romgày Kìtɛntɛ̀ɛ̀n ki Nghay kìn ɓi ɓìsi lɛɛ̀gwey ɓi gòò ì Yeesus Kiris à ǹghɛɓsì wìs, "
TIT.3.7,"lɛ di ti ɓa rì gàɓ ɓi dyàɓɛn i cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀, yɛ̀ɛ geesɛ̀n yìì i mɛ kì lɛ ti ɓa lɛ saaɗ ɓi mis miì."
TIT.3.8,"Jɛ̀ɛ̀ ìnɛ ì rì kɔɔ̀kɔɔ̀ à jɛ̀ɛ̀, fɔɔnnɛ nkɔ̀ngi lɛ u siìrɛn ɓi rìkpaakpàà ɗi yɔ̀ di fɔɔnnɛ ɓumɓɛ ɓɛ gherɛ̀ngà Bɛ̀ll ɓɛɛ teèsi nyoo lɛɛ̀gwey, ɗì rìkìkì ɗi ɓiɓan ɓi syeesyee kìɓan kiǹ kɛɛ rɔɔtɛɛ ki ki ɓa ri gɛɓsɛ̀n ɓisuu ɓum. "
TIT.3.9,"Kìɓan kifog, lɛgha nyoey yi kɛ̀ɛ̀-su ɗì rìɓààɓààsì ɗi boo, rì ɓɛsaaka, rì rìkààkàdàg ɓi kìɓan ki ɓidɔ̀gsɛna, ɓìɓan ɓiǹ ɓìcèm ɓi ghɛɓsii ɓi, ɓyɛ̀ kɛɛ̀ ki ɓa com. "
TIT.3.10,"I ŋwaàdɛŋ à yùu rì kìɓùùsì ki lɛ gasɛ̀n yɛ̀ɛ kpi ɓi nyìinyìm à ɓɛ̀gherɛ̀n, rɔ̀gsɛn nyi gɛ̀n yiɓɛɛ̀, ajɛ̀m ìnɛn, foŋa nyi ɓi nwɔŋì. "
TIT.3.11,"Ù yii lɛ rìkuu ɗi mum ɗi fɔlɔɔ ɗi ri ɓi kìɓeɓtàg ki bee, ɗi kikì kìɓe, di ɗyɛɛ̀ faafàlɛ̀n ɗyɔmiɗ zɔɔ."
TIT.3.12,"Yɛ̀ɛ ǹɗi rom yi wɔ̀ Aritemas nsoò lɛ Tisig, ù fyaŋzìì mɛ̀ kìyùu ki tanɛɛ a Nikopolis lɛ wɔɔ nnɛ mɛ̀ɛ nkpaa lɛ ǹɗì ɓiì ghagsii bùmà. "
TIT.3.13,"Pègsɛn ɓìɓan ɓi ɓi rìkɛ̀ɛ̀ ɗi Zenas ànɛ à rì coo ǹɗèsàg-ɓìdɔ̀gsɛna, rì Apolos ɓi lèg ànɛ lɛ com kidɛŋ kɛ̀ kɛɛ̀ kaarɛn ɓɔ. "
TIT.3.14,"Ki ghɛɛ̀sɛɛ lɛ ɓumɓɛ ɓi nɗaŋ wis ɓɛɛ yilɛn rì rìkìkì ɗi ɓiɓan ɓi syeesyee lɛ kɔɔ̀kɔɔ̀, fɔɔnnɛ ɓɛ ri ɓiì kìkii ɓɛ̀gɛni-ɓiɓan ɓɛ ɓɛ ghɛɛ̀sɛɛ kì kìlɛɛ lɛ fyɛ̀ɗ yɛ̀ɛ ɓɛ̀ kɛɛ̀ rɔ̀ɓ kɛ̀ɛ̀ ɓìɗùn."
TIT.3.15,Ɓum ɓɛ̀cèm ɓɛ ɓɛ ri fɛ rì mɛ̀ ɓɛ togsaagh yì wɔ̀. Wɔ̀ɔ̀ tògsi ɓum ɓɛ̀cèm ɓɛ ɓɛ ti ɓɛ keesàg ɓìsi ɓi rìgherɛ̀n. Geesɛ̀n ì Bɛ̀ll yɛ̀ɛ ɓa rì mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm.
