livre.chapitre.verset,Bafia
REV.1.11,"jɛ̀ɛ̀ ì kpaakpààghà lɛ: Kàna com ki ù ghɛɛ ɓi bimiɗ à kaàtà, u rom̀ kaàtà ànɛ̀n a Ɓìseŋi ɓi kitaàɓɛ̀ɛ̀ ɓi a Efɛɛzɛ, rì a Simirinɛ, rì a Pɛrigam, rì a Tyatiir rì a Saridɛ, rì a Filadɛlfii, rì a Lawodise."
REV.1.12,"Fɔɔnnɛ ǹlɔ̀ɔ̀ghrɛ̀ngà, ǹghɛn ŋwaànɛ à tòtòkà ànɛn rì mɛ̀. Yɛ̀ɛ ǹlɔ̀ɔ̀ghrɛ̀ngà nni ǹghɛngà ɓyom ɓi ɓɛɛ̀ rɛsag lamɓà miì taàɓɛ̀ɛ̀, ɓì kìyɛn ɗi gol. "
REV.1.13,"Wɔ̀lɛ ɓi nyìinyìm à ɓyom ɓìn, rìkuu ɗi com ɗi ɓaghà lɔŋ yɛ̀ɛ mum. À ɓaghà rì coo jɔmpàs, nyi tì ǹwaatɛn kànɗa à gol ɓi dwey. "
REV.1.14,"Ǹto wii rì tyòŋ tii, ɓi ɓaghà ɓìpuɓ yɛ̀ɛ nyùŋ yi jɔ̀ɔ̀ ìmpuɓ, nsoò lɛ yɛ̀ɛ kìkwìɗ ki ki nɔɔ ɓi dɛ̀ɓ. Mis mɛ ɓaghà yɛ̀ɛ ǹɗòò wu ɗuu, "
REV.1.15,"mɛ̀kòò mii lɔŋ yɛ̀ɛ rìkuu ɗi swiɗ ɗiɗɛŋ ɗi ɓɛ ɓaŋzii ɓi ɗuu ɗi ghɛ̀g-ghɛ̀g, jɛ̀ɛ̀ yìì i wɔ̀ɔ̀wɔ̀ɔ̀ yɛ̀ɛ coo boɓ ì rìɓày. "
REV.1.16,"À ɓanɓàngà tyɔɛy taàɓɛ̀ɛ̀ ɓi càg kii ki weèlem, fɔɔnnɛ gàfàg ìnɛ ì ɓaghà ǹghɛliyɛn ɓɛɓɛg ɓɛ̀cèm, ì kpaŋkpàŋgày nyi ɓi ŋwɔm, ìsu wii wu ɓa yɛ̀ɛ ŋwos a ɓalàg, cààmɛ̀n ki a lònlom ri ìtèɗ."
REV.1.17,"Yɛ̀ɛ ǹghɛngà nyi, nni ǹkpìghà nyi a mɛ̀kòò yɛ̀ɛ kìloŋ. À saghìghà mɛ̀ càg kii ki weèlem ɓi nyoo, à kpaa lɛ: Kɔ̀ɔ risi! "
REV.1.18,"Mɛ̀ yɛɛ ri ŋwaà ǹtonto, mɛ̀ tì ŋwaà siitòn, roànɛ à rì cem. Ǹwughà, kìɓan kifog ǹɗì cem fiɗyàɓ fikɔ̀ɔ̀. Ǹwowotii tìɗìɓà ti riwù rì ti a tɛ̀ɛ̀. "
REV.1.19,"Nni kàna min com ki wàa ghɛɛ, com ki ki ri, rì ki ki ri ɓiì kìlɛɛ ajɛ̀m ìnɛn. "
REV.1.20,"Ɓi ɓɛg ànɛ a ɓɛ̀azi ɓɛ a rìnyam ɓɛ ɓi tyɔɛy ti kitaàɓɛ̀ɛ̀ ti wàa ghɛɛ mɛ̀ rì tyɔ ɓi càg ki weèlem, rì ɓìrɛsì ɓi lamɓà ɓi gol taàɓɛ̀ɛ̀, tyɔɛy ti kitaàɓɛ̀ɛ̀ ti ri ɓum ɓɛ titom ɓɛ Ɓiseŋi ɓi kitaàɓɛ̀ɛ̀, ɓìrɛsì ɓi lamɓà ɓi kitaàɓɛ̀ɛ̀ ɓyɔɔ ri Ɓìseŋi ɓi kitaàɓɛ̀ɛ̀ ɓincèm. "
REV.2.1,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki Kiris ki a Efɛɛzɛ lɛ: Roànɛ à wowotii tyɔɛy ti kitaàɓɛ̀ɛ̀ ɓi weèlem wìì, roànɛ a kɛ̀ɛ̀kɛɛ ɓi nyìinyìm à ɓìrɛsì ɓi lamɓà ɓi gol taàɓɛ̀ɛ̀ a kalag fɛlɛ̀:"
REV.2.2,"Ǹ-yii mɛ̀kìkìì mɔɔ, ǹ-yii kìsay kɔɔ rì kìsììrì kɔɔ. Ǹ-yii lɛ ù yin lɛ ù cenɛ̀n ɓìɓeɓtàg ɓi ɓum, wɔ̀ɔ nfèèghrɛ̀ ɓumɓɛ ɓɛ nkpaakpaa lɛ ɓɔɔ ri ɓɛ̀kɛ̀nì-fìtom, kɔm̀ lɛ ɓɛ yin ɓɛkɛ̀nì-fìtom, fɔɔnnɛ wɔ̀ɔ nghɛɛ lɛ ɓɛ ri ɓɛ̀pwààpwaà. "
REV.2.3,"Ù rì rì kìsììrì, wɔ̀ɔ ǹwoogh mɛ̀tɔɓ ɓisuu ɗii ɗyɛ̀m, kɔ̀ɔ ki càrɛn. "
REV.2.4,Wɔ̀lɛ kìɓan ki ǹɗì wɔ̀ rì kɔ ki ri lɛ wɔ̀ɔ ncàri ǹkɔ̀nɛ̀n ànɛ ù ɓaghà rì nyi ǹtonto. 
REV.2.5,"Yiti min jàŋ inɛ wɔ̀ɔ nkpìi, u lɔgti rìkì, ù tumɛn rìkìkì ɗi ɓiɓan ɓi ù kìkìghà ǹtonto, kɛ̀ɛ̀ fɔlɔɔ di ǹɗì ɓiì yùu a lɔ̀ŋkɔɔ, m̀pisì kìrɛsì ki lamɓà wɔ̀ɔ̀ jàŋ inɛ ki ri, di ù ɓèni kìcenɗɛɛ. "
REV.2.6,"Nsoò fɔlɔɔ kìɓan ki syeesyee ki ù rì rì kɔ ki ri lɛ, ù ɓèèzɛɛ mɛ̀kìkìì mɛ Nikolayit mɛ mɛ ti mɛ ɓeɓkì girig mɛ̀."
REV.2.7,"Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali Ɓiseŋi ɓi Kiris, ŋwaànɛ à rì ɓiì yagsaagh innɛ ǹɗì ɓiì faà kìɗùn ki kite ki cɛɓ ki ki ri ɓi pàràɗis à Bɛ̀ll."
REV.2.8,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki a Simirinɛ lɛ: Mum ànɛ à rì lɛ nyi ŋwaà ǹtonto, nyi ŋwaà siitòn, mum ànɛ à wughà à ki ghèmɓɛn, a kpaaghi fɛlɛ:"
REV.2.9,"Ǹ-yii ǹtɔɓ wu ɓɛɛ̀ kìki wɔ, rì kìsowà kɔɔ, kɔm̀ lɛ ù rì rì ìkum; ǹ-yii lɛ ɓumɓɛ ɓɛɛ̀ reereŋɗɛ̀n lɛ ɓɛ ri Ɓɛ̀yudɛ̀n ɓɛ̀ kɛɛ̀ ki ɓa Ɓɛ̀yudɛ̀n, ɓɛɛ yooyogsì wɔ̀ ɗii; ɓɛ ri lɔŋ ntaŋzɛn wu Satàn. "
REV.2.10,"Kɔ̀ɔ risi ntɔɓ wu ù rì ɓiì tulɛɛ ri wɔ. Ghɛna lɛ Satàn a rì ɓiì pìigh kigwey ki ɓi mìni ɓi naà-zày lɛ a feèghrɛn mìni, fɔɔnnɛ ɓì rì ɓiì tulɛɛ ri ǹ-yeesɛ̀n ànɛ à rì ɓiì finɛɛ mɛru ǹtɛ̀ɗ. Sììrɛn ɓi rìgherɛ̀n à kpaŋ a rìwu, fɔɔnnɛ ǹɗì wɔ̀ ɓiì faà tàm à cɛɓ."
REV.2.11,"Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Nghay a kakali ɓiseŋi ɓi Kiris, ŋwaànɛ à rì ɓiì yagsaagh innɛ rìwu ɗi kiɓɛ̀ɛ̀ ɗyaa kòm ɓi."
REV.2.12,"Kàna ŋwaà-fìtom anɛ ɓi kìseŋi ki a Pɛrigam lɛ, fɛlɛ nnɛ roànɛ à rì rì gàfàg ìnɛ ì rì ǹto lɛ pyɔŋpyɔŋ, yɔ̀ mpooyɛn ɓɛɓɛg ɓɛ̀cèm a kalàg: "
REV.2.13,"Ǹ-yii jàŋ inɛ ù kɔ̀kɔrii, jàŋ inɛ̀n yɛɛ̀ nnɛ ìkɔ̀ɔ̀ wu Satàn wu rilàmì wu ri, kìɓan kifog ù rì lɔŋ ǹsììrɛn ɓi ɗii ɗyɛ̀m, ù roòzɛ̀ngà ɓi ntyweeyi wu ù rì rì wɔ a lɔ̀ŋkɛm̀, nsoò ɓi mɛ̀ru mɛ ɓɛ wolà wusìnɛ̀ɗ wɛ̀m à ǹtyweeyi ànɛ lɛ Antipas a lɔ̀ŋkin jàŋ inɛ Satàn a kɔ̀kɔrii. "
REV.2.14,"Nsoò fɔlɔɔ, ǹɗì rì ɓìɓan ɓidɛŋ ɓi ɓi ɓeɓi mɛ̀ rì wɔ̀; ù rì foo ri ɓum ɓɛdɛŋ ɓɛ ɓɛɛ̀ nɔ̀ɔnɔɔ̀tì dɔgtɛ̀n ì Balam; Balam àa nɗèsàg Balag lɛ a ki com ki lɛ ɓɔn ɓɛ Isirayɛl ɓɛɛ kɛɓtɛn fìɓàg lɛ ɓɛ ɗii ɓyɛn ɓi nyàm yi ɓɛ funɛɛ ɓi rìɓɔgsì ɗi ɓinùn, ɓɛ ki ɗiŋi ɓi rìkìkì ɗi tisɔ̀mɔ̀g. "
REV.2.15,Fɔɔnnɛ ù rì girig foo ri ɓumɓɛ ɓɛ siìrɛɛ ɓi dɔgtɛ̀n ì Nikolayit. 
REV.2.16,"Lɔ̀ɔ̀ghrɛn min nɗem, kɛ̀ɛ̀ fɔlɔɔ di nkpaŋkpaŋ wɔ a nyoo lɛ fyɛ̀ɗ, ǹki ɗùùzi ɓumɓɛ̀n wɛ̀y ri gàfàg ìnɛ ì rì mɛ̀ ɓi ŋwɔm."
REV.2.17,"Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali ɓiseŋi ɓi Kiris. Ŋwaànɛ à ɓiì yagsaagh ǹfa nyi manà mɛ mɛ ri mɛ̀ nyamɛn, rì gɔ̀g ìmpuɓ; gɔ̀g ìnɛn ì rì rì ɗii ɗi nyɔn miì ɗìkànɛn ɗi ŋwaàdɛŋ à yii ɓi, i ki cee ɓi lɛ ŋwaànɛ ɓɛ faa gɔ̀g ìnɛn."
REV.2.18,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki à Tyatiir lɛ: Fɛlɛ nnɛ Man à Bɛ̀ll ànɛ mis mɛ ri yɛ̀ɛ ǹɗòò wu ɗuu, mɛ̀kòò yɛ̀ɛ rìkuu ɗi swiɗ ɗiɗɛŋ, a kalàg:"
REV.2.19,"Ǹ-yii mɛ̀kìkìì mɔɔ, rì ǹkɔ̀nɛ̀n wɔ̀ɔ̀, ɗì rìgherɛ̀n ɗyɔɔ, rì càg kɔɔ ki kisay, rì kìsììrì kɔɔ, rì mɛ̀kìkìì mɔɔ mɛ siitòn mɛ mɛ teghɛɛ mɛ cee mɛ ǹtonto. "
REV.2.20,"Kìɓan kifog kìɓan ki ki ɓeɓi mɛ̀ rì wɔ̀ ki ri lɛ, ù ti ù càɗkì giɓ anɛ lɛ Zyezaɓɛl ànɛ à ti à kalàg lɛ à rì ǹkpaŋzì-ɓìɓan lɛ a reresi, à ki syòŋsyoŋ ɓɛ̀kìì-ɓìsay ɓɛm lɛ ɓɛɛ ɗiŋi ɓi tìsɔ̀mɔ̀g ti kìkiyɛn, ɓɛ ki ɗiɗi ɓyɛn ɓi nyàm ìnɛ ɓɛ funɛɛ ɓi rìɓɔgsì ɗi ɓinùn. "
REV.2.21,"Ǹfaghà nyi cààmɛ̀n ki lɛ a lɔɔghrɛn ǹɗem, kìɓan kifog à kɔ̀ni ɓi lɛ di àa lɔ̀ɔ̀ghrɛɛ nɗem lɛ a caɗ ɓìɓan ɓi tifin ɓi a kìkì. "
REV.2.22,"Ghɛna, ǹ-yùu nyi kì nɔ̀ŋzii ɓi ɓyom ɓilɔ̀ŋ lɛ a wog rìkɛŋ lɛɛ̀gwey kɛ̀ɛ̀ rìrɔ̀ɓ, lɛ rì nyi rì ɓumɓɛ à ti à kìlàg fìsɔ̀mɔ̀g rì ɓɔ; i ɓɛ lɔɔ̀ghrɛɛ nya mɛ̀rem ɓɛ caɗ mɛ̀kìkìì maa mɛǹ, fɔlɔɔ nnɛ ki lɔɔ̀sɛ̀n. "
REV.2.23,"Ǹɗì ɓiì cuusii ɓɔn ɓii, fɔlɔɔ nnɛ ɓìseŋi ɓìcèm ɓi ri ɓiì yiì lɛ mɛ̀ yɛɛ ri roànɛ à ti à sɔ̀gì mɛ̀yitì rì ɓìɓan ɓi ɓi ri ɓum ɓi mɛ̀rem ɓiɗùm, fɔɔnnɛ ǹɗì ɓiì lèɓi mum bimiɗ lɔŋ yɛ̀ɛ mɛ̀kìkìì mii mɛ ri. "
REV.2.24,"Wɔ̀lɛ ɓi ɓɛg ànɛ a lɔ̀ŋkin, rì ɓum ɓɛmbog ɓɛ̀cèm ɓɛ a Tyatiir ɓɛ ɓì nɔ̀ɔ̀tìghà ɓi dɔgtɛ̀n ìnɛ̀n, kɛ̀ ɓi ki tim lɛ ɓi yi com ki ɓɛ ti ɓɛ regì lɛ ɓìɓan ɓi Satàn ɓi rim, mɛ̀ ǹfoŋdii ɓi mini ǹtɛ̀g wudɛŋ. "
REV.2.25,"Kìɓan kifog, com ki ɓì rì rì kɔ kɛɛ̀ki ɓanina rì ìtèɗ, à kpaŋ yɛ̀ɛ ǹɗì ɓiì yùu."
REV.2.26,Ŋwaànɛ à ɓiì yagsaagh à ɓèŋ mɛ̀kìkìì mɛ mɛ ti mɛ kɔngì mɛ̀ à kpaŋ a rìsugtɛ̀n innɛ ǹɗì ɓiì faà ìtèɗ wu a lami ɓìlɔ̀ŋ. 
REV.2.27,"Fɔɔnnɛ à rì ɓyɔ ɓiì kɛ̀ɛkɛɛ̀sì rì ǹkpas wu bɔŋ fɛlɛ yɛ̀ɛ ɓɛɛ̀ weeyi bèè yi ɓɛ yeŋi rì fyòò, lɔŋ yɛ̀ɛ mɛ̀ɛmiɗ ǹtekà ìtèɗ wiǹ ɗì Seŋi wɛ̀m, "
REV.2.28,fɔɔnnɛ ǹɗì nyi ɓiì faà fyɛy fi fi ti fi lomgì sariwa. 
REV.2.29,"Mum ǹcèm ànɛ à rì rì mɛ̀reè, à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali Ɓiseŋì."
REV.3.1,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki a Saridɛ lɛ, fɛlɛ nnɛ roànɛ à rì rì mɛ̀ghay mɛ Bɛ̀ll mɛ kitaàɓɛ̀ɛ̀ rì tyɔɛy ti kitaàɓɛ̀ɛ̀ a kpaaghì: Mɛ̀ ǹ-yii mɛ̀kìkìì mɔɔ, u keŋkem lɛ ù rì cencem kɔm̀ lɛ ù rì kìloŋ. "
REV.3.2,"Kɔ̀ri ɗyomzɛ̀n ù ki sììrag righerɛ̀n ɗi gàɓ ì ɓum ìnɛ ù kaka rì yɔ̀, gàɓ ì ɓum ìnɛ̀n yɛ̀ɛ ti jàŋbog ɗì rìwu, ɓisuulɛ mɛ̀ɛ nghɛɛ lɛ mɛ̀kìkìì mɔɔ mɛ ɓiisɛɛ ɓi kirɔɔtɛɛ ɓi mis mɛ Bɛ̀ll. "
REV.3.3,"Yiti min ɓiɓan ɓi Bɛ̀ll ɓi ù tekà rì ɓi ù wokà, ɓèŋa ɓyɔ ù ki lɔ̀ɔ̀ghrɛn nɗem; i ù kɔ̀rii ɓi cem, di ǹɗì wɔ̀ ɓiì yùu ki sìri kɔ̀ɔ ki yi ŋwos anɛ ǹɗì ɓiì yùu. "
REV.3.4,"Kìɓan kifog, ù rì rì ɓum ɓɛdɛŋ a Saridɛ ɓɛ ɓɛ nsiŋɗɛɛ ɓi tifin ɓi ɓìlàà ɓyaa; ɓumɓɛ̀n ɓɛ ri ɓiì kɛ̀ɛ̀kɛɛ nɗaŋ ɗi mɛ̀, ɓisuulɛ ɓɛ ri ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ rì rìɓa ɗyɛ̀m."
REV.3.5,Fɔlɔɔ nnɛ ŋwaànɛ à ɓiì yagsaagh yɛɛ ri ɓiì waatɛɛ ɓilàà ɓi puɓ; màa tììsi ɓi ɗii ɗii ɓi kaàtà à cɛɓ. Ǹɗì lɔŋ ɓiì gherɛɛ lɛ à rì mum wɛm̀ ɓi mis mɛ Seŋi wɛ̀m rì mɛ ɓum ɓɛ titom.
REV.3.6,Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali Ɓiseŋì.
REV.3.7,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki a Filadɛlfii lɛ: Roànɛ à rì lɛ nyi ǹtɛnɛn, nyi lɛ saaɗ, ànɛ à ki ɓanɓani fìɗìɓà fi Davit, nyi yɛɛ ri lɛ, i à ŋwàri, ŋwaàdɛŋ à yin lɛ à sìm, i à ki sìmi, ŋwaàdɛŋ kɛ̀ɛ ŋwàɗ, a kpaaghi lɛ: "
REV.3.8,"Ǹ-yii mɛ̀kìkìì mɔɔ. Ghɛna, mɛ̀ yɛɛ foŋi ìsuunaa wu wu ri kìkpaŋ asu wɔɔ, wɛɛ̀wu ŋwaàdɛŋ à yin lɛ à sìm ɓisuulɛ ù ɓiisɛɛ ɓi ki ɓaà rì ìtèɗ, kɔm̀ lɛ ù ɓègà jɛ̀ɛ̀ yɛ̀m kɔ̀ɔ ki roòzɛn mɛ. "
REV.3.9,"Ghɛna mɓiì faà wɔ̀ ɓumɓɛ ɓi nɗaŋ wu Satàn ɓɛ ɓɛɛ̀ pwààpwàà, ɓɛ reèghrèŋɗɛ̀n lɛ ɓɛ ri Ɓɛ̀yudɛ̀n, ɓɛ̀ kɛɛ̀ ki ɓa Ɓɛ̀yudɛ̀n, lɛ ɓɛɛ̀ pwààpwàà. Ghɛna, ǹɗì ɓiì kìi lɛ ɓɛɛ yu wɔ̀ kìkuŋii a mɛ̀kòò, ɓɛ ki yi lɛ ǹkeesìghà wɔ̀. "
REV.3.10,"Lɛ ù ɓègà jɛ̀ɛ̀ yɛ̀m ɗì kìsììrì, fɔɔnnɛ mɛ̀ girig ǹɗì wɔ̀ ɓiì ɓèŋi ɓi cààmɛ̀n à mɛ̀fèèghrɛn mɛ mɛ ghɛɛ̀sɛɛ kì yùu ɓi ziinɛ bimiɗ lɛ mɛɛ feèghrɛn ɓum ɓɛ̀cèm ɓɛ ɓi ziinɛ. "
REV.3.11,"Mɛ̀ yɛɛ tiì lɔɔ ɓigomìnɛ, sììri kìɓanì com ki ù rì rì kɔ, di ŋwaàdɛŋ kɛ̀ɛ teɗ tàm wɔ̀ɔ̀ a rìkem. "
REV.3.12,"Ŋwaànɛ à ɓiì yagsaagh ǹkì nyi lɛ a ɓa rìkwìy ɗi ɓi naa ì Bɛ̀ll wɛ̀m, fɔɔnnɛ àa kpaŋdii gɛ tì ɓi ɓi naa ìnɛ̀n. Ǹɗì ɓiì kàni ɗii ɗi Bɛ̀ll wɛ̀m ɓi nyi, ɗii ɗi bàn ì Bɛ̀ll wɛ̀m, bàn ìnɛn yɛ̀ɛ ri myɔɔnyɔn à Yorisalɛm ànɛ a sɛnsɛn yi aɗyoo, di à pɛ̀sɛɛ yì Bɛ̀ll wɛ̀m jàŋbog, ǹki kàn irig ɗii ɗyɛ̀m ɗi nyɔn ɓi nyi."
REV.3.13,Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali Ɓiseŋì.
REV.3.14,"Kàna ŋwaà-fìtom anɛ ɓi Kìseŋi ki a Lawodise lɛ: ŋwaànɛ à rì ɗii lɛ Ààmɛ̀n, ànɛ à rì kɔɔ̀kɔɔ̀ à wusìnɛ̀ɗ à ǹtyweeyi, roànɛ à rì rìtumɛ̀n ɗi ɓyom ɓìcèm ɓi Bɛ̀ll à kìghà a kpaaghi lɛ: "
REV.3.15,"Ǹ-yii mɛ̀kìkìì mɔɔ, ù rì lɛ, kɔ̀ɔ kèŋmɛn, kɔ̀ɔ ki tɔ̀n. I wàa ka rì ɓà lɛ ù kèŋmɛ̀n, nsoò lɛ ù tɔ̀n. "
REV.3.16,"Nni yɛ̀ɛ ù rì lɛ yaɓì yaɓì kɔ̀ɔ kèŋmɛn, kɔ̀ɔ ki tɔ̀n, ǹɗì wɔ̀ ɓiì loghii a ŋwɔm. "
REV.3.17,"Ɓisuulɛ u kpaakpaa lɛ: Mɛ̀ ǹɗì guŋgum, m̀mɛ kum, com ki kaarɛɛ tì ɓi mɛ, kɔ̀ɔ ki yi lɛ ù rì nyìighnyìg ì kɔɔ̀kɔɔ̀, wɔ̀ soghàsogha, wɔ̀ ɗyaŋɗyàŋ, wɔ̀ kìtòn zɛy; "
REV.3.18,"nni ǹɗeɓi wɔ̀ lɛ u lag gol ìnɛ ɗuu ɗi ghaŋzii a lɔ̀ŋkɛm̀, di fɔɔnnɛ u ɓa rì ìkum, ù làg girig ɓìlàà ɓi puɓ lɛ u waàtɛn ɓyɔ, di ǹtoòrìɗ wɔɔ wulɛ ù rì kìtòn zɛy wɛ̀ kɛɛ̀ ghɛnɛn; ù ki làg boòboo ìnɛ lɛ u foŋɗɛn ɓi mis di fɔɔnnɛ u ghɛnɛn. "
REV.3.19,"Lɛ ǹti ǹfwààdàg, ǹki ɓoki ɓum ɓɛ̀cèm ɓɛ ǹkeesii, fɔlɔɔ nnɛ falɛn ɓi rìgherɛ̀n rì ìtèɗ, ù ki lɔ̀ɔ̀ghrɛn nɗem. "
REV.3.20,"Ghɛna, ǹɗɛrɛlii asuunaa, m̀ɓoɓòg kìsìm, nni i mum à woogh jɛ̀ɛ̀ yɛ̀m, à nɛm mɛ̀ ìsuunaa, ǹɗì ɓiì ɗiŋii a lɔ̀ŋkii rì mɛ̀ rì nyi tì ɗi ǹɗaŋ."
REV.3.21,Ŋwaànɛ à ɓiì yagsaagh ǹkì lɛ a kɔri ǹɗaŋ ri mɛ̀ ɓi-kɔ̀ɔ̀ wɛm̀ wu rilàmì fɛlɛ yɛ̀ɛ mɛ̀ ǹ-yagsàkà ǹkɔ̀rì ǹɗaŋ ri Seŋi wɛ̀m ɓi-kɔ̀ɔ̀ wii wu rilàmì. 
REV.3.22,Ŋwaànɛ à rì rì mɛ̀reè à ghɛ̀ɛ̀sɛɛ kì woògh com ki Ǹghay a kakali Ɓiseŋì.
REV.4.1,"Ajɛ̀m ìnɛn nnɛ m̀pɛ̀ɓsɛ̀ngà, ǹghɛn ìsuunaa kìkpaŋ ɓi ɗyoo ɓi ɗùm, jɛ̀ɛ̀ ì ǹtonto ìnɛ ǹwokà di ì tòòghrɛɛ rì mɛ̀ ì ɓaghà yɛ̀ɛ ɗyam ɗyɛɛ̀ɗi ɓɛɛ̀ rɔŋɗɔ̀ŋ ì kpaakpàà lɛ: Ɓɔghay fɛ di nɗesi wɔ̀ ɓìɓan ɓi ɓi ri ɓiì kìlɛɛ ɓi mɛ̀ru mɛ asu."
REV.4.2,"Fɔɔnnɛ Ǹghay à ghàskà kìsɛnì ɓi mɛ̀, ǹghɛn ìkɔ̀ɔ̀ wu rilàmì wɔɔ ɓi ɗyoo, mum miì ǹkɔ̀kɔriyɛn. "
