livre.chapitre.verset,Bafia
JAS.1.14,"Kìɓan kifog mum bimiɗ à ti à ɓalàg rì mɛ̀fèèghrɛn lɛ ɓìɓeɓtàg ɓi ɓiɓan ɓi ɓyɛɛ̀ kɔ̀nkɔn nyi ɓyɛɛ ti ɓi syogì nyi, ɓi ki teki nyi nɗem. "
JAS.1.15,"Ɓìɓeɓtàg ɓi ɓɛfèg ɓi mum ɓi nɗem, ɓi ti lɛ i ɓi teri ɗyem, ɓi yay kìɓe; kìɓe ki ɓalàg lɛ i kaa tèɗ, ki yay rìwu."
JAS.1.16,"Mìni ɓɔɔseŋi ɓɛ̀m ɓɛ nɗem, kɛ̀ ɓi pwààrɛn: "
JAS.1.17,"Com ki syeesyee kìcèm ki ɓɛ ri lɛ ɓɛ fa ɓìsi, rì rìɓòò ɗìcèm ɗi ɗi rɔɔtɛɛ lɛ kɔɔ̀kɔɔ̀, ɓi ti ɓi ɓalàg yì aɗyoo, yɛ̀ɛ Seŋi ànɛ à rì rì kìtɛɛtɛn, ànɛ à ti kɛ̀ɛ cenɗɛn, nsoò kìfìì ki lɛ à rì lɛ à lɔ̀gtɛ̀n, ki yin a lɔ̀ŋkii. "
JAS.1.18,"À faghà ɓìsi cɛɓ ɓi rìkɔ̀n ɗii, rì jɛ̀ɛ̀ yìì i saaɗ lɛ ti ɓa fɛlɛ yɛ̀ɛ ɓìɗùn ɓi ǹtonto ɓi ɓyom ɓi à kìghà. "
JAS.1.19,"Mìni ɓɛ̀geni ɓɛ̀m ɓɛ nɗem, ɓì ghɛ̀ɛ̀sɛɛ kì yiì fɔlɔɔ. Fɔlɔɔ nnɛ mum bimiɗ à ghɛ̀ɛ̀sɛɛ kì ɓaà lɛ fyɛ̀ɗ lɛ a wog, kɛ̀ɛ fyaŋzi ki tòòghrɛɛ, kɛ̀ɛ ki fyaŋzag ki woògh bim, "
JAS.1.20,"ɓisuulɛ ŋwaànɛ bim yɛɛ̀ kìkì, à ti kɛ̀ɛ roòzi rikì ɗi ɓiɓan ɓi ɓi ri lɛ saaɗ ɓi mis mɛ Bɛ̀ll. "
JAS.1.21,"Kìɓan kiǹ kɛɛ̀ki ɓì ghɛ̀ɛ̀sɛɛ kì càri ɓiɓan ɓi tifin, rì kìɓe mɛkuu mɛ̀cèm, ɓì teɗ jɛ̀ɛ̀ ìnɛ ì ɓɛ̀lɛ̀ngà ɓi mìni, ìnɛ ì ki rì lɛ ì ghɛɓsì ɓyɛɓ ɓin, rì ǹɗem wu tɛ̀tɛ̀rɛ̀ɛ̀."
JAS.1.22,"Kìina ɓìɓan ɓi jɛ̀ɛ̀ ì Bɛ̀ll yɛɛ̀ kpaakpàà, kɛ̀ ɓi rɔ̀ɓ lɔŋ lɛ rìwowòg ɗi jɛ̀ɛ̀ ìnɛ̀n ɗyɔ rì ɗyɔ, ɓì pwààpwààrɛ̀n mìniìɓɔmiɗ ri ɓɛ̀fèg ɓɛ ɓɛ ri ɓìtɛ̀ŋtɛ̀ŋ. "
JAS.1.23,"Ɓisuulɛ ŋwaànɛ a wowog jɛ̀ɛ̀ ìnɛn, kɛ̀ɛ kì ɓiɓan ɓi yɛɛ̀ kpaakpàà, à rì fɛlɛ yɛ̀ɛ ŋwaànɛ à ti à kìlàg lɛ, i à ghɛɛ ìsu wii ɓi ŋwii yɛ̀ɛ wu ri, "
JAS.1.24,"ajɛ̀m ìnɛn à pɛ̀sɛ̀n à ghaagh, à ghàs kì ɗimzɛɛ lannɛ à rì. "
JAS.1.25,"Kìɓan kifog, i mum à sìŋii ɓìdɔ̀gsɛna ɓi ɓi rɔɔtɛɛ lɛ kɔɔ̀kɔɔ̀, ɓi ɓyɛɛ̀ foŋfoŋ mum ɓi-kɔ̀ɔ̀ wu rikan, à ki sììrɛn, àa ɓi rìwowòg ɗi lɛ i à woogh, à ɗimzɛ̀n, lɔŋ ɓi rìkìkì ɗi ɓiɓan ɓi miì rì ìtèɗ, ŋwaànɛ̀n yɛɛ ri ɓiì woògh kìrɔɔ ɓi rìkì ɗii ɗiǹ."
JAS.1.26,"I mum a fèfeg lɛ à rì mum à rìgherɛ̀n kɛ̀ɛ ki ɓèŋ rìlemàg ɗii, kìɓan kifog à yèèghyègsì ǹɗem wii, rìgherɛ̀n ɗi ŋwaànɛ̀n ɗi ghɛɓsii ɓi com. "
JAS.1.27,"Rìgherɛ̀n ɗi ɗi ri ɗìtɛnɛn, ɗi ki ɓa kɛ̀ɛ̀ tìfin ɓi mis mɛ Bɛ̀ll à Seŋi wìs ɗyɛɛ̀ tɔtɔg lɛ mum a kɛngi kì ghɛɛ̀ lɛ rì ɓɔɔ̀zii rì mɛ̀kpɔɓ cààmɛ̀n ki ɓɛ ri rì ǹɗemi-kɛŋɛn, à ki ɓèŋɗɛn lɛ kɛ̀ɛ kì ɓìɓan ɓi tifin ɓi ɓi ziinɛ."
JAS.2.1,"Ɓɛ̀geni ɓɛ̀m, kɛ̀ ɓi ɗiŋzi nlànag ɓi rìgherɛ̀n ɗi ɓì gherɛɛ Kan wìs Yeesus Kiris ànɛ à rì ǹkeŋkèmì."
JAS.2.2,"I ɓum ɓɛ ɗiŋii yì a ntaŋzɛn win ɓɛsɛ̀ɛ̀ ɓɛɓɛɛ̀ lɛ roànɛ rì bɔŋ i gol ɓi càg rì syeesyee à kìlàà à ǹlònlomɛn, roàmbog rì kìtùg ki kilàà, "
JAS.2.3,"i ɓì ɓisɛɛ kì kuuraagh roànɛ à waatɛɛ kìlàà ki syeesyee, ɓì kpaa nyi lɛ kɔ̀ri fɛ ɓi-kɔ̀ɔ̀ wu syeesyee wu, ɓì kalì soghàsogha lɛ, wɔ̀ɔ̀ rɛli fɛnii; nsoò lɛ kɔ̀ri ɓi com ki ǹti ǹsaaghràg mɛ̀kòò miì azi, "
JAS.2.4,fɔlɔɔ a rèsii ɓi nya lɛ ɓì foŋi ǹlànag ɓi nyìinyìm wìn rì tì lɛ ɓì rì ɓɛ̀yɔ̀mì-ɓìɓan ɓɛ ɓɛ ri rì ɓìɓeɓtàg ɓi mɛyitì?
JAS.2.5,Mìni ɓɛ̀geni ɓɛ̀m ɓɛ nɗem wooghna! Bɛ̀ll à ɓɔ̀ngà ɓɛ̀soghàsogha ɓɛ ɓi ziinɛ lɛ ɓɛɛ ɓa ɓɛ̀guŋgum ɓi rìgherɛ̀n ɓɛ ki ɓa ri gàɓ ɓi kìlɔ̀ŋ kii ki à kàkà ɓumɓɛ ɓɛ ti ɓɛ keesàg nyi. 
JAS.2.6,"Nni i mìnii mɛ sɛɛti soghàsogha! Àa ɓɛ̀guŋgum ɓɛɛ ti ɓɛ yeesàg mìni, ɓɛ kɛnkɛ̀n ɗì mìni ɓi naa yi ɓɛyɔ̀m? "
JAS.2.7,Àa ɓɔ yɛɛ ti ɓɛ fengàg syeesyee à ɗii ànɛ ɓì tɛ̀tɛɛgh?
JAS.2.8,"Nyoey yi yin miì, i ɓì roòzii kìdɔ̀gsɛna ki rifòm fɛlɛ yɛ̀ɛ ki ri kìkànɛn lɛ: Ù ghɛ̀ɛ̀sɛɛ kì keesii romum ànɛ wɔ̀ jàŋbog yɛ̀ɛ wɛ̀ɛmiɗ, di ɓì konaagh. "
JAS.2.9,"Kìɓan kifog i ɓì ɗiŋii ɓi kìsyɔ̀ɔ̀ ki lɛ ɓi lalani ɓum, di ɓì kìi kìɓe; ɓì ghɛ̀ɛ̀sɛɛ kì yiì lɛ ɓì yogsii ɓìdɔ̀gsɛna. "
JAS.2.10,"Ɓisuulɛ mum ǹcèm ànɛ à ɓèŋi ɓìdɔ̀gsɛna ɓìcèm, kìɓan kifog à yogsì lɔŋ kidɔ̀gsɛna kifog a yi lɛ à ti rì zɛ̀ɗ ɓi san ànɛ a ɓìdɔ̀gsɛna ɓìcèm. "
JAS.2.11,"Roànɛ à kpaaghà lɛ: Kɔ̀ɔ kì fisɔ̀mɔ̀g, à kpaaghà girig lɛ kɔ̀ɔ wey mum, fɔɔnnɛ wàa soo kìi ɓi fisɔ̀mɔ̀g, i ù woli mum di ù ti ǹ-yogsì ɓìdɔ̀gsɛna."
JAS.2.12,"Tòtooghna, ɓì kìkì ɓìɓan fɛlɛ yɛ̀ɛ ɓumɓɛ ki ghɛɛ̀sɛɛ lɛ ɓɛ yɔm̀ ri ɓìdɔ̀gsɛna ɓi ɓyɛɛ foŋfoŋ ɓisi ɓi-kɔ̀ɔ̀ wu rikan, "
JAS.2.13,ɓisuulɛ ɓɛ̀yɔ̀m ɓɛǹ ɓɛ ri ɓiì ɓaà kɛ̀ɛ̀ nyìighnyìg ɓisuu ɓɛroɓɛ ɓɛ ɓaghà kɛ̀ɛ̀ ǹɗem wu nyìighnyìg. Nɗem wu nyìighnyìg wu ti wu kilàg lɛ mum a yagsag ɓɛ̀yɔ̀m.
JAS.2.14,"Ɓɛ̀geni ɓɛ̀m, ki ghɛɓsii cɛ lɛ mum a kpaàkpaa rì ŋwɔm lɛ à rì rì rìgherɛ̀n di à yin ɗi mɛ̀kìkìì mɛ syeesyee? Rìkuu ɗi righerɛ̀n ɗiǹ ɗi ri nya lɛ ɗi ghɛɓsì nyi? "
JAS.2.15,"I geni wìn a baŋì àdɛŋ nsoò lɛ à giɓ, ɓɛ ri nyoo zɛy, ɓɔ kɛ̀ɛ̀ com ki ɗiyɛn ɓɛŋwos ɓɛcèm; "
JAS.2.16,"nnɛ kìbog ki ɓi mìni ki kalii ɓɔ lɛ: Kɛ̀ɛna lɛ fyòoog, ɓi ɓaɓɓɛn a ɗuu ɓi wurag, kɛ̀ɛ fa ɓɔ com ki ki ri ɓɔ rì gɛɓsɛ̀n ɓi san ànɛ a mɛ̀mùù, fɔlɔɔ a ghɛɓsii cɛ? "
JAS.2.17,Fɔlɔɔ nnɛ rìgherɛ̀n ɗi ri gìrig; i ɗi ri kɛ̀ɛ̀ mɛ̀kìkìì di ɗi ri kìloŋ ɓi ɗyɔmiɗ. 
JAS.2.18,"Kìɓan kifog ŋwaàdɛŋ à rì lɛ à kpaa lɛ: Wɔ̀ɔ̀ rì rì rìgherɛ̀n, mɛ̀ rì mɛ̀kìkìì; rèsi mɛ̀ rìgherɛ̀n ɗyɔɔ ɗi ɗi ri kɛ̀ɛ̀ mɛ̀kìkìì, mɛ̀ɛ nɗesi wɔ̀ ɗiŋkɛ̀m ɓi mɛ̀kìkìì mɛm̀. "
JAS.2.19,"Ù ti ù gheràg lɛ Bɛ̀ll à rì lɔŋ bog, fɔlɔɔ a rì lɛ syeesyee; ɓìɓeɓtàg ɓi mɛghay ɓi ti ɓi gheràg girig fɔlɔɔ, ɓi ki ririsi."
JAS.2.20,"Wɔ̀ mum à kɛ̀ɛ̀ ɗyomzɛ̀n, ù kɔ̀ni ɓi lɛ u yi lɛ rìgherɛ̀n ɗi ɗi ri kɛ̀ɛ̀ mɛ̀kìkìì ɗi ghɛɓsii ɓi com? "
JAS.2.21,Abiraham à seŋi wìs a ghɛnɛ̀ngà lɛ saaɗ ɓi mis mɛ Bɛ̀ll ɓi mɛ̀kìkìì lɛ à fùnɛ̀ngà Isag à man wiì ɓi rìkùna ɗi ɓɛɛ̀ tɔ̀ngi ɓyom ɓi ɓɛɛ ɓɔgsi Bɛ̀ll rì ɓyɔ miì. 
JAS.2.22,"Ù ghɛɛ foo lɛ rìgherɛ̀n rì mɛ̀kìkìì ɓi kɛɛ̀kɛ̀ɛ̀ghà ǹɗaŋ, fɔɔnnɛ mɛ̀kìkìì mɛ roòzìghà rìgherɛ̀n ɗii lɛ kɔɔ̀kɔɔ̀. "
JAS.2.23,"Jàŋ inɛ̀n yɛ̀ɛnɛ jɛ̀ɛ̀ ìnɛ ì rì ǹkànɛn lɛ: Abiraham à gherɛ̀ngà Bɛ̀ll, nni kìɓan kiǹ kɛɛ kighà lɛ a ghɛnɛn lɛ à rì lɛ saaɗ ɓi mis mɛ Bɛ̀ll, yɛ̀ɛ ron, nni fɔɔnnɛ ɓɛ reŋìghà nyi lɛ rìghan ɗi Bɛ̀ll. "
JAS.2.24,"Ɓì ghɛɛ min lɛ mum à ti à ghɛnàg lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ mɛ̀kìkìì mii, àa lɛ rìgherɛ̀n ɗyɔ rì ɗyɔ. "
JAS.2.25,"Rahaɓ ànɛ à ɓaghà giɓ a rìɓàmɓà nyi girig à ghɛnɛ̀ngà lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ mɛ̀kìkìì mii, ɓisuulɛ à ghàɓkà ɓum ɓɛ mɛwoorag lɛ syeesyee, à ki fyeesi ɓɔ ɓi bee ìdɛŋ lɛ ɓɛɛ sug. "
JAS.2.26,"Fɛlɛ yɛ̀ɛ nyoo ìnɛ ì rì kɛ̀ɛ̀ ǹghay ì rì kìloŋ, fɔlɔɔ nnɛ rìgherɛ̀n ɗi ɗi yin ɗi mɛ̀kìkìì ɗi ri girig kìloŋ."
JAS.3.1,"Ɓɛ̀geni ɓɛ̀m, ki rɔɔtɛɛ ɓi lɛ kìgwey ki ɓi mìni kɛɛ kaàkaa lɛ kɛɛ ɓa ɓɛ̀rèsàg ɓisuulɛ, ɓìsi ɓɛ tì rì ɓɛ̀rèsàg, ɓɛ̀yɔ̀m ɓis ɓɛ tèèsɛɛ gɛ ɓɛ cee ɓɛ ɓum ɓɛmbog. "
JAS.3.2,"Ɓìsiìcèm tì ti tì sɛ̀ràg ɓìɓan bee lɛɛ̀gwey; i mum à ka nɛskà ɓi jɛ̀ɛ̀ di a tòtòg, di mum ànɛ̀n miì à rì lɛ sɛɛghisɛɛghi, à ki yi riɓan ɗi nɗem lɛ a lami nyoo yìì. "
JAS.3.3,Tì ti tì fogì zòm i kìmbɛ̀rɛ̀ bɔŋ ɓi ŋwɔm lɛ yɛ̀ɛ ki com ki ti kɔ̀nkɔ̀n fɔɔnnɛ tì ri min lɛ tì kɛ̀ɛ̀sì yɔ̀ yɛ̀ɛ tì kɔ̀ni. 
JAS.3.4,"Ghɛɛna girig tìtimà, nsoò yɛ̀ɛ ti teghaagh yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀, ti ti ti ɓalàg lɛ, i coo bɛ̀ɓ kɛɛ̀ tyɔtyɔg tyɔ, lɔŋ maa giyà nnyɛɛ kɛ̀ɛkɛɛ̀sì tyɔ ɓi rìkɔ̀n ɗi ŋwaànɛ a pupus tyɔ. "
JAS.3.5,"Com kìfog kɛɛ ri rì rìlemàg ɗi ɗi ri maa kìkàɓ ànɛ ɓi nyoo ì mum, kìɓan kifog ɗi ri lɛ ɗi sanɛ̀n lɛ ɗi ti ɗi kilàg ɓɛ̀gɛni-ɓiɓan; ɓì yii lɛ maa syeǹ à ɗuu à ti à ɗigsàg coo ìreɓ. "
JAS.3.6,"Rìlemàg ɗi ri fɛlɛ yɛ̀ɛ ɗuu; ɗi ri kìlɔ̀ŋ ki kɛɛ̀ kɛ̀ɛ̀kɛɛ ɓi kìtɛ̀ŋtɛ̀ŋ; ɗi ri rì ìkɔ̀ɔ̀ ɓi nyìinyìm à ɓìkàɓ ɓis, nni ɗi ti ɗi yogsàg nyoo bimiɗ, ri ki ti ri ɗigsàg cɛɓ ki mum kìcèm yɛ̀ɛ ɗyɔmiɗ ɗyɛɛ̀ lɔŋlɔŋ ri ɗuu ɗi fiɗyàɓ fikɔ̀ɔ̀. "
JAS.3.7,"Nyàm yi ɓi cog mɛkuu mɛ̀cèm, rì tììlì rì nyàm yi wɔwɔghɛn ri mùm, rì yi ghɛghɛɓɛn ɓi rìɓày à kìkòn, mum à rì lɛ à mɛ̀ɛ̀zì yɔ, ni à mɛ ki mɛ̀ɛ̀zi yɔ. "
JAS.3.8,"Kìɓan kifog, mum à yin lɛ à nyìnɛ̀n càg ɓi dwey lɛ à rì lɛ à ɓèŋ rìlemàg ɗii, lɛ ɗi ri fìroɓ fi fi ri kɛ̀ɛ̀ boòboo, ɗi ki ɓa ɗi ronɛn ɗi ìrɔ̀g wu cuucuùsìyɛ̀n ɓum. "
JAS.3.9,"Rìlemàg ɗyɔmiɗ ɗi tì ti tì kemzàg Kan ànɛ à rì Seŋi wìs ri ɗyɔ, ɗyɛɛ̀ɗi tì ti tì nyɔ̀màg ɓumɓɛ Bɛ̀ll à kìghà ɓi kìpisɛn kii ri ɗyɔ̀. "
JAS.3.10,"Ŋwɔm wùfog wɔ yɛɛ ti wu magì ɓum, wu ki nyɔ̀mag ɓum. Ɓɛ̀geni ɓɛ̀m, ki ghɛɛ̀sɛɛ ɓi ki ɓaà fɔlɔɔ. "
JAS.3.11,Nsim à mɛ̀nig à rì lɛ à kpaàkpàŋzì lɛ rì mɛ̀nig mɛ lòlolɛn rì mɛ yɛ̀yɛlɛn ɓi ɗyas dìfog? 
JAS.3.12,"Ɓɛ̀geni ɓɛ̀m ǹɗyèm wu firònì wu ti wɛ̀ kɛɛ̀ wum mɛfùmɓa, ǹɗyèm wu nfùmɓa wɛ̀ kɛɛ̀ ki wum tirònì; ǹsim à mɛ̀nig mɛ mɛ ri rì kìkòn, à yin lɛ à kpaŋzì mɛ̀nig mɛ mɛ ri kɛ̀ɛ̀ kìkòn."
JAS.3.13,"Ghɛn anɛ ɓi mìni yɛɛ kii lɛ, à womzɛ̀n à ki ɓa ri fèg? A resi min ɗyomzɛ̀n ɗii ɓi syeesyee wìì a rìghɛghɛ̀ɓ, rì ɓi ɓìɓan ɓi a kìkì ɓi ɓa lɛ ɗì rìsɛɛ̀dɛ̀n ɗi ɓi zi, rì ɗyomzɛ̀n. "
JAS.3.14,"Wɔ̀lɛ i ɓì rì rì m̀mììghrɛ̀n à m̀ɓeɓtɛn, rì nɗem wu yàaka, kɛ̀ ɓi saasanɛ̀n, nsoò lɛ ɓì kìkì ɓɛ̀pwàà ɓɛ ɓɛ wuɓsɛɛ ɓi saaɗ. "
JAS.3.15,"Rìkuu ɗi ɗyomzɛ̀n ɗiǹ ɗi yin ɗyomzɛ̀n ɗi ɗi riì aɗyoo, ɗi ri lɔŋ ɗyomzɛ̀n ɗi ɓi ziinɛ, ɗi mum à mɛ̀mùù, ɗi ki ɓa ɗyomzɛ̀n ɗi ɗi riì yɛ̀ɛ Satàn. "
JAS.3.16,"Ɓisuulɛ jàŋ bimiɗ ìnɛ m̀mììghrɛ̀n rì nɗem wu yàaka ɓi ri, kìɓùùsì rì ɓìɓeɓtàg ɓi ɓiɓan mɛkuu mɛ̀cèm ɓi ti ɓi ghɛnàg wɔɔ. "
JAS.3.17,"Ɗyomzɛ̀n ɗi ɗi riì aɗyoo ɗi ka rì ɗì tɛnɛn, ajɛ̀m ìnɛn ɗi ɓa tì lɛ fyòoog, ɗyɛ̀ kɛɛ̀ ròoroòtɛ̀n, ɗi kaaghì lɛ ɓum ɓɛɛ ɓa ɓɛ̀ràrɛn, ɗyɔ ɗìronɛn ri nɗem wu nyìighnyìg, ɗi ki kìlag ɓiɓan ɓi syeesyee, ɗyɛ̀ kɛɛ̀ ɓa ri ǹlànag nsoò tìfyèèrɛnà. "
JAS.3.18,"Ɓumɓɛ ɓɛɛ̀ kìki kisay ki lɛ fyòoog a ɓa jàŋ bimiɗ, ɓɛ ti ɓɛ miskì boo ì saaɗ ɓi fyòoog ɓi ɗùm."
JAS.4.1,Ɓìɓan ɓi lɛ rì ɓìtùrì rì ɓɛsaaka ɓi ɓaa yì la ɓi nyìinyìm wìn? kaa yin lɛ ɓìɓeɓtàg ɓi ɓiɓan ɓi mìni ɓi mɛ̀rem ɓyɛɛ̀ ɗùuɗuùsì wɛ̀y wiǹ ɓi nyoo yin. 
JAS.4.2,"Ɓì ti ɓì ɓalàg rì zày ìnɛ lɛ di ɓyàa ɓaa rì ɓyom, kɛ̀ ɓi ki ɓa ri ɓyɔ; ɓì rì ɓɛ̀wolì ɓum; ɓì ki ɓa ti ɓumɓɛ ɓɛɛ̀ kɔ̀nkɔn lɛ ɓi ɓa rì ɓyom, wɔ̀lɛ bee inɛ ɓi ɓa rì ɓyɔ yɛ̀ kɛɛ̀ ɓa; ɓì woòwòmɓɛ̀n, ɓì ɗùùɗùù, kɛ̀ ɓi ki ɓa ri com, ɓisuulɛ ɓì ti kɛ̀ ɓi lɔn. "
JAS.4.3,"Ɓì ti ɓì lɔǹgì, ɓɛ̀ kɛɛ̀ fa mini ɓisuulɛ ɓì ti kɛ̀ ɓi yi rilɔ̀n; ɓyom ɓi ɓì ti ɓì lɔngì, ɓì ti ɓì lɔngì ɓyɔ lɛ ɓi yogsag ɓi rìkìkì ɗi ɓiɓan ɓi ɓeɓtɛn ɓi ɓi ti ɓi rɔɔghì mìni."
JAS.4.4,Mìni ɓɛ̀kìì-tìsɔ̀mɔ̀g ɓɛ! Ɓì yii ɓi lɛ i mum à rì rìghan ɗi ziinɛ di à rì bènàbena a Bɛ̀ll? Nni ŋwaànɛ à rì ɓiì kɔ̀ni lɛ a ɓa rìghan ɗi ziinɛ à rì ɓiì ɓaà bènàbena a Bɛ̀ll. 
JAS.4.5,Àa zɛy innɛ ki ri kìkànɛn lɛ: Bɛ̀ll à ti à keesàg Nghay wu à fogà ɓi ɓìsi à kpaŋ lɛ a ki yɔ̀ɔ̀tì ɓisuu Nghay wìn. 
JAS.4.6,"Wɔ̀lɛ Bɛ̀ll à ti à kìlàg ɓìsi geesɛ̀n ìnɛ ì cee, lɛ ki ri kìkànɛn lɛ: Bɛ̀ll à ti kɛ̀ɛ rɛ̀gti ri ɓɛ̀daŋàdaŋa, lɔŋ ɓɛ̀roɓɛ ɓɛ sɛɛ̀dii ɓɔmiɗ ɓi zi ɓɛɛ̀ɓɛ a rèsag geesɛ̀n yìì."
JAS.4.7,"Nni càrɛɛnà min mìniìɓɔmiɗ lɛ Bɛ̀ll a lami mìni, ɓì ki cakɛn ɗi mìniìɓɔmiɗ lɛ Satàn kɛ̀ɛ làmi mini, fɔɔnnɛ à rì mìni ɓiì ghɛŋii fìràɓ. "
JAS.4.8,"Tyɛ̀ɛ̀tɛɛna Bɛ̀ll jàŋbog fɔɔnnɛ nyi girig à rì mìni ɓiì yùu jàŋbog, sòona ɓyàg ɓin ɓyɛɛ tɛn, mìni ɓɛ̀kìì-kìɓe, ɓì ki kpɔg mɛrem min, mìni ɓum ɓɛ tyoo tiɓɛɛ̀. "
JAS.4.9,"Yiina lɛ ɓì rì nyìighnyìg, ɓi waàtɛn ɓìlɛ̀ɓì, ɓì ki rèn; mɛ̀keèghkeegh min mɛ tyɔɛ̀y mɛɛ ghas̀ ɓìɓààsì ɓi mɛkɛɛ̀gh, kìnyàà kin ki ghay ǹɗemi-kɛŋɛn. "
JAS.4.10,Sɛɛ̀diinà mìniìɓɔmiɗ ɓi mis mɛ Kan fɔɔnnɛ à rì mìni ɓiì pɛ̀sii aɗyòò.
JAS.4.11,"Ɓɔɔsoŋ̀, kɛ̀ ɓi ɓùuɓuŋ̀ɗɛ̀n a mɓeɓɛn. Ŋwaànɛ à ɓùŋi geni a mɓeɓɛn nsoò lɛ à yɔ̀mi geni, a yi lɛ ɓìdɔ̀gsɛna ɓyɛɛ̀ɓi à tòogh kìɓe, à ki yɔ̀m ɓyɔ. Nni i wɔ̀ɔ̀ ti ɓiì yɔ̀myɔmi ɓidɔ̀gsɛna, di ù yiìdi mɓèŋì-ɓìdɔ̀gsɛna, ù ti ǹ-yɔ̀mì-ɓìdɔ̀gsɛna. "
