livre.chapitre.verset,Bafia
2TH.1.11,"Kìɓan kiǹ kɛɛ̀ki ɓìsiì ɓɔ̀ɔɓɔ̀ŋzì Bɛ̀ll cààmɛ̀n kìcèm ɓisu win lɛ, di Bɛ̀ll wìs a ki lɛ ɓi ɓa ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ rì ǹɗeèghreŋi wii; à kì tì lɛ ɓi ɓa rì bee i ǹkìyɛn ɓiɓan ɓi syeesyee ɓìcèm ɓi ɓi kɔ̀nkɔ̀n, à ki kì lɛ kìsay ki rìgherɛ̀n ɗin ɗyɛɛ̀ kìkì kɛɛ ɓa lɛ syeesyee. "
2TH.1.12,"Fɔlɔɔ nnɛ ɗii ɗi Kan wìs Yeesus ɗi ɓiì kemì ɓi mìni, mìnii kem ɓi nyi, lɛ geesɛ̀n ì Bɛ̀ll wìs, rìì Kan Yeesus Kiris."
2TH.2.1,"Ɓɔɔsoŋ̀! ɓi kìɓan ki ki seesee rìsugtìì ɗi Kan Yeesus Kiris, rì rìtaŋzɛ̀n ɗi tì ri taŋzɛn nyi a nyoo, tì tɔɔgh mìni lɛ, "
2TH.2.2,"kɛ̀ ɓi càrɛn lɛ mum a fyaŋzi mìni kì nyɛ̀ŋi ɓi syeesyee à ǹɗɛli anɛ ɓì rì miì, nsoò lɛ a syaŋdi mìni bwaɓ ɗi rìkuu ɗi ɗyomzɛ̀n ɗidɛŋ ɗi ǹghay wudɛŋ wu ri lɛ wu fa nyi, nsoò rì jɛ̀ɛ̀ ìdɛŋ, nsoò rì kaàtà ànɛ ɓɛ ri lɛ ɓɛ pwaà mìni lɛ ɓìsi yɛɛ kani, ki pisɛ̀n fɛlɛ yɛ̀ɛ ŋwos a Kan à mɛ kpaŋ. "
2TH.2.3,"Ŋwaàdɛŋ kɛ̀ɛ yègsi mini, nsoò ɓi-ghèy wu la, ɓisuulɛ ŋwos anɛ̀n à yin lɛ à kpaŋ di ɓum ɓɛ ka resi ɓi lɛ ɓɛ naŋi rìgherɛ̀n, Kìɓeɓtàg ki mum ki ki ghɛɛ̀sɛɛ kì ɗyaŋì, ki resɛ̀n. "
2TH.2.4,"Ki ri ɗùù ri com kìcèm ki ɓɛɛ̀ ɓɔɔɓɔgsì ɓɛ rerèŋì lɛ bɛ̀ll, ki ràm ki kɛ̀n kì kɔ̀rii ɓi naà-Bɛ̀ll ìnɛ ì ki rì lɛ ì Bɛ̀ll, ki rɛsɛ̀n kɔmiɗ lɛ kɔ yɛɛ ri Bɛ̀ll."
2TH.2.5,Ɓì yitii ɓi lɛ ǹkalìghà mìni kìɓan kiǹ cààmɛ̀n ki m̀ɓaghà di ǹkaka a lɔ̀ŋkin? 
2TH.2.6,"Wɔ̀lɛ, ɓì yii lɔŋ com ki ki ka ghegheegh nyi lɛ kɛ̀ɛ ka resɛn ɓigomìnɛ; lɔŋ ɓi cààmɛ̀n kii ìnnɛ kìɓetàg ki mum kìn ki ɓiì rèsɛɛ. "
2TH.2.7,Lɛ ìtèɗ wu kiɓe wu a rìnyam wu ti ɓiì kìkii kisay; kɛɛ̀ tɔtɔg lɔŋ lɛ roànɛ à ka ghegheegh mɔ a ɗim̀ ɓɛ̀ kɛɛ̀ ghɛɛ̀di nyi. 
2TH.2.8,"Ajɛ̀m ìnɛn innɛ Kìɓeɓtàg ki mum ki ɓiì rèsɛɛ yi, Kan à wey kɔ rì cɔ̀ŋzɛn ki ki kpaŋiì nyi ɓi ŋwɔm, à tììsì kɔ rì kìtɛɛtɛn ki ɓi rìsugtìì ɗii. "
2TH.2.9,"Rìyùy ɗi Kiɓeɓtàg ki mum ɗi kìlɛɛ gɛ rì ìtèɗ wu Satàn; à kìi gɛ lɛ, rì ɓɛ̀koŋnyoo ɓɛ ɓiɓan, rì dàm yi ɓiɓan yi ɓɛpwàà; "
2TH.2.10,à kìi gɛ kìsay ri kìɓe mɛkuu mɛ̀cèm lɛ a ɓɔŋ̀ ɓumɓɛ ɓɛ ghɛɛ̀sɛɛ kì ɗyaŋì ɓisuulɛ ɓɛ ghaɓkà ɓi ǹkɔ̀nɛ̀n ànɛ ɓi saaɗ ànɛ à ɓaghà lɛ à ghɛɓsì ɓɔ.
2TH.2.11,"Kìɓan kiǹ kɛɛ̀ki Bɛ̀ll à romiì ìtèɗ wu wɛɛ naàzi ɓɔ bee, lɛ ɓɛɛ gherɛn ɓìɓan ɓi ɓɛpwàà, "
2TH.2.12,"di fɔɔnnɛ Bɛ̀ll a yɔm̀ ɓum ɓɛ̀cèm ɓɛ ɓɛ gherɛ̀ngà ɓi saaɗ, ɓɛ kìnyàà kaa ki ɓaghà lɛ rìkì ɗi kiɓe."
2TH.2.13,"Ɓi san ànɛ a lɔ̀ŋkis, ɓɔɔseŋi ɓis ɓɛ Kan a keesag lɛɛ̀gwey, tì ghɛ̀ɛ̀sɛɛ kì fafaa Bɛ̀ll ɓìtògsɛ̀n cààmɛ̀n kìcèm ɓisuu kiɓan kin, ɓisuulɛ Bɛ̀ll à ɓɔ̀ngà mìni à tumɛ̀n a rìtumɛ̀n lɛ ɓi ɓa ɓɛ̀kòrɛn ɓi rìkì ɗi Kìtɛntɛ̀ɛ̀n ki Nghay kɛɛ̀ kìki lɛ ɓi ɓa ɓɛ̀tɛnɛn, rì ɓi rìgherɛ̀n ɗi ɓì gherɛɛ saaɗ. "
2TH.2.14,"Kìɓan ki Bɛ̀ll à reŋìghà tì mìni miì, rì Syeesyee à Ɓɔlɛ ànɛ tì ghagsìghà mìni ki ri lɛ, ɓi ɓa rì gàɓ ɓi rìkem ɗi Kan wìs Yeesus Kiris."
2TH.2.15,"Fɔɔnnɛ sììrɛɛna lɔŋ ɓɔɔsoŋ̀, ɓì ɓèŋ ɓìɓan ɓi tì rèsàkà mìni, rì ŋwɔm nsoò lɛ ɓi kaàtà ànɛ tìi nkàniì mìni. "
2TH.2.16,"Kan wìs Yeesus Kiris nyimiɗ, rì Bɛ̀ll à Seŋi wìs anɛ à keesìghà ɓìsi, à fa ɓìsi fɔɔy ànɛ ɓi nɗem ànɛ à rì fìɗyàɓ fikɔ̀ɔ̀, rì dyàɓɛn i syeesyee, "
2TH.2.17,"ɓɛɛ fɔɔ̀si mìni mɛ̀rem, ɓɛ fa mìni ìtèɗ wu kìyɛn ɓiɓan ɓi syeesyee, ɓi mɛ̀kìkì min mɛcèm, rì ɓi ɓìtòkì ɓin ɓìcèm."
2TH.3.1,"Ɓɔɔsoŋ̀! ǹsiitɛɛ mìni kì kpaà lɛ: Ɓì ɓɔ̀ŋzàg Bɛ̀ll ɓisu wìs, di jɛ̀ɛ̀ ì Kan yɛ̀ɛ kɛn asu ì sààsàà, ì ki keŋkem, fɛlɛ yɛ̀ɛ yɛɛ̀ keŋkem a lɔ̀ŋkin. "
2TH.3.2,"Ɓì ɓɔ̀ŋzàg girig Bɛ̀ll lɛ a kweɗ ɓìsi ɓi ɓyàg ɓi ɓiɓeɓtàg ɓi ɓum ɓi ɓi ri rì rìgɛn, ɓisuulɛ àa ɓum ɓɛ̀cèm ɓɛɛ ri rì rìgherɛ̀n. "
2TH.3.3,"Wɔ̀lɛ Kan à ti à roòzàg mɛ̀kàg mii; à rì mìni ɓiì faà ìtèɗ, à lɛgsì mìni kìɓeɓtàg ki mum. "
2TH.3.4,"Tì rì rì ǹtyweeyi ri Kan ɓisu win lɛ ɓìɓan ɓi tì tɔɔgh mìni, ɓì ti ɓì kìlàg ɓyɔ ɓì ki rì ɓiì kɛ̀ɛ asu, ɓì kìkì ɓyɔ. "
2TH.3.5,"Kan a ki lɛ mɛ̀rem min mɛɛ tiŋi ɓi nkɔ̀nɛ̀n à Bɛ̀ll, rì rìnìɗ ɗi nɗem ɗi Kiris a falàg."
2TH.3.6,"Ɓɔɔsoŋ̀! tì tɔɔgh mìni ɓi ɗii ɗi Kan wìs Yeesus Kiris lɛ: Kɛ̀ ɓi wuɓsɛn ɓɛgeni ɓin ɓɛ ɓɛ ri ɓɛ̀ɓɔɓwɛɗ, ɓɛ ɓɛ ɓeni kì nɔ̀ɔ̀tii ɓiɓan ɓi tì rèsìghà mìni. "
2TH.3.7,"Mìniìɓɔmiɗ ɓì yii lannɛ ɓì ghɛ̀ɛ̀sɛɛ kì kìi lɛ ɓi nɔɔ̀ti mɛ̀kòò mis, lɛ ɓìsii ɓaghà ɓi ɓɛ̀ɓɔɓwɛɗ yɛ̀ɛ tì ghɛɓkà a lɔ̀ŋkin. "
2TH.3.8,"Mum à faghà ɓi ɓisi ɓìɗilàg ɓi ti ɗi zɛy, tì sasàlà lɔŋ lɛ rì ìru rì ŋwos, tì wowòg mɛ̀tɔɓ rì kìfɔli lɛ ǹtɛ̀g wis wɛ̀ kɛɛ̀ siŋ wààdɛŋ ɓi nyòò. "
2TH.3.9,"I tì kìghà fɔlɔɔ, ki yin lɛ tì ghɛ̀ɛ̀sɛ̀ngà ɓi lɛ tì tɔg mìni ǹghɛɓsɛn, tì kɔ̀ngà lɔŋ yɛɛri lɛ ti fa mìni kìfèèghrɛnà ki ɓì rì lɛ ɓì nɔ̀ɔ̀tì. "
2TH.3.10,"Lɛ yɛ̀ɛ tì ɓaghà a lɔ̀ŋkin, tì siŋdɛ̀ngà mìni lɛ, ŋwaànɛ à kɔ̀ni ɓi lɛ a say, à ghɛ̀ɛ̀sɛɛ ɓi girig lɛ à ɗi. "
2TH.3.11,"Tì kpaa fɔlɔɔ ɓisuulɛ ti wowog lɛ ɓum ɓɛdɛŋ ɓɛ foo ɓɛɛ̀ ghɛghɛɓ cɛɓ ki iɓwɛɗ, ɓɛ̀ kɛɛ̀ kòm com ki kìyɛn, ɓɛ roòròòtɛ̀n ɓi ɓìɓan ɓi ɓum ɓɛdɛŋ. "
2TH.3.12,"Tì tɔɔgh ɓumɓɛ̀n, tì ki reɓ ɓɔ ɓi ɗii ɗi Kan Yeesus lɛ, ɓɛɛ say ɓi fyòoog , ɓɛ ɗi ɓìɗilàg ɓi ɓɔmiɗ ɓɔ yɛɛ reni kìɗìg miì."
2TH.3.13,"Ɓi san wìn, ɓɔɔsoŋ̀, kɛ̀ ɓi fɔy rikì ɗi kirɔɔ. "
2TH.3.14,"I mum à ɓèni kìnɔ̀ɔ̀tii ɓiɓan ɓi tì kpaa mìni ɓi kaàtà ànɛ ɓi, ɓàlina kìɓan kiǹ, ɓì lɛg ŋwaànɛ̀n miì, fɔlɔɔ nnɛ à ɓiì woògh ǹtoòrìɗ ɗi rìɓa ɗii ɗiǹ. "
2TH.3.15,"Kɛ̀ ɓi teɗ nyi yɛ̀ɛ bènàbena wiǹ, kìɓan kifog rɔ̀gsɛɛna nyi fɛlɛ yɛ̀ɛ geni wiǹ."
2TH.3.16,"Kan ànɛ a falag fyòoog, nnyɛɛ fa mìni fyòoog nyimiɗ ɓyààmɛ̀n ɓìcèm, bee yicèm; Kan a ɓa rì mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm."
2TH.3.17,"Mɛ̀ɛmiɗ Pol yɛɛ kaniì ɓìtɔkì ɓi, rì càg kɛm̀; fɔlɔɔ nnɛ ǹti ǹsangì ɓɛ̀kaàtà ɓɛm ɓɛ̀cèm, rìkàn ɗyɛm ɗyɛɛ ri lɔɔ."
2TH.3.18,Geesɛ̀n ì Kan wìs Yeesus Kiris yɛ̀ɛ ɓa rì mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm.
