livre.chapitre.verset,Bafia
2TI.2.3,Wogha mɛ̀tɔɓ nɗaŋ ri mɛ̀ lɔŋ yɛ̀ɛ syeesyee à sujàà à Yeesus Kiris. 
2TI.2.4,"Sujàà ànɛ àrì ɓi kìsay à kaakàà lɛ a puɓsi ǹkɔ̀mɛ̀n wìì nɗem, ɓìɓan ɓi ɓi cɛɓ ki zɛy ɓi ti ɓyɛ̀ kɛɛ̀ ɓùùsi nyi ǹto. "
2TI.2.5,"Fɔɔnnɛ ǹghɛŋì-mɛ̀ree ànɛ à kpaŋi beèbɛ̀y ɓi ǹlog à mɛ̀ree, à yin lɛ à teɗ tàm à rìkem di à nɔ̀ɔ̀tii ɓi mɛsiŋdɛn mɛ ɓi nlog. "
2TI.2.6,"Ǹsalì-dɛm anɛ a teetekì ǹtɔɓ, à ghɛ̀ɛ̀sɛɛ kì ɓaà ŋwaà beèbɛ̀y ànɛ a teɗ ɓìɗùn. "
2TI.2.7,"Wogha com ki nkpaakpàà, ɓisuulɛ Kan à rì wɔ̀ ɓiì faà ɗyomzɛ̀n ɓi ɓìɓan ɓìcèm."
2TI.2.8,"Yiti Yeesus Kiris ànɛ à ghèmɓɛ̀ngày a ɓìloŋ, di à yalɛɛ yì ɓi boo ì mum ì Davit lɔŋ yɛ̀ɛ Syeesyee à Ɓɔlɛ ànɛ mɛ̀ɛ ǹghaaghagsì a kpaakpàà; "
2TI.2.9,"Syeesyee à Ɓɔlɛ ànɛ̀n nnɛ nwowog mɛtɔɓ miì à kpaŋ ɓi lèg ànɛ lɛ ɓɛɛ kaŋ̀ mɛ̀ bɛn lɔŋ yɛ̀ɛ ǹwolì-ɓum, kìɓan kifog jɛ̀ɛ̀ ì Bɛ̀ll yɔ̀ɔ̀ yin nkàŋɛn bɛn. "
2TI.2.10,Kìɓan kiǹ kɛɛ̀ki nceecenɛ̀n mɛ̀tɔɓ mɛ̀cèm ɓisuu ɓumɓɛ ɓɛ ri ɓɛ̀ɓɔ̀nɛn lɛ di ɓɔ girig ɓɛɛ ɓa rì cɛɓ ki ki ri ɓi Yeesus Kiris bas rì rìkem ɗi fiɗyàɓ fikɔ̀ɔ̀.
2TI.2.11,"Jɛ̀ɛ̀ ìnɛ ì rì saaɗ: I tì wughà nɗaŋ ɗi nyi, tì rì girig ɓiì ghɛɓì nɗaŋ ɗi nyi."
2TI.2.12,"I tì sììrɛɛ tyɛ̀ ki càrɛn lɛ mɛ̀tɔɓ, tì rì ɓiì làmii girig nɗaŋ ɗi nyi; I tì roòzɛɛ nyi, nyii roòzɛɛ gɛ girig ɓìsi."
2TI.2.13,"I ɓìsii ti tyɛ̀ ki roòzi mɛkàg mis, nyii ri lɔŋ roànɛ a roozag mɛkàg mii cààmɛ̀n kìcèm ɓisuulɛ nyii yin lɛ à roòzɛ̀n rìɓa ɗii ɗi nyimiɗ."
2TI.2.14,"Ɓìɓan ɓiǹ ɓyɛɛ̀ɓi ù ghɛ̀ɛ̀sɛɛ kì ɓìiɓiìtàg ɓum, ù ki siisiŋdɛ̀n ɓɔ ɓi mis mɛ Bɛ̀ll, lɛ ɓɛɛ lɛg ɓɛsaaka rì rìnyoònyòlɛ̀n ɓi kìɓan ki mii, lɛ ɓi ghɛɓsii ɓi com, di nya lɛ ɓyɛɛ ɗyaŋzi ɓumɓɛ ɓɛɛ̀ wowog ɓɛsaaka ɓɛǹ. "
2TI.2.15,"Tèèsi nyoo lɛ u ghɛnɛn ɓi mis mɛ Bɛ̀ll fɛlɛ yɛ̀ɛ ŋwaànɛ à mɛ rèsi ɓum lɛ à rì mum, yɛ̀ɛ ǹkìì-kìsay anɛ à yin lɛ à wog ǹtoòrìɗ ri kìsay kii, ànɛ a rèresi jɛ̀ɛ̀ ì saaɗ yɛ̀ɛ kɛɛ̀ kɔ̀nkɔ̀n. "
2TI.2.16,Càra ɓìtòkì ɓi zɛy ɓi ɓi yin ɓiì kpaakpaa ɓiɓan ɓi righerɛ̀n ɓisuulɛ ɓumɓɛ ɓɛɛ̀ tòtog rikuu ɗi ɓitòkì ɗiǹ ɓɛ ri ɓiì ràaraɓsɛ̀n tì rì rìgherɛ̀n à cee fɔlɔɔ. 
2TI.2.17,"Jɛ̀ɛ̀ yàà i rì yɛ̀ɛ kìɓɛɛ ki ki ti ki cɛkì mum ìkòò, ki kpaŋ ɓi kìwoɓ. Imenee rì Filɛt ɓɛ ri ɓi bàlì ì ɓumɓɛ̀n; "
2TI.2.18,"ɓɛ pasɛ̀ngà, ɓɛ caɗ saaɗ, ɓɛ yoòyògsì rìgherɛ̀n ɗi ɓum ɓɛdɛŋ di ɓɛɛ̀ kpaakpaa lɛ, rìghèmɓɛ̀n ɗi ɓiloŋ ɗi mɛ kpaŋ. "
2TI.2.19,"Nsoò fɔlɔɔ kìgɔ̀ŋgɔ̀m ki mɛɛ ki Bɛ̀ll à yàghɛ̀ngà kìtoŋ miì ki kaka lɛ kpeg-kpeg. Jɛ̀ɛ̀ ì rì miì ǹkànɛn yɛ̀ɛ sìtam̀ lɛ: Kan à yii ɓɛ̀roɓɛ ɓɛ ri ɓɛŋkìì; fɔɔnnɛ mum ǹcèm ànɛ a rereŋi ɗii ɗi Kan, à ghɛ̀ɛ̀sɛɛ lɛ à sɔ̀ŋì ìkòò wii ɓi kìɓe. "
2TI.2.20,"Àa ɓɛ̀ɓɛŋi ɓɛ gol rì ɓɛ ɓɛ ri ɓɛ̀kìyɛn ri swiɗ à mɔ̀ɔ̀ni ɓɛɛ ti ɓɛ ɓalàg ɓi mɛɛ mɛ mɛ teghɛɛ ɓɔ rì ɓɔ, ɓɛ̀ɓɛŋi ɓɛ soɓɛn ri kìte rì ɓɛ yèŋɛn ri fyòò ɓɛ rilàg girig wɔɔ. Ɓɛ kìyɛn ri gol, rì ɓɛ swiɗ à mɔ̀ɔ̀ni ɓɛ ri ɓisuu ɓiɓan ɓi bànà, ɓɛmbog ɓisuu titom ti zɛy. "
2TI.2.21,"Nni i mum à ɓèŋɗɛɛ nyimiɗ ntɛnɛn à rì ɓiì ɓaà ɓɛŋi anɛ ɓɛ ri lɛ ɓɛ teɗ ŋwosi kiɓan ki bànà; ɓɛŋi a ǹtɛnɛn ànɛ à rì rì gɛɓsɛ̀n ɓisuu ŋwaànɛ à rì rì nyi, à ki ɓa ɓɛŋi anɛ à ghɛ̀ɛ̀sɛɛ ɓisuu rikì ɗi ɓyom ɓi syeesyee."
2TI.2.22,"Lɛgha ɓìɓeɓtàg ɓi ɓìɓan ɓi ɓi ti ɓi rɔɔghì ɓɛ̀dɛlì; kaaya saaɗ, rì rìgherɛ̀n, rì ǹkɔ̀nɛ̀n, rì fyòoog ànɛ rì ɓumɓɛ ɓɛ ti ɓɛ regì ɗii ɗi Kan rì nɗem wu tɛnɛn. "
2TI.2.23,"Ɓèna nyoey yi zɛy rì zɛy yi yi ri kɛ̀ɛ̀-su, ù ki yi lɛ, yi ti yi syogìì ɓɛsaaka. "
2TI.2.24,"Ǹkìì-kìsay a Kan à ghɛ̀ɛ̀sɛɛ ɓi ki ɓaà mum à ɓɛ̀saaka; à ghɛ̀ɛ̀sɛɛ lɔŋ lɛ a ghɛɓ rì ɓum ɓɛ̀cèm ɓi nkɔ̀nɛ̀n, à ɓa ŋwaànɛ à rì lɛ à rèsàg ɓum ɓìɓan, à ki yi rinìɗ ɗi nɗem. "
2TI.2.25,"À rèrèsì ɓɛ̀bènàbena ɓii zɛ̀ɗ yaa ri nɗem wu tɛ̀tɛ̀rɛ̀ɛ̀, rì ntyweeyi lɛ Bɛ̀ll à rì lɛ à fa ɓɔ mààgh ànɛ lɛ ɓɛɛ lɔɔ̀ghrɛn mɛ̀rem, ɓɛɛ kpaŋ̀ ɓi nɗɛli wu ɓɛɛ yi saaɗ, "
2TI.2.26,"fɔɔnnɛ ɓɛɛ sugtiì ɓi ɓɔmiɗ, ɓɛ ki sɔtɛn yi ɓi fìram fi Satàn a wɔɔsìghà ɓɔ miì lɛ ɓɛɛ kiki lɔŋ rìkɔ̀n ɗii."
2TI.3.1,"Yiya lɛ, ɓi mɛ̀ru mɛ siitòn, ɓyààmɛ̀n ɓi ɓeɓtɛn ɓi ri ɓiì ɓaà. "
2TI.3.2,"Ɓisuulɛ ɓum ɓɛ ri ɓa ɓɛ̀wemwèm, ɓɛ̀keesì-mɔ̀ɔ̀ni, ɓɛ ɓa ɓɛ̀daŋàdaŋa, ɓɛ ɓa ɓɛ̀kìì-kalɛn, ɓɛ feèfèngì Bɛ̀ll, ɓɛ kikì ɓɛ̀yalì ɓaa ntoòtèɗ, ɓɛ̀ kɛɛ̀ foŋ kirɔɔ ki ɓum ɓɛ kii ɓɔ, ɓɛ̀ kɛɛ̀ risi ɓyom ɓi ɓi ri kìcèlì. "
2TI.3.3,"Ɓɛ ɓa mɛ̀rem mɛ̀tèrɛn, ɓɛ ɓa kɛ̀ɛ̀ nyìighnyìg, ɓɛ kikì ɓɛ̀ɓɔlɛ, mɛ̀rem maa mɛ̀ kɛɛ̀ ɓanɛn, ɓɛ ɓa ɓɛ̀wolì-ɓum, ɓɛ ki ɓèeɓeèzɛ̀n ɓumɓɛ ɓɛɛ̀ kìki kirɔɔ, "
2TI.3.4,"ɓɛ ɓa ɓɛ̀tɔ̀kɔ̀tɔkɔ, ɓɔ mɛ̀rem lɛ bùɓbùɓ, ɓɔ rì kalɛn ɓi nɗem, ɓɛ keesì rìyɛ̀y ɗi cɛɓ ki mɛmùù à cee Bɛ̀ll; "
2TI.3.5,"ɓɛ ri rɔ̀ɓ ɓɛgherɛ̀n ɓi rìseesèè ɗi ɓidan, kìɓan kifog ɓɛ roòzɛ̀n com ki ki ri ìtèɗ wu righerɛ̀n. Ràɓsɛn mɛ̀kuu mɛ ɓum mɛ fɔlɔɔ. "
2TI.3.6,"Ɓum ɓɛdɛŋ ɓɛ ɓi nɗaŋ waa ɓɛ ti ɓɛ ɗiŋɗàg ɓi ɓɛ̀naa, ɓɛ ɓangìì ɓɔɔ ɓɛ̀yiɓ ɓɛdɛŋ ɓɛ ɓɛ tɛtɛɛgh ǹkun wu ɓiɓe, ɓɛ ki ɓa ɓɛ̀yiɓ ɓɛ ɓìɓan ɓi ɓi mɛ̀mùù mɛ̀kuu mɛ̀kuu ɓyɛɛ̀ yeeyeèsì, ɓi ɗiɗì mɛ̀rem ɗì rìkɔ̀n; "
2TI.3.7,"ɓɛ̀yiɓ ɓɛǹ ɓɛ ri lɔŋ cààmɛ̀n kìcèm ɓi cilag, kìɓan kifog ɓɛ̀ kɛɛ̀ ɓa ri ìtèɗ wulɛ ɓɛ kpaŋ ɓi nɗɛli wu ɓɛɛ yi saaɗ. "
2TI.3.8,"Fɛlɛ yɛ̀ɛ Zyanɛs rì Zyamɓirɛs ɓɛ ramgà wɛ̀y ri Moyis, fɔlɔɔ nnɛ ɓumɓɛ̀n ɓɛɛ̀ ɗùùɗuu girig rì saaɗ, ɓɛ ri ɓumɓɛ nghay waa wu ti wù ɗimɛn bee, rìgherɛ̀n ɗyaa ɗi yiǹ lɛ ɗi ɓanɛ̀n di mɛ̀fèèghrɛn mɛ tanɛɛ ɓɔ. "
2TI.3.9,Wɔ̀lɛ ɓaa kɛ̀ɛ̀di ɓi beèbɛ̀y lɛ kìyèg kaa ki rikì ki ri ɓiì ghɛnɛɛ ɓi mis mɛ ɓum ɓɛ̀cèm fɛlɛ yɛ̀ɛ ki Zyanɛs rì Zyamɓirɛs ki ghɛnɛ̀ngà.
2TI.3.10,"Ɓi ɓɛg wɔ̀ɔ̀, ù ghɛngà rìrèsì ɗyɛm̀ lɛ syeesyee, rì rìghɛghɛ̀ɓ ɗyɛm̀, rì ɓɛ̀fèg ɓɛm, ɗì rìgherɛ̀n ɗyɛm̀, ɗì rìnìɗ ɗyɛm̀ ɗi nɗem, rì ǹkɔ̀nɛ̀n wɛ̀m, rì kìsììrì kɛm̀, "
2TI.3.11,"ù yii lɛ rì ǹ-yeesɛ̀n ànɛ ntuutulɛ̀n rì nyi, rì mɛ̀tɔɓ mɛ ǹwowoogh; rìkuu ɗi ntɔɓ aɗi ɗyɛɛ̀ɗi ǹɗɔ̀ɓi lɛ ǹghɛɛ ɓi a Aŋtyos rì Ikonyɔm rì a Listirɛ? Rìkuu ɗi ǹ-yeesɛ̀n aɗi ɗyɛɛ̀ɗi ǹɗɔ̀ɓi lɛ ǹtulɛɛ ɓi ri ɗyɔ, ǹki sìisiìrì nɗem? Wɔ̀lɛ Kan à ghɛɓsìghà mɛ̀ ɓi mɛ̀tɔɓ mɛ̀n mɛ̀cèm. "
2TI.3.12,"Ki ri gì lɛ, ɓum ɓɛ̀cèm ɓɛ ɓɛɛ̀ kɔ̀nkɔn lɛ ɓɛɛ̀ ghɛɓ cɛɓ ki lɛ ɓɛ falɛ̀n rì Bɛ̀ll ɓi Yeesus Kiris lɛ kɔɔ̀kɔɔ̀, ɓɛ ri ɓiì tulɛɛ ri ǹ-yeesɛ̀n, à ɓum. "
2TI.3.13,"Kìɓan kifog ɓìɓeɓtàg ɓi ɓum rì ɓɛ̀pwààpwaà ɓɛ ri ɓiì kɛ̀nkɛni lɔŋ beèbɛ̀y ɗì rìkìkì ɗi kiɓe, ɓɛ naànààzì ɓum bee lɛ ɓɔmiɗ ɓɔɔ ka rì ɓɛ̀ɗimɛn bee."
2TI.3.14,"Wɔ̀ɔ̀ sììrɛn lɛ tiŋtiŋ ɓi kìɓan ki ù yilàkà, kɛɛ̀ki ǹtyweeyi wɔɔ wu ri miì; ù yii ŋwaànɛ ù yilàkà kìɓan kiǹ a lɔ̀ŋkii. "
2TI.3.15,"À tumɛ̀n ɓi rìŋwɔɓti ɗyɔɔ, ù yii ɓìɓan ɓi ɓi kaàtà à Bɛ̀ll, ɓi ri lɛ ɓi fa wɔ̀ ɗyomzɛ̀n ɗi u ɓa rì cɛɓ, lɛ rìgherɛ̀n ɗi ù gherɛɛ Yeesus Kiris. "
2TI.3.16,"Ɓìɓan ɓìcèm ɓi ɓi ri ɓìkànɛn, ɓi kanɛ̀ngà rì ìtèɗ wu Nghay à Bɛ̀ll, ɓi ki rì rì gɛɓsɛ̀n, lɛ ɓyɛɛ resag ɓum saaɗ, ɓi ki lɛ ɓɛɛ gherɛn, ɓi rɛsàg ɓìɓan ɓi zɛ̀ɗ, ɓi ki tɔɔsi ɓum ɓi cɛɓ ki saaɗ, "
2TI.3.17,"lɛ mum à Bɛ̀ll a ɓa m̀pègsɛn lɛ kɔɔ̀kɔɔ̀, à ki ɓa ri bee inɛ lɛ a ki ɓìɓan ɓi syeesyee."
2TI.4.1,"M̀ɓɔ̀ŋzaagh wɔ̀ ɓi mis mɛ Bɛ̀ll rì ɓi mis mɛ Yeesus Kiris ànɛ à ghɛ̀ɛ̀sɛɛ kì yɔ̀mi lɛ rì ɓum ɓɛ cem rì ɓìloŋ, rì ɓi ɗii ɗi risugtìì ɗii, rì kìlɔ̀ŋ kii, "
2TI.4.2,"lɛ u kakali jɛ̀ɛ̀ ì Bɛ̀ll, ù sììrɛ̀n miì ɓyààmɛ̀n ɓìcèm, lɛ rì ɓi syeesyee rì ɓi ɓeɓtɛn; kìya lɛ ɓum ɓɛɛ gherɛn, fwààdag ɓum, ù rerèɓ ɓɔ, ù yi rìnìɗ ɗi nɗem, ù ki rèeresàg ɓɔ. "
2TI.4.3,"Lɛ cààmɛ̀n kidɛŋ ki ri ɓiì ɓaà ki ɓum ɓaa cenɛnti ɓi riwowòg ɗi syeesyee à dɔgtɛ̀n, ɓɛ ri nɔ̀ɔnɔɔ̀tì lɔŋ ɓiɓan ɓi mɛ̀rem maa mɛɛ̀ kɔ̀nkɔ̀n, ɓɛ taŋzàg ǹkun wu ɓɛrèsàg, ɓɛ ɓɛɛ kpaakpaa ɓɔ ɓìɓan ɓi ɓyɛɛ̀ rɔɔrɔɔ ɓɔ rìwowòg; "
2TI.4.4,"ɓaa ramdi ɓi mɛreè lɛ ɓɛɛ wog saaɗ, ɓɛ ri mɔ ɓiì ramì lɛ ɓɛɛ wowog mɛ̀kànkàn. "
2TI.4.5,"Wɔ̀lɛ ɓi ɓɛg ànɛ a lɔ̀ŋkɔɔ, ɓèŋa rìmum ɗyɔɔ lɛ kɔ̀ɔ ghaasi wɛ̀ɛmiɗ ǹkpàn a com kidɛŋ, sììri nɗem ɓi mɛ̀tɔɓ, kìya kìsay ki ǹkalì-ɓɔlɛ, roozi kìsay kɔɔ lɛ syeesyee."
2TI.4.6,"Ɓi san ànɛ a lɔ̀ŋkɛm̀, mɛ̀ nti lɛ com ki kifùna, cààmɛ̀n ki rìpɛ̀sɛ̀n ɗyɛm̀ kɛɛ̀ kɛ̀ɛ̀kɛɛyi. "
2TI.4.7,"M̀mɛ ɗùù syeesyee à wɛ̀y, m̀mɛ lègsi kighɛŋii mɛ̀ree, ǹki ɓèŋ righerɛ̀n. "
2TI.4.8,"Nni ɓigomìnɛ, tàm à rìkem ànɛ à rì tàm à saaɗ innɛ m̀ɓoŋɓoŋi, Kan ànɛ à rì ǹ-yɔ̀mì-ɓum ànɛ à rì lɛ saaɗ à rì mɛ̀ nyi ɓiì faà ŋwos anɛ̀n, nni àa mɛ̀ cɛ̀ncɛm nnɛ à rì ɓiì faà, kìɓan kifog à ɓiì faà ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓoŋɓòŋgà rìsugtìì ɗii ri ǹkɔ̀nɛ̀n."
2TI.4.9,"Kaaya bee inɛ u fyaŋziì kìyùu a lɔ̀ŋkɛm̀, "
2TI.4.10,"lɛ Demas àa nɗinii mɛ̀ à kɛ̀n a Tesalonika, lɛ ɓìɓan ɓi ɓi cɛɓ ki gɛɛ̀nɛ ɓyɛɛ̀ kɔ̀nkɔn nyi; Kiresaŋsɛ àa nkɛ̀ɛ a Galasi, Tit à kɛ̀n a Dalmasii. "
2TI.4.11,"Lukas cɛ̀ncii yɛɛ ri fɛ rì mɛ̀. Teray Marikus, ɓi yuiy ɓɛɛ̀ nyi, lɛ àrì mɛ̀ rì coo gɛɓsɛ̀n ɓi kìsay. "
2TI.4.12,Mɛ̀ɛ nɗomi Tisig a Efɛɛzɛ. 
2TI.4.13,"I ù ti ɓiì yùu, ù yùy mɛ̀ rì rɛ̀ŋkweɗ wɛ̀m ànɛ ǹcàɗkày a Tirowas yɛ̀ɛ Karipus, rì ɓɛ̀kaàtà, à ɓiisɛ̀n gòò yi nyàm yi ɓɛ ti ɓɛ kàngì ɓɛ̀kaàtà miì."
2TI.4.14,"Alɛgsaŋdirɛ ànɛ à rì ǹsyaàgh-ìrɛm, àa nkìi mɛ̀ kìɓe lɛɛ̀gwey; Kan à lèɓi gɛ nyi lɔŋ yɛ̀ɛ rìkì ɗii ɗi ri. "
2TI.4.15,Ù konàg girig ɗì nyi ɓisuulɛ à ɗùùghà rì ɓìɓan ɓi tì kpaaghà rì ìtèɗ.
2TI.4.16,"Gɛ̀n i ǹtonto ìnɛ mɛ̀ɛ nɗì ɓi mɛ̀kpaà, mum àa nkɛ̀ɛ ɓi mɛ kìfoŋì nsoò bog, ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ nɗinii mɛ̀, nni Bɛ̀ll à ghɛ̀ɛ̀sɛɛ ɓi ɓɔ kìnɔ̀ɔ̀tii ɓi rìkì ɗiǹ. "
2TI.4.17,"Lɔŋ Kan yɛɛ ǹɗì mɛ̀ jàŋbog, à ki fa mɛ ìtèɗ, lɛ nghagsi jɛ̀ɛ̀ ì Bɛ̀ll lɛ kɔɔ̀kɔɔ̀, yɛ̀ɛ woòghrɛn ɓi mɛ̀ree mɛ ɓum ɓɛ̀cèm ɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n fɔɔnnɛ ɓɛ nɗùnɛɛ mɛ̀ ɓi ŋwɔm wu kimonɗo. "
2TI.4.18,"Kan à rì mɛ̀ ɓiì lɛgsii ɓiɓan ɓi ɓeɓtɛn ɓìcèm, à ki ghɛɓsi mɛ lɛ nɗiŋi ɓi kìlɔ̀ŋ kii ki ki ri aɗyòò. Nyi yɛɛ ghɛɛ̀sɛɛ rì rìkem fìɗyàɓ fikɔ̀ɔ̀. Ààmɛ̀n."
2TI.4.19,Tògsi Piriska rì Akilas rì naa ì ɓum ì Onezifɔɔr.
2TI.4.20,"Erast àa nɗɔ̀ɓi a Kɔrɛŋt, ǹki càɗ Tirofim a Milɛ di a roròɓ."
2TI.4.21,Kaaya bee inɛ lɛ u yu di bùmà ì ka tumɛn ɓi. Eɓulus rì Pudaŋs rì Linus rì Kiloodya rì ɓɛ̀geni ɓis ɓɛ̀cèm ɓɛ togsaghiì wɔ̀.
2TI.4.22,Kan a ɓeŋ̀ ǹghay wɔɔ! Geesɛ̀n ì Bɛ̀ll yɛ̀ɛ ɓa rì mìni ɓɛsɛ̀ɛ̀ ɓɛ̀cèm. Ààmɛ̀n.
