livre.chapitre.verset,Bafia
HEB.1.11,Ɓyom ɓìn ɓìcèm ɓi ri ɓiì ɗyaŋì kìɓan kifog wɔ̀ɔ̀ rɔ̀ɓ; ɓìcèm ɓi ri ɓiì rùni yɛ̀ɛ kìlàà;
HEB.1.12,"ù tag ɓyɔ yɛ̀ɛ ɓɛɛ̀ taki rɛ̀ŋkweɗ, ɓɛ koɓsɛ̀n ɓyɔ yɛ̀ɛ ɓìlàà, kìɓan kifog, wɔ̀ɔ̀ kɔ̀kɔrii lɔŋ zìŋ ɓi-kɔ̀ɔ̀, cɛɓ kɔɔ kɛ̀ kɛɛ̀ ɓa ri ǹɗèè."
HEB.1.13,Bɛ̀ll à ka kpaaghà ɓi ŋwaà fìtom adɛŋ lɛ: Kɔ̀ri mɛ̀ fɛ ɓi weèlem à kpaŋ yɛ̀ɛ ǹɗì ɓiì ghaasii ɓɛ̀bènàbena ɓɔɔ kiɓoŋ ki u rɛsag mɛ̀kòò miì.
HEB.1.14,"Ɓum ɓɛ titom ɓɛ̀cèm ɓɛ yin nya mɛ̀ghay mɛ mɛɛ̀ kìki Bɛ̀ll kìsay? Mɛ ki ɓa lɛ, nyi yɛɛ romi mɔ lɛ mɛɛ kɛǹ kì ghɛɓsii ɓum ɓɛ̀cèm ɓɛ ɓɛ ghɛɛ̀sɛɛ kì terì gàɓ ɓi gòri ì Bɛ̀ll?"
HEB.2.1,"Kìɓan kiǹ kɛɛ̀ki tì ghɛ̀ɛ̀sɛɛ kì ɓiisɛɛ ki ɓaà ɓɛ̀ sììrɛn ɓi ɓìɓan ɓi tì wokà di tì kɔ̀ni ɓi lɛ, ti ɗyaŋ. "
HEB.2.2,"Ɓisuulɛ kìɓan ki ɓum ɓɛ titom ɓɛ kpaaghà ki kilɛ̀ngà; fɔɔnnɛ mum bimiɗ ànɛ à fogà ɓi nɗem rì kìɓan kiǹ nsoò lɛ, à ɓèn kìwoògh com ki ɓɛ kpaaghà, à tekà deɓ inɛ ì ghɛ̀ɛ̀sɛ̀ngà rì rìkì ɗii. "
HEB.2.3,"Nni lannɛ tì rì ɓiì kìi lɛ tyɛ̀ ki teɗ deɓ di tì sɛɛtii coo gòri yɛ̀ɛ ìnɛ? Kan nyimiɗ a lokà kìkpaà kìɓan ki gòri ìnɛ̀n, fɔɔnnɛ ɓumɓɛ ɓɛ wokà di a kpaakpàà ɓɛ siìràkà ɓìsi kì rèsii saaɗ ànɛ miì. "
HEB.2.4,"Bɛ̀ll à ki sìisiìràg rìkalì ɗyaa lɛ rì ɓìrèmzɛnà, rì ɓɛ̀koŋnyoo ɓɛ ɓiɓan rì dàm mɛ̀kuu mɛ̀kuu, rì mɛ̀fafàà mɛ Kitɛntɛ̀ɛ̀n ki Nghay mɛ a kàakàɓsì lɔŋ yɛ̀ɛ ki kɔni nyi."
HEB.2.5,"Ɓisuulɛ, àa ɓum ɓɛ titom ɓɛɛ̀ɓɛ Bɛ̀ll à faghà nyɔnyɔn à zi anɛ a yùyuiy lɛ ɓɛɛ lami; nyɔnyɔn à zi anɛ̀n nnɛ tì kpaakpàà. "
HEB.2.6,"Kɔlɛ ŋwaàdɛŋ à kpaaghà jàŋ idɛŋ ɓi kaàtà à Bɛ̀ll lɛ: Mum innɛ cɛ, ɓi ɗi lɛ wɔ̀ Bɛ̀ll u yitag nyi? Nsoò man à mum, à rì cɛ lɛ u teki ntɔɓ ɓisu wìì?"
HEB.2.7,"Ù sɛɛ̀dìghà rìɓa ɗii ɓi maa cààmɛ̀n, lɛ ɗyɛ̀ kɛɛ̀ kpaŋdi yɛ̀ɛ ɗi ɓum ɓɛ titom, ù waasì nyi lɛ, rì rìkem, rì nnyaasɛ̀n fɛlɛ yɛ̀ɛ tàm à mɛ̀fòm."
HEB.2.8,"Ù fogà nyi ɓyom ɓìcèm a mɛ̀kòò lɛ a lami ɓyɔ̀. Yɛ̀ɛ ɓɛɛ̀ kalag lɛ: À faghà nyi ìtèɗ wulɛ, a lami ɓyom ɓìcèm fɔlɔɔ a rèsii lɛ: À faghà mum ìtèɗ wulɛ a lami ɓyom ɓìcèm kɛ̀ɛ̀ ki ki lɔɔ̀sɛɛ. Nsoò fɔlɔɔ, ɓìsii ka ghɛn ɓi ɓigomìnɛ lɛ, ɓyom ɓìcèm ɓi ti ɓi rìlàmì ɗi mum. "
HEB.2.9,"Kìɓan kifog, roànɛ ɓɛ sɛɛ̀dìghà rìɓa ɗii ɓi maa cààmɛ̀n lɛ ɗyɛ̀ kɛɛ̀ kpaŋdi yɛ̀ɛ ɗi ɓum ɓɛ titom yɛɛ ri Yeesus, nyi nnɛ ti seesee yɛ̀ɛ ɓɛ mɛ waasi rìkem, rì ǹnyaasɛ̀n ɓisuu riwù ɗi à wughà; lɛ à wughà ɓisuu ɓum ɓɛ̀cèm lɛ geesɛ̀n ì Bɛ̀ll. "
HEB.2.10,"Ɓisuulɛ Bɛ̀ll ànɛ à kìghà ɓyom ɓìcèm, ànɛ à ki rì rì ɓyom ɓìcèm, nnyɛɛ̀ ki kìghà lɛ ɓɔn lɛɛ̀gwey ɓɛɛ teɗ gàɓ ɓi rìkem ɗii, ɓi bee ì rìkɛŋ, a ki lɛ Yeesus ànɛ à rì ǹto wu gòri yàà, a kpaŋ ɓi nɗɛli wu, kɛ̀ɛ ɓa ri kìɓan ki fenɛn a lɔ̀ŋkii. "
HEB.2.11,"Ɓisuulɛ rì ǹtɛɛ̀zì ɓum, rì ɓumɓɛ à tɛɛ̀zii ɓɛ fuu yì yɛ̀ɛ mum bog, ɓisu wìn miì nnɛ ki yeesii ɓi nyi lɛ a regi ɓɔ lɛ, ɓɛ̀geni ɓii, "
HEB.2.12,"yɛ̀ɛ à kpaaghà lɛ: Ǹɗì ɓiì ghagsii ɓɛgeni ɓɛ̀m ɗii ɗyɔɔ, ǹkemzì wɔ̀ ɓi nyìinyìm à ǹtaŋzɛ̀n."
HEB.2.13,"Rì tì lɛ: Ǹɗì ɓiì faà ǹtyweeyi wɛm̀ ɗì nyi. Rì tì lɛ: Rì mɛ̀ rì ɓɔn ɓɛ Bɛ̀ll à faghà mɛ̀, ɓìsi ɓɛɛ̀ ɓɛ lɛ̀."
HEB.2.14,"Nni fɔlɔɔ nnɛ yɛ̀ɛ ɓɔn ɓɛ ri lɛ, rì nyoo ì mɛ̀mùù, rì bwaɓ, nyi girig à tekà nyoo ìnɛ̀n lɛ, di a ghaàsi Satàn ànɛ à rì rì ìtèɗ wu riwù com ki zɛy, ɓi rìwu ɗi à wughà "
HEB.2.15,à ki ghɛɓsi ɓum ɓɛ̀cèm ɓɛ ìris wu riwù wu fogà ɓi rìkpàn cɛɓ kaa kicèm. 
HEB.2.16,"Ɓisuulɛ, àa ɓum ɓɛ titom ɓɛɛ̀ɓɛ à yùu ɓà kìghɛɓsii, lɔŋ dòò yi Abiraham. "
HEB.2.17,"Kìɓan kiǹ kɛɛ̀ki à ghɛ̀ɛ̀sɛ̀ngà kì pisɛɛ ɓɛgeni bee yicèm lɛ, di a ɓa rìfòm ɗi ɓɛpìrɛɛtìrɛ̀ ɗi ɗi ri rì nɗem wu nyìighnyìg, ɗi kikì kìsay ki Bɛ̀ll lɔŋ yɛ̀ɛ ki ghɛɛ̀sɛɛ, lɛ ɗyɛɛ soò ɓìɓe ɓi ɓum ɓɛ kilɔ̀ŋ. "
HEB.2.18,"Lɛ yɛ̀ɛ nyimiɗ a tulɛ̀ngà rì mɛ̀fèèghrɛn, à wog rìkɛŋ à rì lɛ à ghɛɓsì ɓumɓɛ ɓɛ ri ɓi mɛ̀fèèghrɛn."
HEB.3.1,"Nni fɔlɔɔ nnɛ, mìni ɓɛ̀geni ɓɛ̀m ɓɛ ɓi rìgherɛ̀n ɓɛ ɓi rì rì gàɓ ɓi nɗeèghreŋi wu Bɛ̀ll, seeseena Yeesus ànɛ Bɛ̀ll à romgày lɛ a ɓa rìfòm ɗi ɓɛpìrɛɛtìrɛ̀ ɗi ɓi rìgherɛ̀n ɗi ɓìsiì làalam̀ɓɛ̀n. "
HEB.3.2,"Yeesus à kìghà Bɛ̀ll ànɛ à faghà nyi kìsay kiǹ mɛ̀wog, lɔŋ yɛ̀ɛ Moyis à kighà, ɓi naà-Bɛ̀ll bimiɗ. "
HEB.3.3,"Lɛ ɓɛ ghɛngà lɛ, à ghɛ̀ɛ̀sɛɛ kì terì rìkem ɗi ɗi cee ɗi Moyis, fɔɔnnɛ ŋwaànɛ à toŋi mɛɛ, à ti à kemgì à cee mɛɛ mɔmiɗ mɛ à toŋi. "
HEB.3.4,"Mɛɛ mɛcèm mɛ ri rì ŋwaànɛ à toŋi mɔ, nni ǹtoŋì ɓyom ɓìcèm yɛɛ ri lɛ Bɛ̀ll. "
HEB.3.5,"Ɓi ɓɛg ànɛ yɛ̀ɛ Moyis, à kìghà mɛ̀wog yɛ̀ɛ ki ghɛɛ̀sɛɛ, ɓi naà-Bɛ̀ll bimiɗ, à ɓaghà ǹkìì-kìsay anɛ à ghɛ̀ɛ̀sɛ̀ngà kì ghagsii ɓiɓan ɓi ɓi ghɛɛ̀sɛ̀ngà kì kalɛɛ. "
HEB.3.6,"Wɔ̀lɛ Kiris à rì rì mɛ̀wog fɛlɛ yɛ̀ɛ Man ànɛ àrì beèbɛ̀y ɓi naa yìì; naa ìnɛ̀n yɛ̀ɛ ri lɛ ɓìsi, i tì ɓèŋi à kpaŋ a rìsugtɛ̀n lɛ rì kɔɔ̀kɔɔ̀ à ǹtyweeyi rì dyàɓɛn inɛ ti saasanɛ̀n."
HEB.3.7,"Kìɓan kiǹ kɛɛ̀ki, i ɓì woogh jɛ̀ɛ̀ yìì gɛɛ̀nɛ fɛlɛ yɛ̀ɛ Kìtɛntɛ̀ɛ̀n ki Nghay ki ti ki kalàg,"
HEB.3.8,"kɛ̀ ɓi tèèsi mɛrem min fɛlɛ yɛ̀ɛ ɗi ɓì kìghà nyi ntoòtèɗ ŋwos anɛ ɓì fèèghrɛ̀ngà nyi ɓireɓ,"
HEB.3.9,"jàŋ inɛ ɓɛ̀seŋi ɓin ɓɛ feèghrɛ̀ngà mɛ̀ lɛ ɓɛɛ ghɛǹ com ki ǹɗì lɛ ǹkì, nsoò yɛ̀ɛ ɓɛ ghɛngà ɓìɓan ɓìcèm ɓi ǹkìghà ɓi bèg mɛ̀tin mɛɓɛɛ̀."
HEB.3.10,"Fɔɔnnɛ ǹwokà bim ri gbàà ì ɓum ìnɛ̀n, ǹkpaa lɛ: mɛ̀rem maa mɛɛ̀ pwààpwaa ɓɔ cààmɛ̀n kìcèm, ɓɛ wokà ɓi ɓiɓan ɓi ǹtɔtɔ̀kà ɓɔ lɛ ɓɛɛ ki."
HEB.3.11,"Fɔɔnnɛ ǹkànɛ̀ngà bɛ̀ɗ ɓi bim inɛ ǹwokà, ǹkpaa lɛ: Ɓaa ɗiŋi ɓi ɓi jàŋ inɛ m̀pègsɛ̀ngà lɛ ɓɛ ri fɔɔsɛn wɔɔ, nsoò ŋwos."
HEB.3.12,"Ɓɛ̀geni ɓɛ̀m, konaaghna lɛ, ŋwaàdɛŋ ànɛ ɓi mìni kɛ̀ɛ ɓa ri nɗem wu ɓeɓtɛn, wu wu ri kɛ̀ɛ̀ rìgherɛ̀n ɓi lèg ànɛ a ghasɛn ɗì Bɛ̀ll ànɛ à rì cem. "
HEB.3.13,"Kìɓan kifog, reerèɓɓɛɛna ɓɛ̀ŋwos ɓɛ̀cèm à kpaŋ cààmɛ̀n kìcèm ki ɓɛ ri lɛ ɓɛ kalì lɛ gɛɛ̀nɛ, di fɔɔnnɛ kìbog ki ɓi mìni kɛ̀ kɛɛ̀ càrɛn lɛ nɗem wii wɛɛ teɗ ɓiɗùm di kìɓe kaa yègsi nyi. "
HEB.3.14,"Lɛ tì rì ɓum ɓɛ ɓɛɛ̀ kɛ̀ɛ̀kɛɛ nɗaŋ ri Kiris, di tì sììrɛɛ lɛ, ti ɓeŋ̀ ǹtyweeyi wu tì ɓaghà rì wɔ a rìtumɛ̀n. "
HEB.3.15,"Lɔŋ yɛ̀ɛ ki ri kìkaliyɛn lɛ: I ɓì woogh jɛ̀ɛ̀ yìì gɛɛ̀nɛ, kɛ̀ ɓi tèèsi mɛrem fɛlɛ yɛ̀ɛ ɗi ɓì kìghà nyi ǹtoòtèɗ."
HEB.3.16,Ɓɛ̀ghɛn ɓɛɛ wokà kɔm jɛ̀ɛ̀ ì Bɛ̀ll ɓɛ ki kì nyi ntoòtèɗ? Lɔŋ ɓum ɓɛ̀cèm ɓɛ Moyis à kpaŋzighày a Egiɓtɛn. 
HEB.3.17,"Ɓɛ̀roɓɛ be ɓɛɛ̀ɓɛ à wokà bim ri ɓɔ à kpaŋ bèg mɛ̀tin mɛɓɛɛ̀? À wokà bim ɗi ɓumɓɛ ɓɛ kighà kìɓe, ɓɔ yɛɛ wuwùghà di ɓɛɛ̀ kpìkpi wɔɔ ɓireɓ. "
HEB.3.18,Ɓɛ̀ghɛn ɓɛɛ̀ɓɛ à kànɛ̀ngà bɛ̀ɗ lɛ ɓaa ɗiŋi ɓi ɓi jàŋ inɛ à pègsɛ̀ngà lɛ ɓɛ ri fɔɔsɛn wɔɔ? Lɔŋ ɓumɓɛ ɓɛ kighà nyi ǹtoòtèɗ ɓɛɛ̀ɓɛ à kpaaghà. 
HEB.3.19,"Ɓìsii ghɛɛ gì lɛ, ɓɛ ɓaghà ɓi lɛ ɓɛ ɗiŋì ɓi jàŋ i rìfɔɔsɛ̀n ìnɛ̀n ɓisuulɛ ɓɛ ɓaghà ɓi ri rìgherɛ̀n."
HEB.4.1,"Nni cààmɛ̀n kìcèm ki yɛ̀ɛ ǹkàg wulɛ ɓum ɓɛɛ ɗiŋi ɓi rìfɔɔsɛ̀n ɗii wu kaka, tì ghɛ̀ɛ̀sɛɛ kì konaagh lɛ, ŋwaàdɛŋ ànɛ ɓi mìni kɛ̀ɛ ɓa ri fèg ànɛ lɛ nyii kpaŋi di cààmɛ̀n kaa ceè. "
HEB.4.2,"Ɓisuulɛ Syeesyee à Ɓɔlɛ à mɛ kalɛn a lɔ̀ŋkis lɔŋ yɛ̀ɛ à kalɛ̀ngà a lɔ̀ŋkaa. Wɔ̀lɛ jɛ̀ɛ̀ ìnɛ ɓɛ wokà, ì ghɛɓsìghà ɓi com, ɓisuulɛ ɓɛ wokà yɔ̀, ɓɛ̀ kɛɛ̀ teɗ yɔ̀ ri rìgherɛ̀n. "
HEB.4.3,"Ɓi ɓɛg ànɛ a ɓìsiɓɛ tì gherɛɛ, tì rì ɓiì ɗiŋii ɓi rìfɔɔsɛ̀n ɗi Bɛ̀ll à kpaaghà lɛ: Mɛ̀ɛ ǹkànɛɛ bɛ̀ɗ ɓi bim inɛ mɛ̀ɛ nwoogh, ǹkpaa lɛ: Ɓaa ɗiŋi ɓi ɓi jàŋ inɛ m̀pègsɛ̀ngà lɛ ɓɛ ri fɔɔsɛn wɔɔ. À kpaaghà fɔlɔɔ nsoò yɛ̀ɛ ki ri lɛ kìsay kii ki ɓaghà di ki mɛ lèg, à tumɛ̀n ɓi cààmɛ̀n ki à kìghà lɛ rì ɗyoo, rì zi. "
HEB.4.4,"Lɛ ki ri kìkaliyɛn jàŋ idɛŋ ɓi kìɓan ki ŋwos a kìtaàɓɛ̀ɛ̀ lɛ: Bɛ̀ll à fɔɔsɛ̀ngà kìsay kii kìcèm ɓi ŋwos a kìtaàɓɛ̀ɛ̀, "
HEB.4.5,à kpaa tì fɛ lɛ: Ɓaa ɗiŋi ɓi ɓi jàŋ inɛ m̀pègsɛ̀ngà lɛ ɓɛ ri fɔɔsɛn wɔɔ.
HEB.4.6,"Nni yɛ̀ɛ ki ri kìsiŋdɛn lɛ, ɓum ɓɛdɛŋ ɓɛ ri ɓiì ɗiŋii ɓi rìfɔɔsɛ̀n ɗiǹ ki ki ɓa ti lɛ, ɓumɓɛ ɓɛ lokà kì terì Syeesyee à Ɓɔlɛ ànɛ̀n, ɓɛ rɔɓkà ɓɛ̀ kɛɛ̀ ɗiŋi wɔɔ lɛ ɓɛ ɓaghà kɛ̀ɛ̀ rìgherɛ̀n, "
HEB.4.7,"fɔɔnnɛ Bɛ̀ll à mɛ rɛsi ti bimiɗ à ŋwos adɛŋ lɛ: Gɛɛ̀nɛ, yɛ̀ɛ à kpaaghà ɓi ŋwɔm wu Davit di cààmɛ̀n kaa ghaàgh lɛɛ̀gwey ɓi jàŋ inɛ tyàa mɛ wog lɛ: Gɛɛ̀nɛ, i ɓì woogh jɛ̀ɛ̀ yìì. Kɛ̀ ɓi tèèsi mɛrem."
HEB.4.8,"Ɓisuulɛ, i Yooswa a fa ɓɔ rìfɔɔsɛ̀n, di Bɛ̀ll à ɓaghà ɓi lɛ, à kàgtì ɓum ŋwos adɛŋ, ajɛ̀m ìnɛn. "
HEB.4.9,Fɔlɔɔ nnɛ rìfɔɔsɛ̀n ɗi Bɛ̀ll à fɔɔsɛ̀ngà ɓi Saɓàt ɗi ri wɔɔ ɓisuu ɓum ɓɛ Bɛ̀ll. 
HEB.4.10,"Ɓisuulɛ, ŋwaànɛ à ɗiŋii ɓi rìfɔɔsɛ̀n ɗi Bɛ̀ll, à mɛ fɔɔsɛn ɓisay ɓii fɛlɛ yɛ̀ɛ nyii fɔɔsɛ̀ngà girig ɓi nkìì."
HEB.4.11,"Ti tèèsiina nyoo lɛ ti ɗiŋi ɓi rìfɔɔsɛ̀n ɗiǹ, di fɔɔnnɛ ŋwaàdɛŋ kɛ̀ɛ ɓa lɛ à kpì, di à nɔ̀ɔ̀tii rìkuu ɗi ntoòtèɗ ɗi ɓumɓɛ ɓɛ ɓaghà ɓireɓ ɓɛ resìghà."
HEB.4.12,"Lɛ jɛ̀ɛ̀ ì Bɛ̀ll ì rì cencem, ì ki ɓa ri ìtèɗ, ì poo ì cee gàfàg ìnɛ ì rì ǹghɛliyɛn ɓɛɓɛg ɓɛ̀cèm. Yɛ̀ɛ ɗiɗiŋi mum ɓi nɗem à kpaŋ ɓi jàŋ inɛ cɛɓ ki mum  rì nghay wii ɓi rarɛɛ; ì ɗiŋì ì kpaŋ ɓi rìràrɛ̀n ɗi gòga rì ɓɛ̀ɓɔ̀ŋ ɓɛ ɓiwoɓ. Yɛ̀ɛ rèresi nkòo rìkɔ̀n ɗi mum rì mɛ̀yitì mɛ mɛ ri nyi ɓi nɗem, ɓi ri lɛ syeesyee. "
HEB.4.13,"Ɓi ɓyom ɓi Bɛ̀ll à kìghà, com kidɛŋ ki yin nyi kìnyamɛn, ɓyom ɓìcèm ɓi ri ɓìghaniyɛn lɛ kpeènye-kpèènyèè ɓi mis mɛ roànɛ à ghɛ̀ɛ̀sɛɛ ɓìsi kì tɔɔ̀gh kìsay ki tì kìghà."
HEB.4.14,"Yɛ̀ɛ tì rì min ri nkɔ̀mɛ̀n-ɓɛ̀pìrɛɛtìrɛ̀ àgwey lɛ Yeesus ànɛ à rì Man à Bɛ̀ll ànɛ à ɓɔkà aɗyoo yɛ̀ɛ Bɛ̀ll, tì ghɛ̀ɛ̀sɛɛ kì sììrɛɛ lɛ syeesyee ɓi ɓìɓan ɓi tì gherɛɛ ɓyɛɛ̀ɓi tì ti tì kakàlì ɓum. "
HEB.4.15,"Ɓisuulɛ ǹlàmì ɓɛ̀pìrɛɛtìrɛ̀ wìs àgwey a yin rikuu ɗi ɗi ri lɛ, ɗi taŋ̀ ǹɗem wu nyìighnyìg ɓi rìɓa ɗi tì rì kɛ̀ɛ̀ ìtèɗ, lɛ à tulɛ̀ngà rì mɛ̀fèèghrɛn mɛkuu mɛ̀cèm lɔŋ yɛ̀ɛ ɓìsi, kìɓan kifog, à kìghà ɓi kiɓe. "
HEB.4.16,"Ti tyoŋdɛn min jàŋbog rì ìkɔ̀ɔ̀ wu rilàmì wu Bɛ̀ll, jàŋ inɛ geesɛ̀n ì rì, tì ɓa rì ǹtyweeyi, di fɔɔnnɛ ɓɛɛ wog ɓìsi nyìighnyìg, tì ki ghɛn geesɛ̀n ìnɛ ì rì ɓìsi ɓiì ghɛɓsii ɓi cààmɛ̀n ki ki ghɛɛ̀sɛɛ."
HEB.5.1,"Lɛ ǹlàmì-ɓɛ̀pìrɛɛtìrɛ̀ ǹcèm ànɛ ɓɛ teri ɓi nyìinyìm à ɓum, à rì ǹrɛsɛn ɓisuu ɓum, lɛ a ki kìsay ki Bɛ̀ll, à fafà nyi ɓyom, à ki fùufunɛ̀n ɓìtuwe ɓisuu ɓiɓe ɓi ɓum. "
HEB.5.2,"À rì lɛ à ɓa rì rìcenɛ̀n ɓisuu ɓumɓɛ ɓɛ ti ɓɛ nanàg lɛ kɛ̀ɛ̀ rìyi, lɛ nyimiɗ a rì mum ànɛ à rì lɛ à nànɛ̀n ɓa kɛ̀ɛ̀ ìtèɗ. "
HEB.5.3,"Rìɓa ɗi à rì ɗiǹ ɗì ìkɔ̀g, ɗyɛɛ̀ɗi à ghɛ̀ɛ̀sɛɛ kì lɛghii Bɛ̀ll lɛ, rì ɓi ɓìɓe ɓii ɓi nyimiɗ, rì ɓi ɓum ɓɛ kilɔ̀ŋ."
HEB.5.4,"Mum à yin lɛ à falɛ̀n m̀ɓɔg wìn nyimiɗ, di Bɛ̀ll à reŋii ɓi nyi fɛlɛ yɛ̀ɛ à reŋìghà Arɔn. "
HEB.5.5,"Nsoò Kiris à falɛ̀ngà ɓi nyimiɗ rìgwey ɗi lɛ, a ɓa ǹlàmì-ɓɛ̀pìrɛɛtìrɛ̀. Kìɓan kifog à tekà ɗyɔ rì roànɛ à kpaaghà nyi lɛ: Ù rì Man wɛm̀, à tumɛ̀n gɛɛ̀nɛ ǹti wɔ̀ seŋi. "
HEB.5.6,"Fɛlɛ yɛ̀ɛ à kpaatìghà jàŋ idɛŋ lɛ: Ù rì pìrɛɛtìrɛ̀, rìɓa ɗi isuùcèm, ɓi nɗɛli wu Mɛlkisedɛg."
HEB.5.7,"Yɛ̀ɛ Yeesus à ghɛghɛ̀ɓkà ɓi ziinɛ, à ɓɔ̀ɔ̀ɓɔ̀ŋzàkà Bɛ̀ll, à yɛ̀ɛ̀ghyɛ̀gsì nyi ɓyàg, rì ɓyoo ɓikiŋ, rì misì ɓi mɛ̀tam, lɛ Bɛ̀ll yɛɛ ɓaghà lɛ à ghɛɓsì nyi ɓi rìwu; nni Bɛ̀ll à wokà bɔ̀ŋzɛ̀n yii lɛ mɛ̀wog mɛ à ɓaghà rì mɔ. "
HEB.5.8,"Nsoò yɛ̀ɛ à ɓaghà Man à Bɛ̀ll, à yilàkà com ki lɛ mɛ̀wog, ɓi mɛ̀tɔɓ mɛ̀cèm mɛ à wokà; "
HEB.5.9,"fɔɔnnɛ à ɓaghà lɛ à mɛ teŋzi nyi ɓi nɗɛli wu kɛ̀ɛ ɓa ti ri kìɓan ki ɓɛ fen a lɔ̀ŋkii, nni à ghalà ǹfaà ɓum ɓɛ̀cèm ɓɛ ɓɛ woogh nyi, gòri ì fiɗyàɓ fikɔ̀ɔ̀, "
HEB.5.10,"lɛ Bɛ̀ll à làmìghà lɛ, ànɛ̀n à rì ǹlàmì-ɓɛ̀pìrɛɛtìrɛ̀ ɓi nɗɛli wu Mɛlkisedɛg."
HEB.5.11,Tì tèghɛɛ ɓìɓan ɓi kpaayɛn ɓi kìɓan kiǹ wɔ̀lɛ rìrèsì ɗi ti resi mìni ɓyɔ lɛ tɛntɛ̀ɛ̀n lɛ ɓi konag kìwoògh ɗi yeesɛɛ ɓisuulɛ ɓì ti kɛ̀ ɓi wog ti kiɓan lɛ fyɛ̀ɗ. 
HEB.5.12,"Lɛ mìniɓɛ ɓì ghɛ̀ɛ̀sɛ̀ngà kìɓaà ɓɛ̀rèsàg ɓɛ ɓìɓan ɓi fiɗyàɓ, ɓì kaka rì zày ìnɛ lɛ ɓɛɛ resag mìni mɛ̀to mɛ ɓiɓan mɛ beèbɛ̀y mɛ ɓi jɛ̀ɛ̀ ì Bɛ̀ll. Ɗi ɓyàa rì lɛ ɓì ɗi ɓìɗilàg ɓi tèɗ, ɓì kaka rì zày ìnɛ lɛ ɓi nyɔŋnyɔŋ mɛlì. "
HEB.5.13,"Kɔlɛ mum ǹcèm ànɛ à kaka ɓi mɛlì, à ka yi ɓi righasì lɛ, rì saaɗ, rì pwàà ɓisuulɛ à kaka man. "
