livre.chapitre.verset,Bafia
MRK.1.11,"Jɛ̀ɛ̀ i ki ɓɔ̀ɓ yi aɗyoo lɛ: Ù ri Man wɛm̀ à ǹɗem, ɓi wɔ̀ nnɛ ǹfoŋi kìnyàà kɛm̀ kìcèm. "
MRK.1.12,"Ajɛ̀m ìnɛn, nni Nghay à Bɛ̀ll à ghàskà kì tinii Yeesus lɛ a kɛǹ ɓi-reɓ. "
MRK.1.13,"Fɔɔnnɛ à ghagsighà mɛ̀ru mɛ̀tin mɛɓɛɛ̀ ɓi-reɓ wiǹ, Satàn a fèèghrɛ̀n nyi wɔɔ. À ghɛghɛ̀ɓkà wɔɔ ri nyàm yi ɓi cog, wɔ̀lɛ ɓum ɓɛ titom ɓɛ kikìghà nyi tìtom."
MRK.1.14,"Yɛ̀ɛ ɓɛ ɓaghà di ɓɛ mɛ ɓan Zyaŋ, Yeesus à kɛ̀ngà a Galile, à kakàlì Syeesyee à Ɓɔlɛ à Bɛ̀ll. "
MRK.1.15,"À kpaakpààghà ɓum lɛ: Cààmɛ̀n ki ghɛ̀ɛ̀sɛɛ, kìlɔ̀ŋ ki Bɛ̀ll ki mɛ tyɛ̀ɛ̀tɛn yi; lɔ̀ɔ̀ghrɛɛna mɛ̀rem, ɓi gherɛn Syeesyee à Ɓɔlɛ. "
MRK.1.16,"Yɛ̀ɛ Yeesus à ghaghàghìyà ɓi ǹwɔŋì wu riɓày ànɛ a Galile, nni à ghɛngà ɓɛ̀-Simɔn ɓɛɛ̀ Andire à geni di ɓɛɛ̀ pìpig dam ɓi rìɓày, lɛ ɓɛ ɓaghà ɓɛ̀pììgh-dam. "
MRK.1.17,"Yeesus à kpaa ɓɔ lɛ: Nɔ̀ɔ̀tiina mɛ̀, di ǹki lɛ ɓi ɓa ɓɛ̀syòŋì-ɓum. "
MRK.1.18,"Fɔɔnnɛ ɓɛ ghaskà kì càri dam yaa, ɓɛ nɔɔ̀tì nyi. "
MRK.1.19,"Yɛ̀ɛ à kɛ̀ɛ̀dìghà tì asu lɛsàg, nni à ghɛngà Zyag, man à Zeɓede ɓɛɛ Zyaŋ à geni; ɓɛ ɓaghà ɓi rìpègsɛ̀n ɗi dam yaa ɓi kìkɔm ɓiɗùm. "
MRK.1.20,"Fɔɔnnɛ Yeesus à ghaskà ɓɔ ki reŋii, ɓɛ̀roɓɛǹ ɓɛ rinì Zeɓede à seŋi wàà ɓi kìkɔm, rì ɓɛ̀kìì-ɓìsay, ɓɛ nɔɔ̀tì nyi."
MRK.1.21,"Nni ɓɛ kɛngà a Kapɛrinawum, Yeesus à ɗiŋì ɓi naà-bɔ̀ŋzɛ̀n ŋwosi Saɓàt; à tumɛ̀n rìrèsàg ɗi ɓum. "
MRK.1.22,"Ɓum ɓɛ kuuràkà rìrèsàg ɗii, ɓisuulɛ ɗi ɓaghà ɓi yɛ̀ɛ ɗi ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓi Ɓɛ̀yudɛ̀n; rìrèsàg ɗii ɗi ɓaghà ɗi ŋwaànɛ ɓɛ faa ìtèɗ wulɛ a reèrèsàg ɓum. "
MRK.1.23,Ŋwaàdɛŋ ànɛ à ɓaghà rì kìɓeɓtàg ki nghay à ɓaghà kɔmiɗ ɓi naà-bɔ̀ŋzɛ̀n ì ɓumɓɛ̀n. 
MRK.1.24,"Fɔɔnnɛ ŋwaànɛ̀n à syangà jɛ̀ɛ̀ aɗyoo lɛ: Ki rì wɔ̀ la ri ɓìsi, Yeesus ànɛ a Naazarɛt! wàa yùu yì fɛ lɛ u cuùsi ɓìsi? Mɛ̀ ǹkonaagh ki yiì rìkuu ɗi mum ɗi ù rì; wɔ̀ yɛɛ ri roànɛ à rì ǹtɛnɛn, lɛ Bɛ̀ll yɛɛ romiì wɔ̀. "
MRK.1.25,"Nni Yeesus à fwààdɛ̀ngà kìɓeɓtàg ki nghay kìn, à kpaa kɔ lɛ: Maarɛn foo, ù ki pɛ̀sɛn ɓi ŋwaànɛ̀n. "
MRK.1.26,"Fɔɔnnɛ kìɓeɓtàg ki nghay kìn ki narìghà ŋwaànɛ̀n lɛ saɗ-sààɗ, ki kpaŋ ɓi ŋwaànɛ̀n di kɛɛ̀ syansyàn jɛ̀ɛ̀ aɗyòò. "
MRK.1.27,"Ìris wu ɓangà ɓum ɓɛ̀cèm ɓɛ ɓɛ ghɛngà kìɓan kiǹ ɓɛ tɔɔ̀ghtɔ̀ɔ̀ghrɛ̀n ɓɔ rì ɓɔ lɛ: Cɛ kɛɛ ri kɔmiɗ lɛ! wooghna nyɔɔnyɔn à dɔgtɛ̀n ànɛ a rèresi ri ìtèɗ wu rilàmì; a kɔ̀ɔkɔmɛ̀n lɛ rì ɓìɓeɓtàg ɓi mɛghay miì, ɓi ki kìki nyi mɛ̀wog' "
MRK.1.28,Fɔɔnnɛ rìkem ɗi Yeesus ɗi ghaskà ki sàa ɓi ziì Galile bimiɗ. 
MRK.1.29,"Yɛ̀ɛ ɓɛ kpagày ɓi naà-bɔ̀ŋzɛ̀n, nni ɓɛ kɛngà rì ɓɛ̀-Zyag ɓɛɛ Zyaŋ a mɛɛ mɛ ɓɛ̀-Simɔn ɓɛɛ̀ Andire. "
MRK.1.30,Jɛɛ gili Simɔn à ɓaghà kìnɔ̀ŋnɔ̀ŋ lɛ à ɓaghà lɛ tɔ̀gtɔ̀g. Fɔɔnnɛ ɓɛ fyɛɗmɛ̀ngà kìkpaà Yeesus fìroɓ fi giɓ anɛ̀n. 
MRK.1.31,"Yeesus à tyòŋdɛ̀n nyi jàŋbog, à ɓan nyi ɓi càg, à pɛ̀sì nyi aɗyòò; rìɓa ɗi à ɓaghà lɛ tɔ̀gtɔ̀g ɗi leg, à tumɛ̀n ɓɔ rìkàà ɗi ɓiɗilàg. "
MRK.1.32,"Yɛ̀ɛ cɛ̀ɛŋkò ki kpagà, ɗi ŋwos a mɛ cèŋ, nni ɓɛ yughày Yeesus lɛ, rì ɓum ɓɛ̀cèm ɓɛ ɓɛ roròɓkà, ri ɓɛ ɓɛ ɓaghà rì ɓìɓeɓtàg ɓi mɛghay. "
MRK.1.33,Fɔɔnnɛ ɓum ɓɛ̀cèm ɓɛ ɓi bàn ìnɛn ɓɛ kunìghà asuunaa. 
MRK.1.34,"Yeesus à wɔ̀ɔ̀zì ɓum lɛɛ̀gwey ɓɛ ɓɛ roròɓkà tìroɓ mɛ̀kuu lɛ mɛ̀kuu; à nàɓ girig ɓìɓeɓtàg ɓi mɛghay lɛɛ̀gwey, wɔ̀lɛ, à faghà ɓi ɓiɓeɓtàg ɓi mɛghay ìtèɗ wulɛ ɓyɛɛ toòghrɛn, lɛ ɓi yighà nyi lɛ syeesyee. "
MRK.1.35,"Yɛ̀ɛ duri i ɓaghà di ì ti jàŋbog ɗì rìtan, wɔ̀lɛ di birìm ì kaka lɛɛ̀gwey, Yeesus à pɛ̀sɛ̀ngà aɗyoo à kpaŋ ɓi dan, à kɛ̀n jàŋ inɛ ɓum ɓɛ wuɓsɛ̀ngà ɓi, à tumɛ̀n rì ɓɔ̀ŋzàg ɗi Bɛ̀ll. "
MRK.1.36,"Fɔɔnnɛ Simɔn, ri ɓumɓɛ ɓɛ ɓaghà rì ɓɔ, ɓɛ tumɛ̀ngà nyi rìkaa kìɓan ɗi kìɓan. "
MRK.1.37,"Yɛ̀ɛ ɓɛ tanɛ̀ngà nyi, ɓɛ kpaa nyi lɛ: Ɓum ɓɛ̀cèm ɓɛɛ tɔtɔg wɔ. "
MRK.1.38,"Yeesus à ɓàg ɓɔ lɛ: Ti kɛǹ jàŋ idɛŋ ɓi ɓɔɔ bàn ɓɛ ɓɛ wuɓsɛɛ fɛ̀, nkalì girig Ɓɔlɛ à Bɛ̀ll wɔɔ, lɛ ɓisuu kisay kiǹ innɛ màa kpaŋiì. "
MRK.1.39,Fɔɔnnɛ à kɛ̀ngà di a rereni ziì Galile à kakàlì Ɓɔlɛ à Bɛ̀ll ɓi naa yi bɔ̀ŋzɛ̀n à ki nànaɓ ɓiɓeɓtàg ɓi mɛghay.
MRK.1.40,"Kukwiy adɛŋ à yùghà Yeesus a nyoo, à kpì nyi asu rì mɛ̀ɗu, à yɛ̀gsì nyi ɓyàg à kpaa lɛ: I ki kɔni wɔ̀, ù rì lɛ ù kì lɛ m̀ɓa ti lɛ syeesyee ɓi nyoo yɛ̀m. "
MRK.1.41,"Fɔɔnnɛ nyìighnyìg ì kìghà Yeesus rì ŋwaànɛ̀n, à nàm càg à kòm nyi, à kpaa lɛ: Ki kɔni mɛ̀, ɓaya lɛ syeesyee ɓi nyoo yɔ̀ɔ̀. "
MRK.1.42,"Nni kwiy a ŋwaànɛ̀n à ghaskà kì kùrɛɛ, nyoo yìì i sugtì lɛ syeesyee. "
MRK.1.43,"Yeesus à ɓaghà lɛ, à mɛ rɔgsag nyi syeesyee à rìrɔ̀gsàg, à ghàs nyi kì càri lɛ a kɛǹ. "
MRK.1.44,"À kpaa nyi lɛ: Kɔ̀ɔ fèg mum kì ɓùŋi kiɓan ki; kɛ̀na lɔŋ ki rèsɛɛ ɓi mis mɛ pìrɛɛtìrɛ̀, u ki fa rifa ɗi Moyis à kpaaghà lɛ ɓɛɛ falag ɓisuu zòghɛ̀n yɔ̀ɔ̀, lɛ kɛɛ ɓa ɓɔ kìrèmzɛna ki lɛ ù mɛ wɔ̀n. "
MRK.1.45,"Kìɓan kifog, yɛ̀ɛ ŋwaànɛ̀n à kɛ̀ngà, nni à tumɛ̀ngà rìlààlàmɓɛ̀n ɗi ɓɔlɛ à kìɓan kiǹ, à sààsààtì nyi lèg ànɛ lɛ Yeesus à ɓatìghà ɓi lɛ à ɗiŋì ɓi bàn ìdɛŋ ɓi mɛ̀tàna. Wɔ̀lɛ àa ǹti à kɔ̀ràg ɓi ɓɛ̀kòdò ɓɛ ɓɛ lɛŋzɛɛ rì bàn, rì jàŋ yi ɓum ɓɛ wuɓsɛɛ ɓi, fɔɔnnɛ ɓum ɓɛ pɛɛ̀pɛ̀sɛ̀ngày ɓɛ̀tum ɓɛ̀cèm, ɓɛ yuyù nyi kì ghɛnghɛni."
MRK.2.1,"Yɛ̀ɛ ɓɔɔ mɛru ɓɛ ghaghìghà, nni Yeesus à sugtìghà a Kapɛrinawum; yɛ̀ɛ ɓum ɓɛ wokà lɛ, à rì a mɛɛ, "
MRK.2.2,"ɓɛ taŋzɛ̀ngà lɛɛ̀gwey lèg ànɛ lɛ, kìtuɓi ki ɓatìghà ɓi nsoò asuunaa; fɔɔnnɛ Yeesus à kpaakpààghà ɓɔ ɓìɓan ɓi Bɛ̀ll. "
MRK.2.3,Nni ɓum ɓɛniǹ ɓɛ tɛkày kìsɛkɛ̀rɛ̀ ɓi kon ɓɛ yuiy nyi rì kɔ. 
MRK.2.4,"Wɔ̀lɛ ɓumɓɛ̀n ɓɛ ɓaghà ɓi lɛ, ɓɛ kɛǹ rì kìsɛkɛ̀rɛ̀ kiǹ lɛsaaɗ yɛ̀ɛ Yeesus lɛ gùl ì ghekà bee; nni ɓɛ pinìghà fìran ɓi jàŋ inɛ Yeesus à rɛrɛ̀lìghà, ɓɛ rɔŋzìì min ŋwaànɛ̀n fɔlɔɔ ɓi kon wiì. "
MRK.2.5,"Yɛ̀ɛ Yeesus à ghɛngà rìgherɛ̀n ɗi ɓumɓɛ̀n ɓɛ ɓaghà rì ɗyɔ, nni à kpaaghà kìsɛkɛ̀rɛ̀ kiǹ lɛ: Man wɛm̀, ɓìɓe ɓyɔɔ ɓi ti ɓìcenɛn. "
MRK.2.6,"Ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛdɛŋ ɓɛ ɓɛ ɓaghà wɔɔ ɓɛ kɔ̀kɔriyɛn, ɓɛ kpaakpààghà ɓi mɛ̀rem maa lɛ: "
MRK.2.7,"Lannɛ ŋwaànɛ a tòtog fɛlɛ? A feefengì Bɛ̀ll. Ghɛn adɛŋ yɛɛ ri lɛ à cenɛ̀n mum ɓìɓe, i ki yin lɛ Bɛ̀ll cɛ̀ncii! "
MRK.2.8,"Yɛ̀ɛ Yeesus à ghàskà kì yiì kìɓan ki ɓɛ fefèkà, nni à tɔkà ɓɔ lɛ: Ɓisuucɛ nnɛ ɓì rì rì mɛ̀kuu mɛ mɛyitì mɛǹ ɓi nɗem? "
MRK.2.9,"Kìɓan aɗi kɛɛ yeesɛɛ foo? Rìkpaa ɗi ǹkpaa kìsɛkɛ̀rɛ̀ lɛ ɓìɓe ɓyɔɔ ɓi ti ɓìcenɛn gìn, rìkpaa ɗi ǹkpaà kɔ lɛ, pɛ̀sɛn aɗyoo u teɗ kon wɔɔ̀ u kɛǹ? "
MRK.2.10,"Nni ɓi ɗi lɛ, ɓi yi lɛ Man à mum à rì rì ìtèɗ wulɛ a cenɛ̀n mum ɓìɓe fɛ ɓi ziinɛ, "
MRK.2.11,"Yeesus à kpaaghà kìsɛkɛ̀rɛ̀ kiǹ lɛ: Pɛ̀sɛn aɗyoo, u teɗ kon wɔɔ̀, u sug. "
MRK.2.12,"Nni ŋwaànɛ̀n à ghàskà kì pɛ̀sɛɛ aɗyoo, à teɗ kon wiì à kpaŋ, ɓum ɓɛ̀cèm ɓɛ seesèè, kìɓan ki wey ɓɔ yɛ̀ɛ rìtɔŋ; ɓɛ keèkèmzì Bɛ̀ll di ɓɛɛ̀ kpaakpaa lɛ: Tì ka ghɛngà ɓi rikuu ɗi kiɓan yɛ̀ɛ ɗi."
MRK.2.13,"Yeesus à kɛ̀ɛ̀dìghà tì ɓi bèn ì rìɓày, ɓum ɓɛ̀cèm ɓɛ yuyùy nyi a nyoo, nyii ki rèresi ɓɔ ɓìɓan ɓi Bɛ̀ll. "
MRK.2.14,"Yɛ̀ɛ Yeesus à ghaghàghìyà, nni à ghɛngà Levi man à Alfe, di à kɔ̀kɔrii jàŋ inɛ ɓɛ m̀peghì làmpoŋ̀, fɔɔnnɛ à kpaaghà nyi lɛ: Nɔ̀ɔ̀ti mɛ̀, Levi à pɛ̀sɛ̀n aɗyoo à nɔ̀ɔ̀tì nyi. "
MRK.2.15,"Yɛ̀ɛ Yeesus à ɗiɗìghà ɓìɗilàg ɓi naa ì Levi, ɓɛ̀terì-làmpoŋ̀ lɛɛ̀gwey rì ɓɛ̀kìì-kìɓe ɓɛ yughà kì kɔ̀rii ɓi riɗi ɗi ɓyom ǹɗaŋ ri nyi rì ɓɛ̀yilàg ɓii, ɓisuulɛ ɓumɓɛ̀n ɓɛ nnɔ̀ɔ̀tàg nyi ɓìtuu ɓìtuu. "
MRK.2.16,"Yɛ̀ɛ ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛ ɓi nɗaŋ wu Ɓɛ̀fàrìzyɛŋ ɓɛ ghɛngà nyi di a ɗiɗi ǹɗaŋ ri ɓɛ̀terì-làmpoŋ̀, rì ɓɛ̀kìì-kìbe, nni ɓɛ tɔkà ɓɛ̀yilàg ɓii lɛ: Ɓisuucɛ nnɛ ǹɗèsàg wìn a ɗiɗi ǹɗaŋ ri ɓɛ̀terì-làmpoŋ̀, rì ɓɛ̀kìì-kìɓe? "
MRK.2.17,"Yɛ̀ɛ Yeesus à wokà ǹtɔɔ̀tɔɔgh wiǹ, nni à kpaaghà ɓɔ lɛ: Ɓumɓɛ ɓɛ yin ɓiì roroɓi, ɓɛ ti ɓɛ kɛɛ ɓa ri zày ì dɔgtà, lɔŋ ɓɛ̀roroɓ ɓɛɛ ti ɓɛ ɓalàg rì zày ìnɛn. Mɛ̀ ǹ-yùghà ɓi ki reŋii ɓumɓɛ ɓɛ ri lɛsaaɗ, lɔŋ ɓɛ̀kìì-kìɓe ɓɛɛ̀ɓɛ ǹ-yùghà kì reŋii."
MRK.2.18,"Ɓɛ̀yilàg ɓɛ Zyaŋ rì ɓɛ ɓɛ̀fàrìzyɛŋ ɓɛ nti ɓɛ celàg ɓìɗilàg; nni ɓum ɓɛdɛŋ ɓɛ yughà ki tɔɔgh Yeesus lɛ: Ɓisuucɛ nnɛ ɓɛ̀yilàg ɓɛ Zyaŋ rì ɓɛ ɓɛ̀fàrìzyɛŋ ɓɛ ti ɓɛ celàg ɓìɗilàg ɓyaàmɛ̀n ɓidɛŋ, ɓɛnkɔɔ ɓɛ̀ kɛɛ̀ cèli! "
MRK.2.19,"Nni Yeesus à ɓakà ɓɔ lɛ: Mɛ̀ghan mɛ ŋwaànɛ à wɔlɛɛ mɛ ri nya lɛ mɛ celì ɓìɗilàg di ǹwɔlì à kaka nɗaŋ ri ɓɔ! Cààmɛ̀n kìcèm ki ǹwɔlì à kaka nɗaŋ ri ɓɔ, ɓɛ yin lɛ ɓɛ celì ɓìɗilàg. "
MRK.2.20,"Wɔ̀lɛ cààmɛ̀n ki lɛ ɓɛɛ pisi ǹwɔlì ɓi nyìinyìm wàà ki tiì, cààmɛ̀n kiǹ kɛɛ̀ki ɓɛ ri min ɓiì cèlii ɓiɗilàg. "
MRK.2.21,"Ŋwaà yin lɛ à teɗ zyònà ì kìlàà ki nyɔn lɛ a raɗ ɗyas ɗi kitùg ki kilàà miì, ɓisuulɛ zyònà ì kìlàà ì nyɔn ì rì ɓìì tùnii kitùg ki kilàà, ɗyas ɗìn ɗi teghɛ̀n tì. "
MRK.2.22,"Ɓaà ki foŋ ɓi mɛrɔ̀g mɛ nyɔn ɓi ɓìtùg ɓi ɓiren, ɓisuulɛ mɛ̀rɔ̀g mɛ ri ɓiì weeyii ɓiren, mɛ̀rɔ̀g rì ɓìren ɓi ɗyaŋ ɓìcèm. Wɔ̀lɛ ɓɛɛ̀ fogi mɛrɔ̀g mɛ nyɔn ɓi ɓìren ɓi nyɔ̀n."
MRK.2.23,"Ŋwosi Saɓàt àdɛŋ, Yeesus à ghaghàghìyà ɓi dɛmi nyas. Yɛ̀ɛ ɓɛ ghaghàghìyà fɔlɔɔ, ɓɛ̀yilàg ɓii ɓɛ tumɛ̀n rìsòsòrì ɗi nyas. "
MRK.2.24,Nni Ɓɛ̀fàrìzyɛŋ ɓɛ tɔkà Yeesus lɛ: Ghɛna ɓɛ̀yilàg ɓɔɔ! Ɓisuucɛ nnɛ ɓɛɛ̀ kìki kiɓan ki ɓìdɔ̀gsɛna ɓis ɓi reègh lɛ mum kɛɛ̀ kì ŋwosi Saɓàt? 
MRK.2.25,"Fɔɔnnɛ Yeesus à ɓakà ɓɔ lɛ: Ɓì ka ɓalà ɓi com ki Davit à kìghà, yɛ̀ɛ zày ì kɔ̀ngà lɛ rì nyi rì ɓum ɓii, nyi kɛ̀ɛ̀ com ki ɗiyɛn? "
MRK.2.26,"Yɛ̀ɛ à ɗiŋìghà ɓi naà-Bɛ̀ll, ɓi cààmɛ̀n ki Aɓyatar à ɓaghà pìrɛɛtìrɛ̀ àgwey, à ɗi bìrɛs yi ɓum ɓɛ faghà ɓisuu Bɛ̀ll, à ki teɗ gàɓ, à fa ɓum ɓii, kɔm̀ lɛ ɓìdɔ̀gsɛna ɓyɛɛ kpaaghi lɛ lɔŋ ɓɛ̀pìrɛɛtìrɛ̀ cɛ̀ncaa ɓɛɛ ghɛɛ̀sɛɛ kì ɗiì bìrɛs yiǹ. "
MRK.2.27,"Nni Yeesus à kpaaghà Ɓɛ̀fàrìzyɛŋ ɓɛǹ lɛ: Bɛ̀ll à rɛsìghà Saɓàt ɓi kìrɔɔ ki mum, wɔ̀lɛ à kìghà ɓi mum lɛ a ɓa ǹkpàn a gòn inɛ̀n. "
MRK.2.28,Fɔlɔɔ nnɛ Man à mum à làmii girig Saɓàt.
MRK.3.1,"Yeesus à sugtìghà ki ɗiŋii ɓi naà-bɔ̀ŋzɛ̀n. Ŋwaàdɛŋ à ɓaghà wɔɔ ri càg ki ɓɔmɛn, "
MRK.3.2,"ɓumɓɛ ɓɛ ɓaghà wɔɔ, ɓɛ pɛɛ̀zì mis rì Yeesus lɛ ɓɛɛ ghɛǹ, ǹkòo à wɔ̀ɔ̀zii ŋwaànɛ̀n ŋwosi Saɓàt, di ɓɛɛ sɔmɛn nyi. "
MRK.3.3,"Nni Yeesus à kpaaghà mum àncèm lɛ: Pɛ̀sɛn aɗyoo, u rɛli foo ɓi nyìinyìm. "
MRK.3.4,"Fɔɔnnɛ à tɔkà ɓɔ lɛ: Ɓìdɔ̀gsɛna ɓis ɓi gherɛɛ nya lɛ mum a ki kìrɔɔ gìn kìɓe ŋwosi Saɓàt? Lɛ mum a ghɛɓsi romum gìn, a wey nyi ŋwosi Saɓàt? Ɓumɓɛ̀n ɓɛ minɛ̀n ɓɛ̀ kɛɛ̀ ɓàg ntɔɔ̀tɔɔgh wii. "
MRK.3.5,"Fɔɔnnɛ Yeesus à kɛɛ̀sìghà mis ɓi ɓumɓɛ̀n di a wowog bim, rì ǹɗemi-kɛŋɛn ɓi kìtèri kaa ki ǹɗem, à kpaa min ŋwaànɛ à ɓaghà càg kiɓɔmɛn lɛ: Nàma càg kɔɔ, ŋwaànɛ̀n a nàm càg kii kiǹ, ki sugtì lɛ syeesyee. "
MRK.3.6,"Ɓɛ̀fàrìzyɛŋ ɓɛ kpagà, ɓɛ ghas kì kìi righàdà rì ɓɛ̀gàŋgam ɓɛ Eroodɛ, lɛ ɓɛɛ ghɛǹ lannɛ ɓɛ ri lɛ ɓɛ ki lɛ ɓɛɛ wey Yeesus."
MRK.3.7,"Nni Yeesus à kɛ̀ngà rì ɓɛ̀yilàg ɓii ɓi bèn ì rìɓày, coo kituu ki ɓum ki nɔɔ̀tì nyi; ɓumɓɛ̀n ɓɛ pɛsɛ̀ngày a Galile rì a Zyude "
MRK.3.8,"rì a Yorisalɛm, rì a Idume, rì cɛcɛɗ ki Zyuridɛŋ rì ɓi ɓɛ̀kòdò ɓɛ ɓɛ wuɓsɛɛ bàn yi lɛ, rì Tiir ri Sidɔŋ; ɓum lɛɛ̀gwey ɓɛ yuyùghà Yeesus a nyoo, lɛ ɓɛ wokà ɓìɓan ɓìcèm ɓi à kìkìghà. "
MRK.3.9,"Nni Yeesus à kpaaghà ɓɛ̀yilàg ɓii lɛ, ɓɛɛ yu nyi ri maa kìkɔm, lɛ gwìy i ɓum ìnɛ̀n yɛ̀ kɛɛ̀ turi nyi. "
MRK.3.10,"Ɓisuulɛ, yɛ̀ɛ à wɔ̀ɔ̀wɔ̀ɔ̀zìghà ɓum lɛɛ̀gwey, ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓaghà ɓiì roroɓi ɓɛ kpikpìghà nyi ɓi nyoo lɛ ɓɛɛ kom nyi. "
MRK.3.11,"Ɓìɓeɓtàg ɓi mɛghay ɓi ɓalàkà lɛ, i ɓi ghɛɛ Yeesus, ɓi ɓag nyi mɛ̀ɗu asu, ɓi ki syan jɛ̀ɛ̀ aɗyoo lɛ: Ù ri Man à Bɛ̀ll. "
MRK.3.12,"Kìɓan kifog Yeesus à ɓààɓàŋzìghà mis lɛɛ̀gwey, à rèrèg ɓyɔ lɛ byɛ̀ kɛ̀ɛ kì lɛ ɓum ɓɛɛ yi nyi."
MRK.3.13,"Fɔɔnnɛ Yeesus à ɓɔkà min ɓi dòn aɗyoo , à regì ɓumɓɛ à kɔ̀ngà lɛ a reŋi, ɓɛ̀roɓɛ̀n ɓɛ kɛǹ nyi a nyoo. "
MRK.3.14,"A ɓɔ̀n min ɓum ǹtɛ̀ɗ rì ɓɛɓɛɛ̀ ɓi ɓumɓɛ̀n lɛ a kɛɛ̀ghag rì ɓɔ, à ki rom ɓɔ lɛ ɓɛɛ kɛǹ kì kakalii Ɓɔlɛ à Bɛ̀ll. "
MRK.3.15,"À faghà ɓɔ ìtèɗ wulɛ, ɓɛɛ nanaɓ ɓìɓeɓtàg ɓi mɛghay. "
MRK.3.16,Ɓumɓɛ à ɓɔ̀ngà ǹtɛ̀ɗ rì ɓɛɓɛɛ̀ ɓɛ ɓaghà lɛ: Rì Simɔn ànɛ Yeesus àa ǹkpɔgì lɛ Pyɛɛri 
MRK.3.17,"rì Zyag, man à Zeɓede ɓɛɛ Zyaŋ à geni, ɓɛ Yeesus a ǹkpɔgii lɛ: Bwanɛrigɛs, yɛɛ lɔɔ lɛ, ɓɔn ɓɛ baàbàn; "
MRK.3.18,"rì Andire, rì Filiɓ, rì Batelemi, rì Matyoo, rì Tomas, rì Zyag man à Alfe, rì Tadee, rì Simɔn ànɛ à ɓaghà ŋwaànɛ a Kana; "
MRK.3.19,ri Zyudas Iskariyot ŋwaànɛ à kàɓkà Yeesus.
MRK.3.20,"Ajɛ̀m ìnɛn, nni ɓɛ sugtìghày a mɛɛ, coo gùl ì ɓum ì taŋzɛ̀n tì lèg ànɛ lɛ ɓɛ ɓaghà ɓi ri bee inɛ ɓɛ ri lɛ ɓɛ ɗi ɓìɗilàg. "
MRK.3.21,"Yɛ̀ɛ naà-ɓum ì Yeesus i wokà kìɓan kiǹ nni ɓɛ yughà nyi kì terì lɛ ɓɛ kpaakpààghà lɛ, à rì nya m̀ɓùùsɛn. "
