livre.chapitre.verset,Bafia
JHN.1.27,Mɛ̀ ǹwuɓsɛɛ gì ɓi nkoŋ wulɛ ǹfùmì ǹɗig wii wu gòò.
JHN.1.28,"Ɓìɓan ɓiǹ ɓi kilɛ̀ngà a Bɛtanii, cɛcɛɗ ki Zyuridɛŋ, ɓi jàŋ inɛ Zyaŋ à ɓààɓàɓtìghà ɓum."
JHN.1.29,"Ɓi duri tana, Zyaŋ à ghɛngà di Yeesus à tiì a lɔ̀ŋkii, à kpaa lɛ man à jɔ̀ɔ̀ à Bɛ̀ll ànɛ a pipisi kiɓe ki ɓum ɓi ziinɛ yɛɛ ri lɛ. "
JHN.1.30,"Nnyɛɛ ri roànɛ mɛ̀ɛ ǹkpaa lɛ ŋwaàdɛŋ à rìì mɛ̀ ajɛ̀m, à lokày mɛ̀ beèbɛ̀y, ɓisuulɛ nyii ɓaghà di mɛ̀ ǹka yin. "
JHN.1.31,"Mɛ̀ ǹ-yighà ɓi nyi, kìɓan kifog, ǹ-yùghày lɛ mɓaɓti ɓum rì mɛ̀nig, lɛ di Isirayɛl àa yii nyi. "
JHN.1.32,"Zyaŋ à kpaatìghà lɛ ǹghɛngà di Ǹghay a sɛnsɛn yi aɗyoo yɛ̀ɛ kuùkuù, à yù nyi kì ɓɛ̀lii ɓi nyòò. "
JHN.1.33,"Mɛ̀ ǹ-yighà ɓi nyi, wɔ̀lɛ roànɛ à romgày mɛ̀ lɛ mɓààɓàɓtì ɓum rì mɛ̀nig, à kpaaghà mɛ̀ lɛ: Ŋwaànɛ ù rì ɓiì ghɛɛ̀ di Ǹghay à sɛniì, ɓi nyoo à rɔ̀ɓ ɓi nyi, roànɛ̀n yɛɛ ɓiì ɓàɓtii ɓum rì Kìtɛntɛ̀ɛ̀n ki Nghay. "
JHN.1.34,"Mɛ̀ ǹghɛngà kìɓan kiǹ, fɔɔnnɛ ǹkpaaghà miì lɛ, nnyɛɛ ri Man à Bɛ̀ll."
JHN.1.35,"Ɓi duri tana, Zyaŋ à ɓaghà di à kaka wɔɔ ri ɓɛ̀yilàg ɓii ɓɛdɛŋ ɓɛɓɛɛ̀. "
JHN.1.36,"Yɛ̀ɛ à ghɛngà di Yeesus a ghaghààgh, nni à kpaaghà lɛ: Man à jɔ̀ɔ̀ à Bɛ̀ll innɛ. "
JHN.1.37,"Kìɓɛ̀ɛ̀ kii ki ɓɛyilàg ki wokà com ki à kpaaghà, ki ki nɔ̀ɔ̀ti Yeesus. "
JHN.1.38,"Yɛ̀ɛ Yeesus à lɔ̀ɔ̀ghrɛ̀ngày, à ghɛn lɛ ɓɛɛ̀ nɔ̀ɔnɔɔ̀tìì nyi, nni à tɔkà ɓɔ lɛ: Cɛ ɓi kaakàà? Ɓɛ̀roɓɛ̀n ɓɛ kpaa nyi lɛ: Raɓì, yɛɛ lɔɔ lɛ ǹɗèsàg, fennɛ ù kɔ̀kɔrii? "
JHN.1.39,"Yeesus à kpaa ɓɔ lɛ: Yùunay, di ɓi ghɛǹ. Nni ɓɛ kɛǹgà ɓɛ ghɛn jàŋ inɛ à kɔ̀kɔ̀rìghà, ɓɛ ratɛ̀n kì ghagsii ŋwos anɛ̀n ri nyi, ki ɓaghà nunùg mɛ̀kɛ̀ɛ̀ mɛnin à ŋwos nkɛ̀nɛn."
JHN.1.40,"Andire à geni Simɔn Pyɛɛri à ɓaghà kìbog ki ɓi ɓum ɓɛ kiɓɛ̀ɛ̀ ɓɛ ɓɛ wokà kìɓan ki Zyaŋ à kpaaghà, ɓɛ nɔɔ̀tì Yeesus. "
JHN.1.41,"Andire ànɛn à lokà kì tanɛɛ ri Simɔn à geni, à kpaa nyi lɛ: Tyàa ghɛɛ Mèsii, yɛɛ lɔɔ lɛ Kiris. "
JHN.1.42,"Fɔɔnnɛ à syògà Simɔn yɛ̀ɛ Yeesus. Yeesus à fiɓì nyi à kpaa lɛ: Simɔn, man à Zyonas ɓɛ ri wɔ̀ ɓiì reŋɗaagh lɛ Sefas, yɛɛ lɔɔ lɛ Pyɛɛri ."
JHN.1.43,"Ɓi duri tana Yeesus à ɓekà lɛ a kɛǹ a Galile, nni à tanɛ̀ngà Filiɓ à kpaa nyi lɛ: Nɔ̀ɔ̀ti mɛ̀. "
JHN.1.44,"Filiɓ à ɓaghà ŋwaànɛ a Bɛdsayida, ɓi bàn ì ɓɛ̀-Andire ɓɛɛ̀ Pyɛɛri."
JHN.1.45,"Fɔɔnnɛ Filiɓ à tuusɛ̀ngà rì Natanayɛl, à kpaa nyi lɛ: Tyàa ghɛɛ ŋwaànɛ kìɓan kii ki ri kìkànɛn ɓi kaàtà à ɓìdɔ̀gsɛna ɓi Moyis rì ɓi ɓɛ̀kaàtà ɓɛ ɓɛkpaŋzì-ɓìɓan, nnyɛɛ ri Yeesus à man à Yoosɛɓ ànɛ a Naazarɛt. "
JHN.1.46,Nni Natanayɛl à kpaaghà Filiɓ lɛ: Cɛ ki cem kɛɛ ri lɛ ki kpaŋ yì a Naazarɛt? Fɔɔnnɛ Filiɓ à kpaaghà nyi lɛ: Yuiy u ghɛǹ. 
JHN.1.47,Yɛ̀ɛ Yeesus à ghɛngà di Natanayɛl a yùyuiy nyi a nyoo nni à kpaaghà lɛ: Natanayɛl à rì kɔɔ̀kɔɔ̀ à muu Isirayɛl ànɛ à yin ɗi mɛ̀ɗyɔg. 
JHN.1.48,"Nni Natanayɛl à tɔkà Yeesus lɛ: Wɔ̀ɔ̀ yii mɛ̀ fe? Yeesus à pɛ̀ɛ̀zì nyi lɛ: Màa ghɛɛ wɔ̀ cààmɛ̀n ki wàa rì a nɗyèm wu fìgyee zi, di Filiɓ à ka reŋii ɓi wɔ. "
JHN.1.49,"Fɔɔnnɛ Natanayɛl à kpaaghà min Yeesus lɛ: Raɓì, ù rì Man à Bɛ̀ll, ù rì rìfòm ɗi Isirayɛl. "
JHN.1.50,"Yeesus à bàg nyi lɛ: Yɛ̀ɛ ǹkalii wɔ̀ lɛ màa ghɛɛ wɔ̀ a nɗyèm wu fìgyee zi, nnɛ ù gherɛɛ, ù rì ɓiì ki ghɛɛ̀ ɓìɓan ɓidɛŋ ɓi ɓi teghɛɛ ɓi cee fɔlɔɔ. "
JHN.1.51,"Ǹkalii mìni kɔɔ̀kɔɔ̀ à rìkpaa lɛ, ɓì rì ɓiì ghɛɛ̀ di ɗyoo ɗi nɛmɓɛɛ, ɓum ɓɛ titom ɓɛ Bɛ̀ll ɓɛ ɓɔɓɔ̀g ɓɛ sɛnsɛ̀n Man à mum a nto."
JHN.2.1,"Ajɛ̀m ì mɛ̀ru mɛraa, kìsɛ̀nɛ̀ ki riwɛy ki ɓaghà a Kana, ɓi zi ì Galile, jɛɛ Yeesus à ɓaghà wɔɔ. "
JHN.2.2,Ɓɛ reŋìghà girig Yeesus rì ɓɛ̀yilàg ɓii a kìsɛ̀nɛ̀ kiǹ. 
JHN.2.3,"Yɛ̀ɛ mɛ̀rɔ̀g mɛ lekà, nni jɛɛ Yeesus à kpaaghà nyi lɛ: Ɓɛ yiìdi ri mɛ̀rɔ̀g. "
JHN.2.4,"Yeesus à ɓàg nyi lɛ: Giɓ anɛ, cɛ kɛɛ ri lɛ rì mɛ̀ rì wɔ̀? Cààmɛ̀n kɛm̀ ki ka kpaŋ ɓi. "
JHN.2.5,Jɛɛ à kpaa ɓɛ̀kìì-ɓìsay lɛ: Kìina com kìcèm ki à rì mìni ɓiì kalii. 
JHN.2.6,"Bèè yi mɛnig yi yi ɓaghà yì yèŋɛn ɗi gɔ̀g, yi ɓaghà wɔɔ taàfog; bèè yiǹ yi ɓaghà foo lɛ, yɛɛ ghɛɓsi ɓisuu ɓisyɔ̀ɔ̀ ɓi ritɛn ɓi ɓi rìgherɛ̀n ɗi Ɓɛ̀yudɛ̀n; bog ì ɓaghà lɛ ì kpaŋ ɓɛ̀kpɛm  ɓɛɓɛɛ̀ nsoò lɛ ɓɛraa. "
JHN.2.7,"Yeesus à kpaa ɓɔ lɛ: Roòziina mɛ̀nig ɓi bèè yi, fɔɔnnɛ ɓɛ roòzàkà mɛ̀nig miì, lɛ pisa. "
JHN.2.8,"Yeesus à kpaa ɓɔ lɛ: Ɓɔ̀rina min mɔ, ɓi kɛǹ kì faà ǹkɛ̀ɛ̀sì-ɓìɓan ɓi kisɛ̀nɛ̀. Fɔɔnnɛ ɓɛ kɛngà nyi rì mɔ. "
JHN.2.9,"Yɛ̀ɛ ǹkɛ̀ɛ̀sì-kìsɛ̀nɛ̀ à ɓoɓtìghà mɛ̀nig mɛ mɛ ɓaghà mɛǹ di maa ghay mɛrɔ̀g, kɛ̀ɛ yi jàŋ inɛ mɛ̀rɔ̀g mɛǹ mɛ ɓaa yì, kɔm̀ lɛ ɓɛ̀kìì-ɓìsay ɓɛ ɓɛ ɓwɛɗkày mɛ̀nig ɓɔɔ yighà. "
JHN.2.10,"Fɔɔnnɛ à reŋìghà ŋwaànɛ à wɔlɛ̀ngà à kpaa nyi lɛ: Ɓɛ̀ro ɓɛɛ̀ loki kìfaà ɓɛ̀kèn mɛrɔ̀g mɛ syeesyee, ɓɛ siitɛ̀n ɓɔ kìfaà mɛ ɓeɓtɛn di ɓaa ŋwagì; kìɓan kifog wɔ̀ wàa ɓèŋɓeŋi mɛ̀rɔ̀g mɛ syeesyee à kpaŋ ɓigomìnɛ."
JHN.2.11,"Fɔlɔɔ nnɛ Yeesus à kìghà dàm yìì i ǹtonto a Kana, ɓi zi ì Galile, à rèsì rìgwey ɗii, ɓɛ̀yilàg ɓii ɓɛ ki gherɛn nyi."
JHN.2.12,"Ajɛ̀m ìnɛn, nnɛ à sɛngà a Kapɛrinawum ǹɗaŋ ri jɛɛ, rì ɓɛ̀geni, rì ɓɛ̀yilàg ɓii, ɓɛ ghagsì lɔŋ ɓɔɔ mɛru wɔɔ lɛsàg."
JHN.2.13,"Yɛ̀ɛ tìcàɓ ti Ɓɛ̀yudɛ̀n ti lɛ Paskà ti kɛɛkɛ̀ɛ̀ghày, nni Yeesus à ɓɔkà a Yorisalɛm. "
JHN.2.14,"À tanɛ̀n di ɓɛ ri ɓi naà-Bɛ̀ll lɛ rì ɓɛ̀kàɓì sanìnya, rì ɓɛ̀kàɓì bwiy, rì ɓɛ̀kàɓì ɓɛ̀kuùkuù, rì ɓumɓɛ ceeceǹɗìyɛ̀n ɓum mɔ̀ɔ̀ni. "
JHN.2.15,"Yɛ̀ɛ à kìlɛ̀ngà ǹkpas rì ɓìsɔŋ, nni à nàɓkà ɓɔ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓi naà-Bɛ̀ll, à nàɓkì girig lɛ rì bwiy yaa, rì ɓɛ̀sanìnya ɓaa; à tyàŋzì mɔ̀ɔ̀ni mɛ ɓumɓɛ ɓɛ ceècèǹɗìghà ɓum mɔ̀ɔ̀ni, à tyɔkì ɓɛ̀teɓèrè ɓaa; "
JHN.2.16,à ki kpaa ɓɛ̀kàɓì ɓɛ̀kuùkuù lɛ: Pisiina ɓyom ɓi fɛ! Kɛ̀ ɓi ghaasi naa ì Seŋi wɛ̀m mɛɛ mɛ fyèè. 
JHN.2.17,Nni Ɓɛ̀yilàg ɓii ɓɛ yitìghà lɛ ki ri kì kànɛn lɛ: Ǹkɔ̀nɛ̀n à naa yɔ̀ɔ̀ à ɓuni mɛ̀ ǹɗem.
JHN.2.18,"Ɓɛ̀yudɛ̀n ɓɛ tekà jɛ̀ɛ̀ ɓɛ tɔg nyi lɛ: Dàm ì be yɛɛ̀nɛ ù rì lɛ ù kì, lɛ u resi ɓìsi lɛ, ù rì rì ìtèɗ wulɛ u ki yɛ̀ɛ ù kìi yì lɔɔ? "
JHN.2.19,Yeesus à ɓàg ɓɔ lɛ: Wààghiina na-Bɛ̀ll ìnɛ mpɛɛ̀zi yɔ̀ ki toŋì ɓi mɛ̀ru mɛraa. 
JHN.2.20,"Ɓɛ̀yudɛ̀n ɓɛ pɛɛ̀zì nyi lɛ: Naà-Bɛ̀ll ìnɛ ɓɛ togà bèg mɛ̀tin mɛɓɛɛ̀ rì bèg taàfog, yɛɛ̀nɛ wɔ̀ɔ̀ rì ɓiì pɛ̀ɛ̀zii kitoŋì ɓi mɛ̀ru mɛraa? "
JHN.2.21,"Wɔ̀lɛ naà-Bɛ̀ll ìnɛ Yeesus à kalìghà, ì ɓaghà nyoo yìì. "
JHN.2.22,"Yɛ̀ɛ à ghèmɓɛ̀ngày a nyɔ̀ɛ̀y, ɓɛ̀yilàg ɓii ɓɛ yitì lɛ à kpaaghà fɔlɔɔ, fɔɔnnɛ ɓɛ gherɛ̀ngà ɓìɓan ɓi ɓi ri ɓì kànɛn, ɓɛ ki gherɛn ti kìɓan ki Yeesus à kpaaghà kiǹ."
JHN.2.23,"Cààmɛ̀n ki Yeesus à ɓaghà a tìcàɓ ti a Paskà Yorisalɛm, ɓum lɛɛ̀gwey ɓɛ gherɛ̀ngà nyi, yɛ̀ɛ ɓɛ ghɛngà dàm yi ɓiɓan yi à kìkìghà. "
JHN.2.24,"Wɔ̀lɛ Yeesus à tyweeyàkà ɓi ɓɔ ɓisuulɛ, à yighà ɓɔ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, "
JHN.2.25,"rì tì lɛ, ki ghɛɓsìghà ɓi nyi com lɛ ɓɛɛ ka rèsi nyi rìɓa ɗi mum, lɛ nyimiɗ a yighà com ki mum a fèfeg ɓi ǹɗem ɓi ɗùm."
JHN.3.1,"Nni ŋwaàdɛŋ ànɛ ɓi nɗaŋ wu Ɓɛ̀fàrìzyɛŋ ɗii lɛ Nikodɛm, à ɓaghà kìbog ki ɓi ɓɛ̀lem ɓɛ ɓum ɓɛ Ɓɛ̀yudɛ̀n, "
JHN.3.2,"à yùghà yɛ̀ɛ Yeesus rì ìru à kpaa nyi lɛ: Raɓì, tì yii lɛ, ù rì ǹɗèsàg ànɛ Bɛ̀ll yɛɛ romiì ɓisuulɛ, ŋwaà yin lɛ à kì dàm yi ɓiɓan yɛ̀ɛ yi wɔ̀ɔ kìki yi, di Bɛ̀ll à yin a lɔ̀ŋkii. "
JHN.3.3,"Nni Yeesus à ɓàkà nyi lɛ: Ǹkpaa wɔ̀ kɔɔ̀kɔɔ̀ à rìkpaa lɛ, i mum à yalɛɛ tì ɓi nyɔɔnyɔn à rìyalɛ̀n, à yin lɛ à ghɛn kìlɔ̀ŋ ki Bɛ̀ll. "
JHN.3.4,Fɔɔnnɛ Nikodɛm à tɔkà nyi lɛ: Lannɛ mum à rì lɛ à yalɛ̀ntì di à ti ǹsɛ̀ɛ̀mɛn? À rì nya lɛ à sugtì ɓi ɗùm ɗi jɛɛ à yalɛ̀ntì? 
JHN.3.5,"Yeesus à ɓàg nyi lɛ: Ǹkpaa wɔ̀ kɔɔ̀kɔɔ̀ à rìkpaa lɛ, i mum à yalɛɛ ɓi ri mɛ̀nig rì Ǹghay, à yin lɛ à ɗiŋì ɓi kìlɔ̀ŋ ki Bɛ̀ll. "
JHN.3.6,"Lɛ ŋwaànɛ à yalɛɛ rì mɛ̀mùù, à rì lɔŋ mum à mɛ̀mùù, roànɛ à yalɛɛ rì Ǹghay à rì ǹghay. "
JHN.3.7,"Fɔɔnnɛ kɔ̀ɔ kuurag lɛ màa kpaa wɔ̀ lɛ, ki ghɛɛ̀sɛɛ lɛ ɓi ɓiìti kì yalɛɛ. "
JHN.3.8,"Bɛ̀ɓ ì ti ì fɛɓsag jàŋ inɛ ì kɔni, wɔ̀ɔ̀ wowòg lɔŋ lɛ rìfiŋfìŋ kɔ̀ɔ yi fennɛ ì pɛ̀sɛɛ yì, nsoò jàŋ inɛ yɛɛ̀ kɛ̀nkɛ̀n. Fɔlɔɔ nnɛ mum ǹcèm ànɛ à mɛ yalɛn ri Ǹghay à rì. "
JHN.3.9,Nni Nikodɛm à pɛ̀ɛ̀zìghà nyi lɛ: Kìɓan kiǹ ki ri lɛ ki kilɛ̀n di ki ɓaɓaa là? 
JHN.3.10,"Yeesus à kpaa nyi lɛ: Wɔ̀ lɔŋ nɗèsàg ànɛ a Isirayɛl, kɔ̀ɔ ki yi ɓiɓan ɓi? "
JHN.3.11,"Ǹkpaa wɔ̀ kɔɔ̀kɔɔ̀ à rìkpaa lɛ, ɓìsiì kpaakpaa ɓiɓan ɓi tì yii, tì ki tɛɛtɛɛ̀zì ɓum ɓìɓan ɓi tì ghɛngà, kìɓan kifog kɛ̀ ɓi kɔ̀n lɛ di ɓyàa teri rìrèsì ɗis. "
JHN.3.12,"I ɓì ti kɛ̀ ɓi gherɛn di ǹkpaa mìni ɓìɓan ɓi ɓi ziinɛ, lannɛ ɓì rì min ɓiì gherɛɛ di ǹkpaa mìni ɓìɓan ɓi aɗyòò? "
JHN.3.13,Ŋwaàdɛŋ à ka ɓɔkà ɓi aɗyòò i ki cee ɓi lɛ Man à mum ànɛ à sɛngày aɗyòò.
JHN.3.14,"Fɛlɛ yɛ̀ɛ Moyis à pɛ̀sìghà nyoo ɓi kìgeŋ aɗyoo ɓi-reɓ, fɔlɔɔ nnɛ ki ghɛɛ̀sɛɛ girig lɛ, ɓɛɛ pɛsi Man à mum aɗyoo, "
JHN.3.15,"lɛ di mum ǹcèm ànɛ à gherɛɛ nyi, à ɓa rì cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀. "
JHN.3.16,"Lɛ Bɛ̀ll à keesìghà ziinɛ à pyàŋdàg fɔlɔɔ nnɛ à faghà m̀bobog wìì a Man lɛ ŋwaànɛ à gherɛɛ nyi kɛ̀ɛ wu, a ɓa lɔŋ ri cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀. "
JHN.3.17,"Lɛ Bɛ̀ll à romgày ɓi Man wiì ɓi ziinɛ lɛ a fa yɔ̀ bɛ̀lɛn, à romgày lɔŋ nyi lɛ a ghɛɓsi yɔ̀. "
JHN.3.18,"Ŋwaànɛ à gherɛɛ nyi à yiìdi ri bɛ̀lɛn wɔ̀lɛ roànɛ à gherɛɛ ɓi nyi yɛɛ ti rì bɛ̀lɛn ɓisuulɛ, à gherɛ̀ngà ɓi mbobog à Man à Bɛ̀ll. "
JHN.3.19,"Bɛ̀lɛn i rì ǹto lɛ: Kìtɛɛtɛn ki yughày ɓi ziinɛ, ɓum ɓɛ ki keesi birìm à cee kìtɛɛtɛn kìn, lɛ mɛ̀kìkìì maa mɛ ɓaghà mɛ̀ɓeɓtɛn. "
JHN.3.20,"Lɛ mum ǹcèm ànɛ a kìki kiɓe, à ti à ɓèèzàg kìtɛɛtɛn, kɛ̀ɛ ki yù jàŋ inɛ kìtɛɛtɛn ki ri, lɛ ìris wulɛ ɓìɓan ɓii ɓyɛ̀ kɛɛ̀ ki kpagi dan. "
JHN.3.21,"Wɔ̀lɛ roànɛ à ti à kìlàg ɓìɓan ɓi saaɗ, nnyɛɛ ti à yùlàg jàŋ inɛ kìtɛɛtɛn ki ri, lɛ ɓɛɛ ghɛǹ lɛ tɛntɛ̀ɛ̀n lɛ, a kìki ɓiɓan yɛ̀ɛ kɛɛ̀ kɔ̀ngi Bɛ̀ll."
JHN.3.22,"Ajɛ̀m ìnɛn, Yeesus à kɛ̀ngà rì ɓɛ̀yilàg ɓii ɓi ziì Zyude; à ghagsìghà cààmɛ̀n wɔɔ ri ɓɔ, à ki ɓàaɓaɓtì ɓum. "
JHN.3.23,"Zyaŋ girig à ɓààɓàɓtìghà ɓum a Enɔŋ, jàŋbog rì Salim lɛ mɛ̀nig mɛ ɓaghà wɔɔ lɛɛ̀gwey. Nni ɓum ɓɛ kɛnkɛ̀ngà wɔɔ lɛ a ɓaɓti ɓɔ. "
JHN.3.24,Lɛ ki ɓaghà di ɓɛ ka pig ɓi Zyaŋ ɓi naà-zày.
JHN.3.25,"Nni nyoey yi kpighà lɛ rì ɓɛ̀yilàg ɓɛ Zyaŋ, rì muu Ɓɛ̀yudɛ̀n ɓi kìɓan ki ritɛn, ɓi ɓìsyɔ̀ɔ̀ ɓi righerɛ̀n ɗi Ɓɛ̀yudɛ̀n. "
JHN.3.26,"Fɔɔnnɛ ɓɛ̀yilàg ɓɛ kɛngà yɛ̀ɛ Zyaŋ ɓɛ kpaa nyi lɛ: Raɓì, ŋwaànɛ ɓìi nɗì rì nyi cɛcɛɗ ki Zyuridɛŋ, ànɛ wɔ̀ɔ ntɛɛzsii ɓìsi rìɓa ɗii, à ti girig ɓiì ɓàaɓaɓtì ɓum, fɔɔnnɛ ɓum ɓɛ̀cèm ɓɛɛ̀ sùusuùrɛ̀n a lɔ̀ŋkii. "
JHN.3.27,"Nni Zyaŋ à ɓàkà ɓɔ lɛ: Mum à yin lɛ à ɓa rì com kidɛŋ, ki ki yin ki Bɛ̀ll à faa nyi. "
JHN.3.28,"Mìniìɓɔmiɗ ɓì rì mɛ̀ ɓɛ̀wusìnɛ̀ɗ lɛ, ǹkpaaghà lɛ, àa mɛ̀ yɛɛ ri Kiris, kìɓan kifog, ɓɛ romgày mɛ̀ lɛ nsyoŋ̀ yì nyi bee. "
JHN.3.29,"Ŋwaànɛ à rì rì giɓ, yɛɛ ri yii giɓ; wɔ̀lɛ rìghan ɗi yii giɓ ɗi ɗi ri wɔɔ ɗi ti ɗi nyaàràg yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀, lɛ jɛ̀ɛ̀ ì yii giɓ inɛ ɗyɛɛ̀ wowòg. Rìkuu ɗi kinyàà ɗiǹ ɗyɛɛ̀ɗi mɛ̀ ǹɗì ǹɗonɛn ri ɗyɔ̀. "
JHN.3.30,"Ki ghɛɛ̀sɛɛ lɛ nyii ɓɔɓɔg, mɛ̀ nsisìlì. "
