livre.chapitre.verset,Bafia
ACT.2.40,"Fɔɔnnɛ Pyɛɛri à rèrèsìghà ɓɔ saaɗ, à ki rereɓ ɓɔ rì jɛ̀ɛ̀ yidɛŋ yi à kpaatìghà ɓɔ nwèe: Pɛ̀sɛɛnas̀ lɛfyɛ̀ɗ ɓi nyìinyìm à ɓumɓɛ ɓɛ ri ɓi rìɗim ɓi ɗùm."
ACT.2.41,"Ɓumɓɛ ɓɛ gherɛ̀ngà rìkpaa ɗi Pyɛɛri ɗiǹ ɓɛ ɓaɓtàkà, fɔɔnnɛ bàlì ì ɓum ìnɛ ì sagtɛ̀ngà ɓi bàlì ì ɓɛ̀gherɛ̀n, ì ɓaghà nunùg ɓum ɓɛ̀tɔɔsìm ɓɛraa."
ACT.2.42,"Ɓɛ siìrɛ̀ngà ɓi rìwowòg ɗi rirèsàg ɗi ɓɛkɛ̀nì-fìtom, rì ɓi cɛɓ ki rigeni, rì ɓi rìcusàg ɗi bìrɛs, rì ɓi bɔ̀ŋzɛ̀n. "
ACT.2.43,"Ìris wu ɓangà mum ǹcèm ànɛ ɓi ɓɔ, lɛ ɓɛ̀kɛ̀nì-fìtom ɓɛ kikìghà dàm yi ɓiɓan rì ɓɛ̀koŋnyoo ɓɛ ɓiɓan, lɛɛ̀gwey. "
ACT.2.44,"Ɓɛ̀gherɛ̀n ɓɛ ɓaghà kìbyɔg kìfog, ɓyom ɓyaa ɓìcèm ɓi ɓa bùtag. "
ACT.2.45,"Ɓɛ kakàɓkà lɛ: Rì ɓìden ɓyaa ɓi zi, rì ɓyom ɓyaa, ɓɛ kaàkàɓɓɛ̀n mɔɔ̀ni mɛ miì ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, mum bimiɗ à tekì gàɓ ìnɛ ì ghɛ̀ɛ̀sɛɛ rì nyi. "
ACT.2.46,"Cààmɛ̀n kìcèm ɓɛ ǹti ɓɛ taŋzàg ɓi naà-Bɛ̀ll ŋwos bimiɗ, ɓɛ ɗiɗì ɓìɗilàg ɓyaa ǹɗaŋ ɓi naa yaa ɓɛ ɗiɗì ɓyɔ rì kìnyàà, rì ǹɗem wu risɛɛ̀dɛ̀n. "
ACT.2.47,"Ɓɛ mɓɔgsàg Bɛ̀ll, ɓum ɓɛ̀cèm ɓɛ ki keekeèsì ɓɔ, fɔɔnnɛ Kan à tèèghtègsìghà ǹɗaŋ waa ɓɛ ŋwos ɓɛ̀cèm rì ɓum ɓɛ ki kɔngà Bɛ̀ll lɛ a ghɛɓsi."
ACT.3.1,Pyɛɛri ɓɛɛ̀ Zyaŋ ɓɛ ɓɔ̀ɓɔ̀kà a naà-Bɛ̀ll ɓi cààmɛ̀n à bɔ̀ŋzɛ̀n ì mɛ̀kɛ̀ɛ̀ mɛraa à ŋwos ǹkɛ̀nɛn.
ACT.3.2,"Fɔɔnnɛ ŋwaàdɛŋ ànɛ à yalɛ̀ngà rì ɓìlɛm, à ɓaghà wɔɔ. Ɓɛ̀ŋwos ɓɛ̀cèm, ɓɛ n-yùlàg nyi kì kɔ̀ɔ̀sii asuunaa wu naà-Bɛ̀ll wu ɓɛ ǹɗegì lɛ: Rɔɔrɔɔ, lɛ a lɔǹlɔn ɓumɓɛ ɓɛɛ̀ ɗiɗiŋi ɓi naà-Bɛ̀ll ɓyom. "
ACT.3.3,"Yɛ̀ɛ ŋwaànɛ̀n à ghɛngà lɛ rì Pyɛɛri rì Zyaŋ di ɓɛɛ̀ kɛ̀nkɛn lɛ ɓɛɛ ɗiŋi ɓi naà-Bɛ̀ll, fɔɔnnɛ à lɔngà ɓɔ mɔ̀ɔ̀ni. "
ACT.3.4,"Pyɛɛri rì Zyaŋ ɓɛ ruusìghà mis ɓi nyi ɓɛ fiɓì nyi lɛ fyɛɛɛyi, Pyɛɛri à kpaa nyi lɛ pɛɓsɛn ɓìsi. "
ACT.3.5,Ŋwaànɛ̀n à seesèèghà ɓɔ lɛ tɔ̀ntɔ̀n à fèkì nya lɛ ɓɛ ri nyi ɓiì faà com. 
ACT.3.6,Pyɛɛri à Kpaa min nyi lɛ: Mɛ̀ n-yin ɗi mɔ̀ɔ̀ni nsoò gol lɔŋ com ki ǹɗì rì kɔ kɛɛ̀ki ǹfaa wɔ̀: Ɓi ɗii ɗi Yeesus Kiris ànɛ a Nazarɛt pɛ̀sɛn aɗyoo u kɛɛ̀ghi! 
ACT.3.7,"Fɔɔnnɛ à ɓangà ŋwaànɛ̀n ɓi càg ki weèlem à pɛ̀sì nyi mɛ̀rɛy. Lɔŋ ɓi cààmɛ̀n kɔm̀ kiǹ, mɛ̀kòò mii, rì mɛ̀lèŋiɗ mii ɓi ghas kì terì ìtèɗ; "
ACT.3.8,"lɔŋ yɛ̀ɛ à lɛlà gɛ̀n bog lɛ doɓtà, à rɛli mɛ̀rɛy à ghagsɛ̀n ɗì rìkɛ̀ɛ̀. Nni à ɗiŋìghà rì ɓɛ̀-Pyɛɛri ɓi naà-Bɛ̀ll di a kɛ̀ɛ̀kɛ̀ɛ̀, à lɛɛ̀lɛ̀ɛ̀tɛ̀n, à ki keekemzì Bɛ̀ll."
ACT.3.9,Mum bimiɗ à ghɛngà yɛ̀ɛ à kɛ̀ɛ̀kɛ̀ɛ̀ghà di a ɓɔɔɓɔgsì Bɛ̀ll. 
ACT.3.10,"Yɛ̀ɛ ɓum ɓɛ ghɛngà lɛ ŋwaànɛ̀n yɛɛ nti à kɔ̀ràg asuunaa wu naà-Bɛ̀ll wu lɛ Rɔɔrɔɔ à lɔnlɔ̀n ɓum ɓyom, nni ɓɛ risìghà ɓɛ ki kuurag kiɓan ki ki kilɛ̀ngà kiǹ bi cɛɓ ki ŋwaànɛ̀n, yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀. "
ACT.3.11,"Yɛ̀ɛ Ŋwaàncèm ànɛn à nɔ̀ɔ̀nɔ̀ɔ̀tɛ̀ngà ɓɛ̀-Pyɛɛri ɓɛɛ̀ Zyaŋ, nni ki yeesìghà ɓum rìwog ɓɛ ghɛŋmɛ̀n ɓɔ a nyoo ɓi tuùtuu anɛ ɓɛ nɗegì lɛ tuùtuu à Salomɔŋ."
